"Status","Year","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","London","100","[c]","50270","46600"
"Leaver Dept.","2023","White","Department for Education (excl. agencies)","Outside London","200","[c]","42280","37880"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","London","140","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","165","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","London","80","[c]","45670","38540"
"Leaver Dept.","2023","White","Department for International Trade","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","London","170","[c]","45960","39600"
"Leaver Dept.","2023","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","100","[c]","38760","36340"
"Leaver Dept.","2023","White","Department for Transport (excl. agencies)","London","95","[c]","49730","43750"
"Leaver Dept.","2023","White","Department for Transport (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","London","145","[c]","41410","32520"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Outside London","1625","[c]","28800","28120"
"Leaver Dept.","2023","White","Department for Work and Pensions (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","London","120","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Outside London","55","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Licensing Agency","Outside London","170","[c]","29770","27390"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Driver and Vehicle Standards Agency","Outside London","65","[c]","32150","27450"
"Leaver Dept.","2023","White","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Education and Skills Funding Agency","Outside London","35","[c]","42160","37590"
"Leaver Dept.","2023","White","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Agency","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Forestry and Land Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Commercial Organisation","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Commercial Organisation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Internal Audit Agency","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Legal Department","London","60","[c]","51110","51590"
"Leaver Dept.","2023","White","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Government Property Agency","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Courts and Tribunals Service","London","55","[c]","40550","30020"
"Leaver Dept.","2023","White","HM Courts and Tribunals Service","Outside London","230","[c]","25480","21780"
"Leaver Dept.","2023","White","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Prison and Probation Service","London","65","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Prison and Probation Service","Outside London","425","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs (excl. agencies)","London","95","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs (excl. agencies)","Outside London","610","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury (excl. agencies)","London","175","[c]","49190","48310"
"Leaver Dept.","2023","White","HM Treasury (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Health and Safety Executive","Outside London","35","[c]","37460","32840"
"Leaver Dept.","2023","White","Home Office","London","280","[c]","50170","43210"
"Leaver Dept.","2023","White","Home Office","Outside London","335","[c]","30990","26750"
"Leaver Dept.","2023","White","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intellectual Property Office","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal Aid Agency","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Maritime and Coastguard Agency","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Medicines and Healthcare Products Regulatory Agency","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Met Office","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","London","85","[c]","46640","45610"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Outside London","325","[c]","33510","33300"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","London","160","[c]","47150","43650"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Outside London","130","[c]","37400","36050"
"Leaver Dept.","2023","White","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","Outside London","40","[c]","36550","36740"
"Leaver Dept.","2023","White","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Northern Ireland Office","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Standards in Education, Children's Services and Skills","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office for Standards in Education, Children's Services and Skills","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Gas and Electricity Markets","London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Gas and Electricity Markets","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Qualifications and Examinations Regulation","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Rail and Road","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of Rail and Road","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Public Guardian","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Planning Inspectorate","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Registers of Scotland","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Rural Payments Agency","Outside London","30","[c]","24930","22150"
"Leaver Dept.","2023","White","Scottish Courts and Tribunals Service","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Forestry","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Government (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Serious Fraud Office","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Social Security Scotland","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Standards and Testing Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Submarine Delivery Agency","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The Insolvency Service","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","The National Archives","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Export Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Health Security Agency","Outside London","45","[c]","40540","37060"
"Leaver Dept.","2023","White","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Space Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Space Agency","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Statistics Authority","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","UK Statistics Authority","Outside London","140","[c]","34920","31560"
"Leaver Dept.","2023","White","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Valuation Office Agency","Outside London","50","[c]","31230","26020"
"Leaver Dept.","2023","White","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Water Services Regulation Authority","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Welsh Government (excl. agencies)","Outside London","60","[c]","42400","38160"
"Leaver Dept.","2023","White","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Animal and Plant Health Agency","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Building Digital UK","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Building Digital UK","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Cabinet Office (excl. agencies)","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Cabinet Office (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Central Civil Service Fast Stream","London","40","[c]","28840","28840"
"New entrant CS","2023","Asian","Central Civil Service Fast Stream","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Companies House","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Companies House","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Competition and Markets Authority","London","35","[c]","36010","28850"
"New entrant CS","2023","Asian","Competition and Markets Authority","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Criminal Injuries Compensation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Crown Commercial Service","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Crown Prosecution Service","London","50","[c]","30480","24480"
"New entrant CS","2023","Asian","Crown Prosecution Service","Outside London","100","[c]","27810","24430"
"New entrant CS","2023","Asian","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Defence Equipment and Support","Outside London","40","[c]","31420","32500"
"New entrant CS","2023","Asian","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Defence Science and Technology Laboratory","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Education (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Education (excl. agencies)","Outside London","35","[c]","35660","33950"
"New entrant CS","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","40","[c]","42270","40260"
"New entrant CS","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for International Trade","London","30","[c]","36240","35010"
"New entrant CS","2023","Asian","Department for International Trade","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Transport (excl. agencies)","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Transport (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department for Work and Pensions (excl. agencies)","London","40","[c]","37100","39150"
"New entrant CS","2023","Asian","Department for Work and Pensions (excl. agencies)","Outside London","420","[c]","26100","21690"
"New entrant CS","2023","Asian","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department of Health and Social Care (excl. agencies)","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Driver and Vehicle Licensing Agency","Outside London","65","[c]","22940","22500"
"New entrant CS","2023","Asian","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Driver and Vehicle Standards Agency","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Estyn","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Actuary's Department","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Commercial Organisation","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Commercial Organisation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Internal Audit Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Internal Audit Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Legal Department","London","55","[c]","38070","27760"
"New entrant CS","2023","Asian","Government Legal Department","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Government Property Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Courts and Tribunals Service","London","35","[c]","27150","25480"
"New entrant CS","2023","Asian","HM Courts and Tribunals Service","Outside London","155","[c]","22960","21780"
"New entrant CS","2023","Asian","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Land Registry","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Prison and Probation Service","London","95","[c]","30100","28400"
"New entrant CS","2023","Asian","HM Prison and Probation Service","Outside London","350","[c]","25220","23640"
"New entrant CS","2023","Asian","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","London","125","[c]","32950","26920"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","Outside London","525","[c]","26770","22520"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","London","35","[c]","26760","27820"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","London","115","[c]","31570","29750"
"New entrant CS","2023","Asian","Home Office","Outside London","120","[c]","25320","22400"
"New entrant CS","2023","Asian","Home Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intellectual Property Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal Aid Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","London","65","[c]","35430","33500"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","London","30","[c]","40330","37850"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Outside London","60","[c]","33320","27420"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","London","45","[c]","42550","35410"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Outside London","30","[c]","32240","25830"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Infrastructure Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Savings and Investments","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","London","75","[c]","40090","34200"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Qualifications and Examinations Regulation","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Public Guardian","Outside London","80","[c]","22160","21780"
"New entrant CS","2023","Asian","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","Outside London","20","[c]","[c]","[c]"
