"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Cabinet Office","Security","G7","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Security","HEO","15","15","34770","34830"
"In post","2023","20-29","Cabinet Office","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Statistics","HEO","105","105","31120","30130"
"In post","2023","20-29","Cabinet Office","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Unknown","AO","80","75","23140","21720"
"In post","2023","20-29","Cabinet Office","Unknown","EO","185","185","27050","28050"
"In post","2023","20-29","Cabinet Office","Unknown","G6","10","10","65950","66530"
"In post","2023","20-29","Cabinet Office","Unknown","G7","115","115","56240","56430"
"In post","2023","20-29","Cabinet Office","Unknown","HEO","890","890","31370","30130"
"In post","2023","20-29","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office","Unknown","SEO","80","80","41370","41870"
"In post","2023","20-29","Chancellor's other departments","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Other","EO","15","15","30150","30090"
"In post","2023","20-29","Chancellor's other departments","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Other","HEO","20","20","35900","36490"
"In post","2023","20-29","Chancellor's other departments","Other","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Chancellor's other departments","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Operational Delivery","AO","10","10","21500","21100"
"In post","2023","20-29","Charity Commission","Operational Delivery","EO","20","20","25340","25300"
"In post","2023","20-29","Charity Commission","Operational Delivery","HEO","20","20","30240","30170"
"In post","2023","20-29","Charity Commission","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Digital, Data and Technology","G7","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Digital, Data and Technology","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Economics","G7","15","15","55550","55130"
"In post","2023","20-29","Competition and Markets Authority","Economics","HEO","20","20","34590","34110"
"In post","2023","20-29","Competition and Markets Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Legal","EO","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Legal","G7","10","10","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Legal","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Competition and Markets Authority","Project Delivery","AO","20","20","23200","23200"
"In post","2023","20-29","Competition and Markets Authority","Project Delivery","EO","10","10","27190","27550"
"In post","2023","20-29","Competition and Markets Authority","Project Delivery","G7","15","15","57440","56650"
"In post","2023","20-29","Competition and Markets Authority","Project Delivery","HEO","35","35","34540","34110"
"In post","2023","20-29","Competition and Markets Authority","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Communications","EO","10","10","27180","26960"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Communications","G7","10","10","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Communications","HEO","25","25","37470","39460"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Communications","SEO","15","15","44130","46110"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","AO","15","15","21950","21380"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AO","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","60","60","28560","26680"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","HEO","55","55","34470","33430"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO","30","30","44080","43420"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Economics","EO","25","25","28220","28720"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Economics","G7","35","35","59050","59370"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Economics","HEO","85","85","35810","34670"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Economics","SEO","10","10","44400","45170"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Finance","AO","10","10","22230","21380"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Finance","G7","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Finance","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Finance","SEO","10","10","42450","41360"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","EO","15","15","26790","25500"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","G7","10","10","54300","55120"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","HEO","15","15","31430","31030"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Human Resources","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","AO","225","220","22020","22180"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","145","145","26070","25160"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6","5","5","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","G7","30","30","57240","55120"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","HEO","155","150","33030","31580"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO","55","55","40240","41060"
