"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","London","G6/G7","G7","145","[c]","54830","55150"
"Leaver Dept.","2023","Unknown","London","SCS level","SCS level","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","SEO/HEO","HEO","385","[c]","32620","32000"
"Leaver Dept.","2023","Unknown","London","SEO/HEO","SEO","95","[c]","43180","43650"
"Leaver Dept.","2023","Unknown","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","AA/AO","AO","30","[c]","25830","26220"
"Leaver Dept.","2023","Unknown","Outside London","EO","EO","75","[c]","28380","28120"
"Leaver Dept.","2023","Unknown","Outside London","G6/G7","G6","20","[c]","74190","76560"
"Leaver Dept.","2023","Unknown","Outside London","G6/G7","G7","75","[c]","56670","57190"
"Leaver Dept.","2023","Unknown","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Outside London","SEO/HEO","HEO","155","[c]","33900","32960"
"Leaver Dept.","2023","Unknown","Outside London","SEO/HEO","SEO","85","[c]","43160","43660"
"Leaver Dept.","2023","Unknown","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Overseas","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Overseas","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Overseas","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","SEO/HEO","HEO","15","[c]","32310","32000"
"Leaver Dept.","2023","Unknown","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","London","AA/AO","AA","25","[c]","23250","23500"
"New entrant CS","2023","Analysis","London","AA/AO","AO","60","[c]","24270","23210"
"New entrant CS","2023","Analysis","London","EO","EO","110","[c]","29210","29280"
"New entrant CS","2023","Analysis","London","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","London","G6/G7","G7","30","[c]","58100","55990"
"New entrant CS","2023","Analysis","London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","London","SEO/HEO","HEO","335","[c]","34910","35410"
"New entrant CS","2023","Analysis","London","SEO/HEO","SEO","55","[c]","43330","43650"
"New entrant CS","2023","Analysis","Outside London","AA/AO","AA","35","[c]","19850","19280"
"New entrant CS","2023","Analysis","Outside London","AA/AO","AO","95","[c]","21930","21690"
"New entrant CS","2023","Analysis","Outside London","EO","EO","110","[c]","26060","25920"
"New entrant CS","2023","Analysis","Outside London","G6/G7","G6","10","[c]","70500","67430"
"New entrant CS","2023","Analysis","Outside London","G6/G7","G7","45","[c]","53750","51610"
"New entrant CS","2023","Analysis","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Outside London","SEO/HEO","HEO","430","[c]","31500","31560"
"New entrant CS","2023","Analysis","Outside London","SEO/HEO","SEO","125","[c]","39420","39430"
"New entrant CS","2023","Analysis","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","London","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","London","EO","EO","30","[c]","29440","30170"
"New entrant CS","2023","Commercial","London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","London","G6/G7","G7","25","[c]","63430","66250"
"New entrant CS","2023","Commercial","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","London","SEO/HEO","HEO","65","[c]","32690","33880"
"New entrant CS","2023","Commercial","London","SEO/HEO","SEO","20","[c]","43180","42220"
"New entrant CS","2023","Commercial","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Outside London","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Outside London","AA/AO","AO","85","[c]","22400","22000"
"New entrant CS","2023","Commercial","Outside London","EO","EO","100","[c]","26640","27080"
"New entrant CS","2023","Commercial","Outside London","G6/G7","G6","25","[c]","77250","76000"
"New entrant CS","2023","Commercial","Outside London","G6/G7","G7","75","[c]","62940","65500"
"New entrant CS","2023","Commercial","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Outside London","SEO/HEO","HEO","160","[c]","32250","32000"
"New entrant CS","2023","Commercial","Outside London","SEO/HEO","SEO","105","[c]","40370","40300"
"New entrant CS","2023","Commercial","Outside London","Unknown","Unknown","25","[c]","33990","32500"
"New entrant CS","2023","Commercial","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","London","AA/AO","AO","15","[c]","23850","24400"
"New entrant CS","2023","Communications","London","EO","EO","50","[c]","28950","28970"
"New entrant CS","2023","Communications","London","G6/G7","G6","10","[c]","74640","73130"
"New entrant CS","2023","Communications","London","G6/G7","G7","25","[c]","56440","55560"
"New entrant CS","2023","Communications","London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","London","SEO/HEO","HEO","120","[c]","36310","35410"
"New entrant CS","2023","Communications","London","SEO/HEO","SEO","70","[c]","43730","43650"
"New entrant CS","2023","Communications","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Outside London","AA/AO","AO","20","[c]","22280","22220"
"New entrant CS","2023","Communications","Outside London","EO","EO","45","[c]","25980","25970"
"New entrant CS","2023","Communications","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Outside London","G6/G7","G7","25","[c]","52630","52600"
"New entrant CS","2023","Communications","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Outside London","SEO/HEO","HEO","100","[c]","32330","31400"
"New entrant CS","2023","Communications","Outside London","SEO/HEO","SEO","70","[c]","40620","40900"
"New entrant CS","2023","Communications","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","London","AA/AO","AO","20","[c]","26200","25610"
"New entrant CS","2023","Counter Fraud","London","EO","EO","70","[c]","30610","31980"
"New entrant CS","2023","Counter Fraud","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","London","SEO/HEO","HEO","25","[c]","37930","39110"
"New entrant CS","2023","Counter Fraud","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Outside London","AA/AO","AO","230","[c]","23040","21690"
"New entrant CS","2023","Counter Fraud","Outside London","EO","EO","195","[c]","27850","27890"
"New entrant CS","2023","Counter Fraud","Outside London","G6/G7","G7","15","[c]","54350","54680"
"New entrant CS","2023","Counter Fraud","Outside London","SEO/HEO","HEO","80","[c]","34270","34170"
"New entrant CS","2023","Counter Fraud","Outside London","SEO/HEO","SEO","10","[c]","41040","41780"
"New entrant CS","2023","Counter Fraud","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","London","AA/AO","AO","145","[c]","26890","26920"
"New entrant CS","2023","Debt","Outside London","AA/AO","AO","1500","[c]","22250","22520"
"New entrant CS","2023","Debt","Outside London","EO","EO","20","[c]","27690","27650"
"New entrant CS","2023","Debt","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","London","AA/AO","AO","30","[c]","20950","18300"
"New entrant CS","2023","Digital, Data & Technology","London","EO","EO","125","[c]","29330","29750"
"New entrant CS","2023","Digital, Data & Technology","London","G6/G7","G6","35","[c]","74890","75000"
"New entrant CS","2023","Digital, Data & Technology","London","G6/G7","G7","155","[c]","58240","56430"
"New entrant CS","2023","Digital, Data & Technology","London","SCS level","SCS level","20","[c]","111330","108000"
"New entrant CS","2023","Digital, Data & Technology","London","SEO/HEO","HEO","205","[c]","35760","35800"
"New entrant CS","2023","Digital, Data & Technology","London","SEO/HEO","SEO","130","[c]","43540","43160"
"New entrant CS","2023","Digital, Data & Technology","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Outside London","AA/AO","AA","30","[c]","19010","19080"
"New entrant CS","2023","Digital, Data & Technology","Outside London","AA/AO","AO","145","[c]","21990","22220"
"New entrant CS","2023","Digital, Data & Technology","Outside London","EO","EO","590","[c]","27320","27140"
"New entrant CS","2023","Digital, Data & Technology","Outside London","G6/G7","G6","75","[c]","68540","67890"
"New entrant CS","2023","Digital, Data & Technology","Outside London","G6/G7","G7","400","[c]","54350","53750"
"New entrant CS","2023","Digital, Data & Technology","Outside London","SCS level","SCS level","25","[c]","103640","108000"
"New entrant CS","2023","Digital, Data & Technology","Outside London","SEO/HEO","HEO","615","[c]","33440","33990"
"New entrant CS","2023","Digital, Data & Technology","Outside London","SEO/HEO","SEO","600","[c]","40810","40040"
"New entrant CS","2023","Digital, Data & Technology","Outside London","Unknown","Unknown","10","[c]","30280","30080"
"New entrant CS","2023","Digital, Data & Technology","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","AA/AO","AO","15","[c]","24870","24750"
"New entrant CS","2023","Finance","London","EO","EO","45","[c]","28590","29200"
"New entrant CS","2023","Finance","London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","G6/G7","G7","25","[c]","57950","58370"
"New entrant CS","2023","Finance","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","London","SEO/HEO","HEO","60","[c]","34620","34670"
"New entrant CS","2023","Finance","London","SEO/HEO","SEO","45","[c]","44670","43760"
"New entrant CS","2023","Finance","Outside London","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Outside London","AA/AO","AO","220","[c]","22290","22520"
"New entrant CS","2023","Finance","Outside London","EO","EO","140","[c]","26720","27080"
"New entrant CS","2023","Finance","Outside London","G6/G7","G6","10","[c]","65840","63900"
"New entrant CS","2023","Finance","Outside London","G6/G7","G7","50","[c]","52760","51770"
"New entrant CS","2023","Finance","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Outside London","SEO/HEO","HEO","125","[c]","33510","34100"
"New entrant CS","2023","Finance","Outside London","SEO/HEO","SEO","90","[c]","41260","41000"
"New entrant CS","2023","Finance","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Outside London","AA/AO","AO","345","[c]","22010","22150"
"New entrant CS","2023","Grants Management","Outside London","EO","EO","45","[c]","25280","25920"
"New entrant CS","2023","Grants Management","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Outside London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","London","AA/AO","AO","10","[c]","23970","24500"
"New entrant CS","2023","Human Resources","London","EO","EO","75","[c]","28250","28770"
"New entrant CS","2023","Human Resources","London","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","London","G6/G7","G7","15","[c]","56090","55420"
"New entrant CS","2023","Human Resources","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","London","SEO/HEO","HEO","60","[c]","34590","35040"
"New entrant CS","2023","Human Resources","London","SEO/HEO","SEO","20","[c]","43570","44000"
"New entrant CS","2023","Human Resources","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Outside London","AA/AO","AA","20","[c]","20840","21380"
"New entrant CS","2023","Human Resources","Outside London","AA/AO","AO","210","[c]","22100","22220"
"New entrant CS","2023","Human Resources","Outside London","EO","EO","280","[c]","27050","27080"
"New entrant CS","2023","Human Resources","Outside London","G6/G7","G6","15","[c]","64740","64970"
"New entrant CS","2023","Human Resources","Outside London","G6/G7","G7","75","[c]","53090","52800"
"New entrant CS","2023","Human Resources","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Outside London","SEO/HEO","HEO","215","[c]","32840","33140"
"New entrant CS","2023","Human Resources","Outside London","SEO/HEO","SEO","115","[c]","41640","40680"
"New entrant CS","2023","Human Resources","Outside London","Unknown","Unknown","10","[c]","28900","27220"
"New entrant CS","2023","Human Resources","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Overseas","SEO/HEO","HEO","20","[c]","45800","45690"
"New entrant CS","2023","Human Resources","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","London","SEO/HEO","SEO","10","[c]","46260","45540"
"New entrant CS","2023","Internal Audit","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Outside London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Outside London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","London","AA/AO","AO","115","[c]","22830","21890"
"New entrant CS","2023","Legal","London","EO","EO","180","[c]","28810","27760"
"New entrant CS","2023","Legal","London","G6/G7","G6","25","[c]","71910","71400"
"New entrant CS","2023","Legal","London","G6/G7","G7","165","[c]","54970","54100"
"New entrant CS","2023","Legal","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","London","SEO/HEO","HEO","60","[c]","40290","45230"
"New entrant CS","2023","Legal","London","SEO/HEO","SEO","40","[c]","40010","40800"
"New entrant CS","2023","Legal","Outside London","AA/AO","AO","400","[c]","21540","21120"
"New entrant CS","2023","Legal","Outside London","EO","EO","155","[c]","26910","26900"
"New entrant CS","2023","Legal","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Outside London","G6/G7","G7","205","[c]","52270","52360"
"New entrant CS","2023","Legal","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Outside London","SEO/HEO","HEO","40","[c]","33860","31270"
"New entrant CS","2023","Legal","Outside London","SEO/HEO","SEO","145","[c]","39100","38760"
"New entrant CS","2023","Legal","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","London","AA/AO","AA","235","[c]","25120","23670"
"New entrant CS","2023","No function","London","AA/AO","AO","1665","[c]","28190","26400"
"New entrant CS","2023","No function","London","EO","EO","1525","[c]","29750","29750"
"New entrant CS","2023","No function","London","G6/G7","G6","100","[c]","73250","69010"
"New entrant CS","2023","No function","London","G6/G7","G7","315","[c]","57660","55370"
"New entrant CS","2023","No function","London","SCS level","SCS level","70","[c]","108000","99430"
"New entrant CS","2023","No function","London","SEO/HEO","HEO","975","[c]","34970","35040"
"New entrant CS","2023","No function","London","SEO/HEO","SEO","430","[c]","42890","42270"
"New entrant CS","2023","No function","London","Unknown","Unknown","380","[c]","26410","27640"
"New entrant CS","2023","No function","Outside London","AA/AO","AA","2555","[c]","22090","23230"
"New entrant CS","2023","No function","Outside London","AA/AO","AO","14930","[c]","24160","22500"
"New entrant CS","2023","No function","Outside London","EO","EO","5190","[c]","27030","25880"
"New entrant CS","2023","No function","Outside London","G6/G7","G6","175","[c]","69960","66660"
"New entrant CS","2023","No function","Outside London","G6/G7","G7","605","[c]","57070","53750"
"New entrant CS","2023","No function","Outside London","SCS level","SCS level","60","[c]","102720","95170"
"New entrant CS","2023","No function","Outside London","SEO/HEO","HEO","1775","[c]","33160","32500"
"New entrant CS","2023","No function","Outside London","SEO/HEO","SEO","1165","[c]","42430","41000"
"New entrant CS","2023","No function","Outside London","Unknown","Unknown","3680","[c]","22780","23640"
"New entrant CS","2023","No function","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Overseas","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Overseas","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Overseas","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","No function","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Unknown","AA/AO","AA","20","[c]","23430","23230"
"New entrant CS","2023","No function","Unknown","AA/AO","AO","75","[c]","24720","22400"
"New entrant CS","2023","No function","Unknown","EO","EO","40","[c]","28620","25750"
"New entrant CS","2023","No function","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","London","AA/AO","AO","20","[c]","23240","23200"
"New entrant CS","2023","Project Delivery","London","EO","EO","70","[c]","28270","27920"
"New entrant CS","2023","Project Delivery","London","G6/G7","G6","25","[c]","71000","69250"
"New entrant CS","2023","Project Delivery","London","G6/G7","G7","40","[c]","56710","55130"
"New entrant CS","2023","Project Delivery","London","SCS level","SCS level","20","[c]","91930","91500"
"New entrant CS","2023","Project Delivery","London","SEO/HEO","HEO","180","[c]","33630","34110"
"New entrant CS","2023","Project Delivery","London","SEO/HEO","SEO","50","[c]","43900","43480"
"New entrant CS","2023","Project Delivery","Outside London","AA/AO","AA","25","[c]","18670","19080"
"New entrant CS","2023","Project Delivery","Outside London","AA/AO","AO","130","[c]","22170","22180"
"New entrant CS","2023","Project Delivery","Outside London","EO","EO","205","[c]","26000","25900"
"New entrant CS","2023","Project Delivery","Outside London","G6/G7","G6","50","[c]","68310","66490"
"New entrant CS","2023","Project Delivery","Outside London","G6/G7","G7","180","[c]","51460","51460"
"New entrant CS","2023","Project Delivery","Outside London","SCS level","SCS level","15","[c]","95620","90000"
"New entrant CS","2023","Project Delivery","Outside London","SEO/HEO","HEO","330","[c]","32260","32500"
"New entrant CS","2023","Project Delivery","Outside London","SEO/HEO","SEO","235","[c]","40430","41000"
"New entrant CS","2023","Project Delivery","Outside London","Unknown","Unknown","215","[c]","33150","32500"
"New entrant CS","2023","Property","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","London","AA/AO","AO","15","[c]","26580","26920"
"New entrant CS","2023","Property","London","EO","EO","20","[c]","28920","29660"
"New entrant CS","2023","Property","London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","London","G6/G7","G7","15","[c]","54950","55790"
"New entrant CS","2023","Property","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","London","SEO/HEO","HEO","30","[c]","34050","34720"
"New entrant CS","2023","Property","London","SEO/HEO","SEO","25","[c]","43780","43650"
"New entrant CS","2023","Property","Outside London","AA/AO","AA","60","[c]","20380","19770"
"New entrant CS","2023","Property","Outside London","AA/AO","AO","290","[c]","22740","22520"
"New entrant CS","2023","Property","Outside London","EO","EO","120","[c]","26860","26960"
"New entrant CS","2023","Property","Outside London","G6/G7","G6","20","[c]","66070","64620"
"New entrant CS","2023","Property","Outside London","G6/G7","G7","50","[c]","53700","54440"
"New entrant CS","2023","Property","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","Outside London","SEO/HEO","HEO","135","[c]","33090","33830"
"New entrant CS","2023","Property","Outside London","SEO/HEO","SEO","105","[c]","41120","41000"
"New entrant CS","2023","Property","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","London","AA/AO","AA","10","[c]","27750","28250"
"New entrant CS","2023","Security","London","AA/AO","AO","10","[c]","30530","26550"
"New entrant CS","2023","Security","London","EO","EO","25","[c]","30080","29660"
"New entrant CS","2023","Security","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","London","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Security","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","London","SEO/HEO","HEO","20","[c]","35990","35410"
"New entrant CS","2023","Security","London","SEO/HEO","SEO","10","[c]","44010","43320"
"New entrant CS","2023","Security","Outside London","AA/AO","AA","290","[c]","26170","27500"
"New entrant CS","2023","Security","Outside London","AA/AO","AO","345","[c]","27800","25350"
"New entrant CS","2023","Security","Outside London","EO","EO","100","[c]","26380","26710"
"New entrant CS","2023","Security","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Security","Outside London","G6/G7","G7","20","[c]","53650","51290"
"New entrant CS","2023","Security","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Outside London","SEO/HEO","HEO","65","[c]","34080","32640"
"New entrant CS","2023","Security","Outside London","SEO/HEO","SEO","30","[c]","40560","39890"
"New entrant CS","2023","Security","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Security","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","EO","EO","20","[c]","24330","24330"
"New entrant CS","2023","Unknown","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","London","AA/AO","AO","20","[c]","23900","25610"
"New entrant CS","2023","Unknown","London","EO","EO","70","[c]","25280","27070"
"New entrant CS","2023","Unknown","London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","London","G6/G7","G7","15","[c]","56100","54090"
"New entrant CS","2023","Unknown","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","London","SEO/HEO","HEO","235","[c]","30500","28840"
"New entrant CS","2023","Unknown","London","SEO/HEO","SEO","20","[c]","43150","43650"
"New entrant CS","2023","Unknown","Outside London","AA/AO","AA","1000","[c]","22250","22180"
"New entrant CS","2023","Unknown","Outside London","AA/AO","AO","440","[c]","23620","22150"
"New entrant CS","2023","Unknown","Outside London","EO","EO","1060","[c]","29060","29100"
"New entrant CS","2023","Unknown","Outside London","G6/G7","G6","65","[c]","72660","70550"
"New entrant CS","2023","Unknown","Outside London","G6/G7","G7","295","[c]","54550","52360"
"New entrant CS","2023","Unknown","Outside London","SCS level","SCS level","25","[c]","91690","81890"
"New entrant CS","2023","Unknown","Outside London","SEO/HEO","HEO","870","[c]","33190","33520"
"New entrant CS","2023","Unknown","Outside London","SEO/HEO","SEO","420","[c]","42930","41640"
"New entrant CS","2023","Unknown","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
