"Status","Year","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Commercial","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","AA/AO","Unknown","40","[c]","22570","22150"
"New entrant CS","2023","Commercial","EO","Heterosexual / straight","70","[c]","27640","27080"
"New entrant CS","2023","Commercial","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","EO","Unknown","45","[c]","26820","27080"
"New entrant CS","2023","Commercial","G6/G7","Heterosexual / straight","45","[c]","61740","62500"
"New entrant CS","2023","Commercial","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","G6/G7","Unknown","75","[c]","70940","70700"
"New entrant CS","2023","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","SEO/HEO","Heterosexual / straight","225","[c]","35840","35000"
"New entrant CS","2023","Commercial","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","SEO/HEO","Unknown","100","[c]","33940","32500"
"New entrant CS","2023","Commercial","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","EO","Heterosexual / straight","55","[c]","27690","27690"
"New entrant CS","2023","Communications","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Communications","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Communications","G6/G7","Heterosexual / straight","45","[c]","59490","55850"
"New entrant CS","2023","Communications","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","G6/G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Communications","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","SEO/HEO","Heterosexual / straight","205","[c]","37400","37300"
"New entrant CS","2023","Communications","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Communications","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Communications","SEO/HEO","Unknown","105","[c]","37570","37300"
"New entrant CS","2023","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","AA/AO","Heterosexual / straight","180","[c]","23330","22520"
"New entrant CS","2023","Counter Fraud","AA/AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","AA/AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","AA/AO","Unknown","35","[c]","22860","22520"
"New entrant CS","2023","Counter Fraud","EO","Heterosexual / straight","175","[c]","28290","27890"
"New entrant CS","2023","Counter Fraud","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","EO","Unknown","60","[c]","29160","27890"
"New entrant CS","2023","Counter Fraud","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","SEO/HEO","Heterosexual / straight","80","[c]","35660","34400"
"New entrant CS","2023","Counter Fraud","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","SEO/HEO","Unknown","30","[c]","36770","35240"
"New entrant CS","2023","Debt","AA/AO","Heterosexual / straight","845","[c]","22590","22520"
"New entrant CS","2023","Debt","AA/AO","LGBO","95","[c]","22400","22520"
"New entrant CS","2023","Debt","AA/AO","Undeclared","45","[c]","22330","22520"
"New entrant CS","2023","Debt","AA/AO","Unknown","670","[c]","22860","22520"
"New entrant CS","2023","Debt","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","AA/AO","Heterosexual / straight","115","[c]","21120","21150"
"New entrant CS","2023","Digital, Data & Technology","AA/AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","AA/AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","AA/AO","Unknown","55","[c]","22700","22550"
"New entrant CS","2023","Digital, Data & Technology","EO","Heterosexual / straight","390","[c]","27620","27650"
"New entrant CS","2023","Digital, Data & Technology","EO","LGBO","45","[c]","26970","26650"
"New entrant CS","2023","Digital, Data & Technology","EO","Undeclared","45","[c]","27940","27650"
"New entrant CS","2023","Digital, Data & Technology","EO","Unknown","230","[c]","27970","27650"
"New entrant CS","2023","Digital, Data & Technology","G6/G7","Heterosexual / straight","415","[c]","58320","56180"
"New entrant CS","2023","Digital, Data & Technology","G6/G7","LGBO","40","[c]","56150","54940"
"New entrant CS","2023","Digital, Data & Technology","G6/G7","Undeclared","45","[c]","56500","55760"
"New entrant CS","2023","Digital, Data & Technology","G6/G7","Unknown","165","[c]","57880","56430"
"New entrant CS","2023","Digital, Data & Technology","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","SCS level","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","SEO/HEO","Heterosexual / straight","905","[c]","37810","37680"
"New entrant CS","2023","Digital, Data & Technology","SEO/HEO","LGBO","80","[c]","36260","35000"
"New entrant CS","2023","Digital, Data & Technology","SEO/HEO","Undeclared","85","[c]","37890","37690"
"New entrant CS","2023","Digital, Data & Technology","SEO/HEO","Unknown","485","[c]","36900","36180"
"New entrant CS","2023","Digital, Data & Technology","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AA/AO","Heterosexual / straight","130","[c]","22400","22520"
"New entrant CS","2023","Finance","AA/AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AA/AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AA/AO","Unknown","80","[c]","22470","22520"
"New entrant CS","2023","Finance","EO","Heterosexual / straight","105","[c]","27620","27080"
"New entrant CS","2023","Finance","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","EO","Unknown","55","[c]","27170","27080"
"New entrant CS","2023","Finance","G6/G7","Heterosexual / straight","65","[c]","57480","55250"
"New entrant CS","2023","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","G6/G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SEO/HEO","Heterosexual / straight","190","[c]","38170","38120"
"New entrant CS","2023","Finance","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SEO/HEO","Unknown","85","[c]","35590","34400"
"New entrant CS","2023","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","AA/AO","Heterosexual / straight","195","[c]","22060","22150"
"New entrant CS","2023","Grants Management","AA/AO","LGBO","35","[c]","22130","22150"
"New entrant CS","2023","Grants Management","AA/AO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","AA/AO","Unknown","90","[c]","21850","22150"
"New entrant CS","2023","Grants Management","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AA/AO","Heterosexual / straight","140","[c]","21950","22180"
"New entrant CS","2023","Human Resources","AA/AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AA/AO","Unknown","85","[c]","22310","22220"
"New entrant CS","2023","Human Resources","EO","Heterosexual / straight","200","[c]","27460","27110"
"New entrant CS","2023","Human Resources","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","EO","Unknown","110","[c]","27290","27140"
"New entrant CS","2023","Human Resources","G6/G7","Heterosexual / straight","75","[c]","56020","54750"
"New entrant CS","2023","Human Resources","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","G6/G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SEO/HEO","Heterosexual / straight","255","[c]","36310","34540"
"New entrant CS","2023","Human Resources","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SEO/HEO","Unknown","125","[c]","37000","34540"
"New entrant CS","2023","Human Resources","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","AA/AO","Heterosexual / straight","410","[c]","21760","21120"
"New entrant CS","2023","Legal","AA/AO","LGBO","45","[c]","21920","21890"
"New entrant CS","2023","Legal","AA/AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","AA/AO","Unknown","40","[c]","22420","22520"
"New entrant CS","2023","Legal","EO","Heterosexual / straight","235","[c]","27910","27760"
"New entrant CS","2023","Legal","EO","LGBO","35","[c]","27590","27760"
"New entrant CS","2023","Legal","EO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Legal","EO","Unknown","50","[c]","28190","28080"
"New entrant CS","2023","Legal","G6/G7","Heterosexual / straight","300","[c]","54320","52360"
"New entrant CS","2023","Legal","G6/G7","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Legal","G6/G7","Undeclared","30","[c]","55650","54230"
"New entrant CS","2023","Legal","G6/G7","Unknown","45","[c]","57530","55720"
"New entrant CS","2023","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SEO/HEO","Heterosexual / straight","220","[c]","39090","38760"
"New entrant CS","2023","Legal","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","No function","AA/AO","Heterosexual / straight","9055","[c]","24560","22520"
"New entrant CS","2023","No function","AA/AO","LGBO","970","[c]","24550","22520"
"New entrant CS","2023","No function","AA/AO","Undeclared","515","[c]","24030","22520"
"New entrant CS","2023","No function","AA/AO","Unknown","8935","[c]","23950","22500"
"New entrant CS","2023","No function","EO","Heterosexual / straight","2570","[c]","28030","27820"
"New entrant CS","2023","No function","EO","LGBO","360","[c]","27530","27650"
"New entrant CS","2023","No function","EO","Undeclared","260","[c]","27830","27370"
"New entrant CS","2023","No function","EO","Unknown","3570","[c]","27380","25880"
"New entrant CS","2023","No function","G6/G7","Heterosexual / straight","710","[c]","60550","56700"
"New entrant CS","2023","No function","G6/G7","LGBO","65","[c]","59180","56000"
"New entrant CS","2023","No function","G6/G7","Undeclared","80","[c]","57820","54660"
"New entrant CS","2023","No function","G6/G7","Unknown","345","[c]","61020","56780"
"New entrant CS","2023","No function","SCS level","Heterosexual / straight","60","[c]","100930","94250"
"New entrant CS","2023","No function","SCS level","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","SCS level","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","SCS level","Unknown","60","[c]","111630","99430"
"New entrant CS","2023","No function","SEO/HEO","Heterosexual / straight","2460","[c]","37430","35400"
"New entrant CS","2023","No function","SEO/HEO","LGBO","320","[c]","36040","35010"
"New entrant CS","2023","No function","SEO/HEO","Undeclared","270","[c]","36480","34410"
"New entrant CS","2023","No function","SEO/HEO","Unknown","1310","[c]","36720","35570"
"New entrant CS","2023","No function","Unknown","Heterosexual / straight","2515","[c]","23200","23640"
"New entrant CS","2023","No function","Unknown","LGBO","340","[c]","22800","23640"
"New entrant CS","2023","No function","Unknown","Undeclared","115","[c]","23650","23640"
"New entrant CS","2023","No function","Unknown","Unknown","1100","[c]","22970","23640"
"New entrant CS","2023","Project Delivery","AA/AO","Heterosexual / straight","90","[c]","21930","22200"
"New entrant CS","2023","Project Delivery","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","AA/AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","AA/AO","Unknown","65","[c]","21880","22150"
"New entrant CS","2023","Project Delivery","EO","Heterosexual / straight","170","[c]","26540","26540"
"New entrant CS","2023","Project Delivery","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","EO","Unknown","65","[c]","27040","27080"
"New entrant CS","2023","Project Delivery","G6/G7","Heterosexual / straight","215","[c]","56490","53810"
"New entrant CS","2023","Project Delivery","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","G6/G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","G6/G7","Unknown","55","[c]","57680","54440"
"New entrant CS","2023","Project Delivery","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","SEO/HEO","Heterosexual / straight","460","[c]","36640","35410"
"New entrant CS","2023","Project Delivery","SEO/HEO","LGBO","40","[c]","34260","34110"
"New entrant CS","2023","Project Delivery","SEO/HEO","Undeclared","35","[c]","37470","37420"
"New entrant CS","2023","Project Delivery","SEO/HEO","Unknown","255","[c]","33950","33830"
"New entrant CS","2023","Project Delivery","Unknown","Heterosexual / straight","130","[c]","35310","32500"
"New entrant CS","2023","Project Delivery","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","Unknown","Unknown","75","[c]","29840","26000"
"New entrant CS","2023","Property","AA/AO","Heterosexual / straight","140","[c]","22520","22520"
"New entrant CS","2023","Property","AA/AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Property","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","AA/AO","Unknown","205","[c]","22500","22520"
"New entrant CS","2023","Property","EO","Heterosexual / straight","85","[c]","27150","27080"
"New entrant CS","2023","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","EO","Unknown","50","[c]","27220","27080"
"New entrant CS","2023","Property","G6/G7","Heterosexual / straight","65","[c]","56470","55000"
"New entrant CS","2023","Property","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Property","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","SEO/HEO","Heterosexual / straight","170","[c]","37380","37680"
"New entrant CS","2023","Property","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Property","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Property","SEO/HEO","Unknown","105","[c]","36230","34400"
"New entrant CS","2023","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","AA/AO","Heterosexual / straight","235","[c]","25910","26350"
"New entrant CS","2023","Security","AA/AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Security","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Security","AA/AO","Unknown","400","[c]","28060","27350"
"New entrant CS","2023","Security","EO","Heterosexual / straight","65","[c]","27030","27080"
"New entrant CS","2023","Security","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","EO","Unknown","60","[c]","26730","27080"
"New entrant CS","2023","Security","G6/G7","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Security","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","SEO/HEO","Heterosexual / straight","85","[c]","36110","33830"
"New entrant CS","2023","Security","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Security","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Security","SEO/HEO","Unknown","30","[c]","40710","37850"
"New entrant CS","2023","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","AA/AO","Heterosexual / straight","375","[c]","22380","22180"
"New entrant CS","2023","Unknown","AA/AO","LGBO","80","[c]","22450","22180"
"New entrant CS","2023","Unknown","AA/AO","Undeclared","45","[c]","22170","22150"
"New entrant CS","2023","Unknown","AA/AO","Unknown","965","[c]","22850","22180"
"New entrant CS","2023","Unknown","EO","Heterosexual / straight","480","[c]","28720","29100"
"New entrant CS","2023","Unknown","EO","LGBO","65","[c]","28680","29100"
"New entrant CS","2023","Unknown","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","EO","Unknown","565","[c]","28940","29100"
"New entrant CS","2023","Unknown","G6/G7","Heterosexual / straight","170","[c]","57370","53440"
"New entrant CS","2023","Unknown","G6/G7","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G6/G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G6/G7","Unknown","180","[c]","59240","54870"
"New entrant CS","2023","Unknown","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SEO/HEO","Heterosexual / straight","600","[c]","36660","35020"
"New entrant CS","2023","Unknown","SEO/HEO","LGBO","80","[c]","36630","35510"
"New entrant CS","2023","Unknown","SEO/HEO","Undeclared","50","[c]","36190","34120"
"New entrant CS","2023","Unknown","SEO/HEO","Unknown","820","[c]","34570","33520"
"New entrant CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","150","[c]","22470","17530"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
