"Status","Year","Disability","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","Unknown","No function","Female","805","[c]","37350","33130"
"Leaver Dept.","2023","Unknown","Unknown","No function","Male","690","[c]","39600","34710"
"Leaver Dept.","2023","Unknown","Unknown","Project Delivery","Female","75","[c]","34710","32960"
"Leaver Dept.","2023","Unknown","Unknown","Project Delivery","Male","55","[c]","35520","33110"
"Leaver Dept.","2023","Unknown","Unknown","Property","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Property","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Security","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Security","Male","35","[c]","29340","26890"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Female","410","[c]","34950","32000"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Male","305","[c]","34750","32000"
"Leaver Dept.","2023","Unknown","White","Analysis","Female","30","[c]","39520","39890"
"Leaver Dept.","2023","Unknown","White","Analysis","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Commercial","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Commercial","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Communications","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Counter Fraud","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Digital, Data & Technology","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Digital, Data & Technology","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Finance","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Finance","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Human Resources","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Human Resources","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Legal","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Legal","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","No function","Female","215","[c]","36040","33450"
"Leaver Dept.","2023","Unknown","White","No function","Male","145","[c]","37530","33370"
"Leaver Dept.","2023","Unknown","White","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Project Delivery","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Project Delivery","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Security","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Security","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Unknown","Female","95","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Unknown","Male","75","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Analysis","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Debt","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Debt","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Digital, Data & Technology","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Human Resources","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Legal","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","No function","Female","75","[c]","26120","23640"
"New entrant CS","2023","Declared disabled","Asian","No function","Male","65","[c]","25960","23640"
"New entrant CS","2023","Declared disabled","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Project Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Project Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","No function","Female","60","[c]","27420","26190"
"New entrant CS","2023","Declared disabled","Black","No function","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Project Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Analysis","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Digital, Data & Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","No function","Female","50","[c]","29450","25850"
"New entrant CS","2023","Declared disabled","Mixed","No function","Male","40","[c]","28090","27640"
"New entrant CS","2023","Declared disabled","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","No function","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","No function","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","No function","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","No function","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
