"Status","Year","Ethnicity","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","London","SEO/HEO","55","[c]","34870","33250"
"Leaver Dept.","2023","Unknown","Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Geography","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intelligence Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intelligence Analysis","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","International Trade","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","International Trade","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","London","AA/AO","55","[c]","25090","25480"
"Leaver Dept.","2023","Unknown","Operational Delivery","London","EO","55","[c]","30790","31060"
"Leaver Dept.","2023","Unknown","Operational Delivery","London","G6/G7","45","[c]","58390","55310"
"Leaver Dept.","2023","Unknown","Operational Delivery","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","London","SEO/HEO","85","[c]","37350","36650"
"Leaver Dept.","2023","Unknown","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","Outside London","AA/AO","390","[c]","22030","22010"
"Leaver Dept.","2023","Unknown","Operational Delivery","Outside London","EO","220","[c]","27010","27250"
"Leaver Dept.","2023","Unknown","Operational Delivery","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","Outside London","SEO/HEO","95","[c]","33710","32360"
"Leaver Dept.","2023","Unknown","Operational Delivery","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Research","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","London","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","London","G6/G7","105","[c]","58100","56340"
"Leaver Dept.","2023","Unknown","Policy","London","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","London","SEO/HEO","175","[c]","38480","38160"
"Leaver Dept.","2023","Unknown","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","Outside London","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","London","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","London","SEO/HEO","65","[c]","33740","32960"
"Leaver Dept.","2023","Unknown","Project Delivery","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Outside London","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Research","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","London","SEO/HEO","45","[c]","32610","32000"
"Leaver Dept.","2023","Unknown","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Tax","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Tax","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Tax","Outside London","AA/AO","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Tax","Outside London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Tax","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Tax","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","London","EO","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","London","G6/G7","185","[c]","58900","56430"
"Leaver Dept.","2023","Unknown","Unknown","London","SCS level","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","London","SEO/HEO","405","[c]","33930","32000"
"Leaver Dept.","2023","Unknown","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","G6/G7","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","SEO/HEO","105","[c]","34450","32000"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Veterinarian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","Outside London","SEO/HEO","95","[c]","38050","39040"
"Leaver Dept.","2023","White","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Communications","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Communications","London","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Communications","London","SEO/HEO","60","[c]","37980","36510"
"Leaver Dept.","2023","White","Communications","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Communications","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Communications","Outside London","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Corporate Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Corporate Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Corporate Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Counter Fraud","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Counter Fraud","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Counter Fraud","Outside London","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Counter Fraud","Outside London","EO","60","[c]","28120","28120"
"Leaver Dept.","2023","White","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Counter Fraud","Outside London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Digital, Data and Technology","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Digital, Data and Technology","London","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Digital, Data and Technology","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Digital, Data and Technology","London","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Digital, Data and Technology","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Digital, Data and Technology","Outside London","EO","50","[c]","27180","27170"
"Leaver Dept.","2023","White","Digital, Data and Technology","Outside London","G6/G7","70","[c]","55850","53850"
"Leaver Dept.","2023","White","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Digital, Data and Technology","Outside London","SEO/HEO","170","[c]","37530","37710"
"Leaver Dept.","2023","White","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Digital, Data and Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Economics","London","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Economics","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Economics","London","SEO/HEO","45","[c]","35040","33970"
"Leaver Dept.","2023","White","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Economics","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Economics","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Finance","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Finance","London","G6/G7","35","[c]","63340","63040"
"Leaver Dept.","2023","White","Finance","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Finance","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Finance","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Finance","Outside London","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Finance","Outside London","G6/G7","45","[c]","56610","52370"
"Leaver Dept.","2023","White","Finance","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Finance","Outside London","SEO/HEO","80","[c]","36850","35940"
"Leaver Dept.","2023","White","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Geography","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Geography","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Human Resources","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Human Resources","London","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Human Resources","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Human Resources","London","SEO/HEO","50","[c]","37330","36540"
"Leaver Dept.","2023","White","Human Resources","Outside London","AA/AO","55","[c]","21880","22170"
"Leaver Dept.","2023","White","Human Resources","Outside London","EO","45","[c]","26490","26690"
"Leaver Dept.","2023","White","Human Resources","Outside London","G6/G7","40","[c]","55320","54900"
"Leaver Dept.","2023","White","Human Resources","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Human Resources","Outside London","SEO/HEO","155","[c]","35990","34300"
"Leaver Dept.","2023","White","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Inspector of Education and Training","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intelligence Analysis","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intelligence Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intelligence Analysis","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intelligence Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intelligence Analysis","Outside London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intelligence Analysis","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intelligence Analysis","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Internal Audit","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","International Trade","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","International Trade","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","International Trade","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Knowledge and Information Management","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Knowledge and Information Management","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Knowledge and Information Management","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Knowledge and Information Management","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal","London","G6/G7","45","[c]","60330","61520"
"Leaver Dept.","2023","White","Legal","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal","Outside London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Medicine","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Medicine","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Medicine","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Medicine","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Delivery","London","AA/AO","70","[c]","25080","25060"
