"Status","Year","Age","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","30-39","White","Legal","Male","90","[c]","41530","39960"
"New entrant CS","2023","30-39","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","White","No function","Female","2225","[c]","28410","24710"
"New entrant CS","2023","30-39","White","No function","Male","1690","[c]","30410","28880"
"New entrant CS","2023","30-39","White","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","White","Project Delivery","Female","130","[c]","39580","35910"
"New entrant CS","2023","30-39","White","Project Delivery","Male","125","[c]","41010","39890"
"New entrant CS","2023","30-39","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","White","Property","Female","55","[c]","31780","27650"
"New entrant CS","2023","30-39","White","Property","Male","40","[c]","34470","33910"
"New entrant CS","2023","30-39","White","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","White","Security","Female","40","[c]","28490","27070"
"New entrant CS","2023","30-39","White","Security","Male","65","[c]","31220","27500"
"New entrant CS","2023","30-39","White","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","White","Unknown","Female","295","[c]","35420","33520"
"New entrant CS","2023","30-39","White","Unknown","Male","180","[c]","34000","30440"
"New entrant CS","2023","30-39","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Analysis","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Commercial","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Counter Fraud","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Debt","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Debt","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Digital, Data & Technology","Female","30","[c]","44770","42300"
"New entrant CS","2023","40-49","Asian","Digital, Data & Technology","Male","60","[c]","48020","44290"
"New entrant CS","2023","40-49","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Finance","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Human Resources","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Legal","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Legal","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","No function","Female","175","[c]","28290","25310"
"New entrant CS","2023","40-49","Asian","No function","Male","165","[c]","29210","25750"
"New entrant CS","2023","40-49","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Project Delivery","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Project Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Security","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Analysis","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Commercial","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Counter Fraud","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Debt","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Debt","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Digital, Data & Technology","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Digital, Data & Technology","Male","35","[c]","44450","39560"
"New entrant CS","2023","40-49","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","No function","Female","110","[c]","29220","26400"
"New entrant CS","2023","40-49","Black","No function","Male","115","[c]","29320","28880"
"New entrant CS","2023","40-49","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Project Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Project Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Digital, Data & Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","No function","Female","65","[c]","33890","28300"
"New entrant CS","2023","40-49","Mixed","No function","Male","40","[c]","30890","28880"
"New entrant CS","2023","40-49","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Project Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","No function","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","No function","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Digital, Data & Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Digital, Data & Technology","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","No function","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","No function","Male","40","[c]","33310","26450"
"New entrant CS","2023","40-49","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Analysis","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Analysis","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Commercial","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Commercial","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Communications","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Communications","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Counter Fraud","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Counter Fraud","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Debt","Female","50","[c]","23010","22520"
"New entrant CS","2023","40-49","Unknown","Debt","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Digital, Data & Technology","Female","45","[c]","41870","36000"
"New entrant CS","2023","40-49","Unknown","Digital, Data & Technology","Male","95","[c]","47020","43070"
"New entrant CS","2023","40-49","Unknown","Finance","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Finance","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Grants Management","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Grants Management","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Human Resources","Female","45","[c]","35470","31270"
"New entrant CS","2023","40-49","Unknown","Human Resources","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Legal","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","No function","Female","1280","[c]","28860","25750"
"New entrant CS","2023","40-49","Unknown","No function","Male","880","[c]","29130","25880"
"New entrant CS","2023","40-49","Unknown","Project Delivery","Female","30","[c]","36430","37680"
"New entrant CS","2023","40-49","Unknown","Project Delivery","Male","30","[c]","52160","51400"
"New entrant CS","2023","40-49","Unknown","Property","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Property","Male","35","[c]","37160","33830"
"New entrant CS","2023","40-49","Unknown","Security","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Security","Male","60","[c]","33250","27500"
"New entrant CS","2023","40-49","Unknown","Unknown","Female","250","[c]","33540","29100"
"New entrant CS","2023","40-49","Unknown","Unknown","Male","165","[c]","35610","30650"
"New entrant CS","2023","40-49","White","Analysis","Female","30","[c]","39230","34020"
"New entrant CS","2023","40-49","White","Analysis","Male","35","[c]","44790","39880"
"New entrant CS","2023","40-49","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Commercial","Female","60","[c]","45110","37300"
"New entrant CS","2023","40-49","White","Commercial","Male","45","[c]","54570","44000"
"New entrant CS","2023","40-49","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Communications","Female","50","[c]","44300","41440"
"New entrant CS","2023","40-49","White","Communications","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Counter Fraud","Female","65","[c]","29200","27650"
"New entrant CS","2023","40-49","White","Counter Fraud","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Debt","Female","75","[c]","22560","22520"
"New entrant CS","2023","40-49","White","Debt","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Digital, Data & Technology","Female","125","[c]","43360","39200"
"New entrant CS","2023","40-49","White","Digital, Data & Technology","Male","225","[c]","48050","44930"
"New entrant CS","2023","40-49","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Finance","Female","65","[c]","38870","34400"
"New entrant CS","2023","40-49","White","Finance","Male","35","[c]","41080","36940"
"New entrant CS","2023","40-49","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Grants Management","Female","35","[c]","23000","22150"
"New entrant CS","2023","40-49","White","Grants Management","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Human Resources","Female","105","[c]","38340","34290"
"New entrant CS","2023","40-49","White","Human Resources","Male","45","[c]","34870","33830"
"New entrant CS","2023","40-49","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Legal","Female","100","[c]","39000","39780"
"New entrant CS","2023","40-49","White","Legal","Male","35","[c]","44200","40800"
"New entrant CS","2023","40-49","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","No function","Female","1540","[c]","29980","24070"
"New entrant CS","2023","40-49","White","No function","Male","1155","[c]","32890","28880"
"New entrant CS","2023","40-49","White","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Project Delivery","Female","125","[c]","44510","41000"
"New entrant CS","2023","40-49","White","Project Delivery","Male","95","[c]","45510","41900"
"New entrant CS","2023","40-49","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Property","Female","50","[c]","39160","33830"
"New entrant CS","2023","40-49","White","Property","Male","65","[c]","41520","39070"
