"Status","Year","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","HM Treasury (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","SEO/HEO","Female","55","[c]","30810","29970"
"New entrant CS","2023","HM Treasury (excl. agencies)","SEO/HEO","Male","65","[c]","31740","32970"
"New entrant CS","2023","Health and Safety Executive","AA/AO","Female","45","[c]","21510","21540"
"New entrant CS","2023","Health and Safety Executive","AA/AO","Male","35","[c]","21520","21540"
"New entrant CS","2023","Health and Safety Executive","EO","Female","45","[c]","27520","27320"
"New entrant CS","2023","Health and Safety Executive","EO","Male","40","[c]","27230","27320"
"New entrant CS","2023","Health and Safety Executive","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","SEO/HEO","Female","55","[c]","38360","33790"
"New entrant CS","2023","Health and Safety Executive","SEO/HEO","Male","70","[c]","41020","37180"
"New entrant CS","2023","Home Office","AA/AO","Female","2220","[c]","23070","22400"
"New entrant CS","2023","Home Office","AA/AO","Male","1610","[c]","22980","22400"
"New entrant CS","2023","Home Office","EO","Female","1540","[c]","26950","25750"
"New entrant CS","2023","Home Office","EO","Male","1735","[c]","27190","25750"
"New entrant CS","2023","Home Office","G6/G7","Female","35","[c]","60220","59000"
"New entrant CS","2023","Home Office","G6/G7","Male","70","[c]","60180","59000"
"New entrant CS","2023","Home Office","SCS level","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","SEO/HEO","Female","285","[c]","36150","36000"
"New entrant CS","2023","Home Office","SEO/HEO","Male","255","[c]","36130","36000"
"New entrant CS","2023","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","SEO/HEO","Female","30","[c]","35860","37710"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","AA/AO","Female","50","[c]","21780","21780"
"New entrant CS","2023","Legal Aid Agency","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","AA/AO","Female","30","[c]","22500","22500"
"New entrant CS","2023","Maritime and Coastguard Agency","AA/AO","Male","60","[c]","22630","22500"
"New entrant CS","2023","Maritime and Coastguard Agency","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","SEO/HEO","Male","50","[c]","37540","39430"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","EO","Female","40","[c]","27780","27840"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","G6/G7","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Female","55","[c]","37320","36110"
"New entrant CS","2023","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Male","35","[c]","36960","35470"
"New entrant CS","2023","Met Office","AA/AO","Female","35","[c]","19770","20660"
"New entrant CS","2023","Met Office","AA/AO","Male","50","[c]","19480","19080"
"New entrant CS","2023","Met Office","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","EO","Male","35","[c]","25740","26650"
"New entrant CS","2023","Met Office","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Met Office","SEO/HEO","Female","50","[c]","34890","37420"
"New entrant CS","2023","Met Office","SEO/HEO","Male","40","[c]","35170","33430"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","AA/AO","Female","760","[c]","22640","22220"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","AA/AO","Male","865","[c]","25360","24430"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","EO","Female","330","[c]","28260","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","EO","Male","380","[c]","28350","27080"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","G6/G7","Female","95","[c]","67780","64620"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","G6/G7","Male","80","[c]","65030","62370"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","SEO/HEO","Female","410","[c]","37760","35570"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","SEO/HEO","Male","515","[c]","37980","36320"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","AA/AO","Female","45","[c]","22950","21780"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","EO","Female","135","[c]","28270","29660"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","EO","Male","60","[c]","27710","26060"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","G6/G7","Female","40","[c]","56440","55720"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","G6/G7","Male","65","[c]","56190","55720"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","SEO/HEO","Female","260","[c]","36230","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","SEO/HEO","Male","180","[c]","36660","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","AA/AO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","EO","Female","150","[c]","33920","34340"
"New entrant CS","2023","National Crime Agency","EO","Male","155","[c]","34550","34670"
"New entrant CS","2023","National Crime Agency","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","SEO/HEO","Female","60","[c]","43570","42240"
"New entrant CS","2023","National Crime Agency","SEO/HEO","Male","70","[c]","44730","45610"
"New entrant CS","2023","National Infrastructure Commission","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Budget Responsibility","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","50","[c]","22330","22260"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","EO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","85","[c]","75140","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","60","[c]","75370","77470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","165","[c]","46110","47750"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","40","[c]","42070","42450"
"New entrant CS","2023","Office of Gas and Electricity Markets","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","EO","Female","85","[c]","26490","25780"
"New entrant CS","2023","Office of Gas and Electricity Markets","EO","Male","85","[c]","25810","25750"
"New entrant CS","2023","Office of Gas and Electricity Markets","G6/G7","Female","45","[c]","56990","55000"
"New entrant CS","2023","Office of Gas and Electricity Markets","G6/G7","Male","80","[c]","61380","58150"
"New entrant CS","2023","Office of Gas and Electricity Markets","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","SEO/HEO","Female","60","[c]","38580","38000"
"New entrant CS","2023","Office of Gas and Electricity Markets","SEO/HEO","Male","70","[c]","37950","38000"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","35","[c]","34700","33500"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Public Guardian","AA/AO","Female","160","[c]","21780","21780"
"New entrant CS","2023","Office of the Public Guardian","AA/AO","Male","135","[c]","21770","21780"
"New entrant CS","2023","Office of the Public Guardian","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Public Guardian","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Public Guardian","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Public Guardian","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Scottish Charity Regulator","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Scottish Charity Regulator","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Scottish Charity Regulator","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Scottish Charity Regulator","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Scottish Charity Regulator","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Scottish Charity Regulator","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","G6/G7","Female","40","[c]","47260","43740"
"New entrant CS","2023","Planning Inspectorate","G6/G7","Male","45","[c]","53040","43740"
"New entrant CS","2023","Planning Inspectorate","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Queen Elizabeth II Centre","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Queen Elizabeth II Centre","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Queen Elizabeth II Centre","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Queen Elizabeth II Centre","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Queen Elizabeth II Centre","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Queen Elizabeth II Centre","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Registers of Scotland","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Registers of Scotland","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Registers of Scotland","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Registers of Scotland","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Registers of Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Registers of Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Registers of Scotland","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Registers of Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Revenue Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Revenue Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Revenue Scotland","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Revenue Scotland","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Revenue Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Revenue Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Revenue Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Revenue Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Royal Fleet Auxiliary","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Royal Fleet Auxiliary","Unknown","Male","130","[c]","22480","17160"
"New entrant CS","2023","Rural Payments Agency","AA/AO","Female","185","[c]","21940","22150"
"New entrant CS","2023","Rural Payments Agency","AA/AO","Male","165","[c]","22080","22150"
"New entrant CS","2023","Rural Payments Agency","EO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Courts and Tribunals Service","AA/AO","Female","110","[c]","22930","23190"
"New entrant CS","2023","Scottish Courts and Tribunals Service","AA/AO","Male","60","[c]","22930","23190"
"New entrant CS","2023","Scottish Courts and Tribunals Service","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Courts and Tribunals Service","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Courts and Tribunals Service","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Courts and Tribunals Service","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Courts and Tribunals Service","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Courts and Tribunals Service","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Fiscal Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Fiscal Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Fiscal Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Fiscal Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government (excl. agencies)","AA/AO","Female","85","[c]","24510","25710"
"New entrant CS","2023","Scottish Government (excl. agencies)","AA/AO","Male","65","[c]","25880","25710"
"New entrant CS","2023","Scottish Government (excl. agencies)","EO","Female","90","[c]","29550","29100"
"New entrant CS","2023","Scottish Government (excl. agencies)","EO","Male","55","[c]","29560","29100"
"New entrant CS","2023","Scottish Government (excl. agencies)","G6/G7","Female","95","[c]","58550","52360"
"New entrant CS","2023","Scottish Government (excl. agencies)","G6/G7","Male","70","[c]","61310","58850"
"New entrant CS","2023","Scottish Government (excl. agencies)","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government (excl. agencies)","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government (excl. agencies)","SEO/HEO","Female","240","[c]","38220","38330"
"New entrant CS","2023","Scottish Government (excl. agencies)","SEO/HEO","Male","170","[c]","38230","36330"
"New entrant CS","2023","Scottish Housing Regulator","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Housing Regulator","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Prison Service","AA/AO","Female","140","[c]","24360","24710"
"New entrant CS","2023","Scottish Prison Service","AA/AO","Male","160","[c]","24730","24710"
"New entrant CS","2023","Scottish Prison Service","EO","Female","35","[c]","31290","31290"
"New entrant CS","2023","Scottish Prison Service","EO","Male","45","[c]","31350","31290"
"New entrant CS","2023","Scottish Prison Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Prison Service","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Prison Service","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Prison Service","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Public Pensions Agency","AA/AO","Female","30","[c]","25600","25710"
"New entrant CS","2023","Scottish Public Pensions Agency","AA/AO","Male","30","[c]","25600","25710"
"New entrant CS","2023","Scottish Public Pensions Agency","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Public Pensions Agency","EO","Male","[c]","[c]","[c]","[c]"
