"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Analysis","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","EO","EO","25","[c]","26930","27840"
"New entrant CS","2023","Analysis","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","SEO/HEO","HEO","35","[c]","31620","31060"
"New entrant CS","2023","Analysis","Operational Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","SEO/HEO","HEO","50","[c]","32820","34170"
"New entrant CS","2023","Analysis","Operational Research","SEO/HEO","SEO","15","[c]","41140","39890"
"New entrant CS","2023","Analysis","Other","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","EO","EO","20","[c]","29270","30090"
"New entrant CS","2023","Analysis","Other","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","SEO/HEO","HEO","60","[c]","33500","32470"
"New entrant CS","2023","Analysis","Other","SEO/HEO","SEO","25","[c]","40020","37680"
"New entrant CS","2023","Analysis","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","SEO/HEO","HEO","15","[c]","35180","34170"
"New entrant CS","2023","Analysis","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Science and Engineering","AA/AO","AA","20","[c]","19280","19280"
"New entrant CS","2023","Analysis","Science and Engineering","AA/AO","AO","30","[c]","22810","23340"
"New entrant CS","2023","Analysis","Science and Engineering","EO","EO","15","[c]","25750","25920"
"New entrant CS","2023","Analysis","Science and Engineering","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Science and Engineering","SEO/HEO","HEO","80","[c]","28830","30350"
"New entrant CS","2023","Analysis","Science and Engineering","SEO/HEO","SEO","30","[c]","38740","39890"
"New entrant CS","2023","Analysis","Social Research","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","SEO/HEO","HEO","135","[c]","33010","31900"
"New entrant CS","2023","Analysis","Social Research","SEO/HEO","SEO","40","[c]","41820","42750"
"New entrant CS","2023","Analysis","Statistics","AA/AO","AA","35","[c]","22700","23500"
"New entrant CS","2023","Analysis","Statistics","AA/AO","AO","30","[c]","24290","24320"
"New entrant CS","2023","Analysis","Statistics","EO","EO","65","[c]","28060","28210"
"New entrant CS","2023","Analysis","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","G6/G7","G7","10","[c]","52630","51460"
"New entrant CS","2023","Analysis","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","SEO/HEO","HEO","160","[c]","32880","32800"
"New entrant CS","2023","Analysis","Statistics","SEO/HEO","SEO","30","[c]","41360","40640"
"New entrant CS","2023","Analysis","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","EO","EO","15","[c]","26540","25750"
"New entrant CS","2023","Analysis","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","SEO/HEO","HEO","10","[c]","34740","33400"
"New entrant CS","2023","Analysis","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","AA/AO","AO","85","[c]","22570","22220"
"New entrant CS","2023","Commercial","Commercial","EO","EO","110","[c]","26760","27080"
"New entrant CS","2023","Commercial","Commercial","G6/G7","G6","25","[c]","79330","78000"
"New entrant CS","2023","Commercial","Commercial","G6/G7","G7","75","[c]","63780","65500"
"New entrant CS","2023","Commercial","Commercial","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","SEO/HEO","HEO","200","[c]","32270","32500"
"New entrant CS","2023","Commercial","Commercial","SEO/HEO","SEO","105","[c]","40850","40730"
"New entrant CS","2023","Commercial","Commercial","Unknown","Unknown","25","[c]","33360","32500"
"New entrant CS","2023","Commercial","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","EO","EO","15","[c]","30990","32300"
"New entrant CS","2023","Commercial","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","G6/G7","G7","10","[c]","56270","54360"
"New entrant CS","2023","Commercial","Operational Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","SEO/HEO","HEO","10","[c]","32850","30930"
"New entrant CS","2023","Commercial","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Policy","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Science and Engineering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Science and Engineering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","G6/G7","G7","15","[c]","66120","67750"
"New entrant CS","2023","Commercial","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","AA/AO","AO","35","[c]","22950","22520"
"New entrant CS","2023","Communications","Communications","EO","EO","90","[c]","27560","27550"
"New entrant CS","2023","Communications","Communications","G6/G7","G6","15","[c]","72730","71470"
"New entrant CS","2023","Communications","Communications","G6/G7","G7","45","[c]","54570","54460"
"New entrant CS","2023","Communications","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","SEO/HEO","HEO","195","[c]","34370","33950"
"New entrant CS","2023","Communications","Communications","SEO/HEO","SEO","130","[c]","41950","41510"
"New entrant CS","2023","Communications","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Knowledge and Information Management","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","SEO/HEO","HEO","15","[c]","35490","35400"
"New entrant CS","2023","Communications","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Counter Fraud","AA/AO","AO","230","[c]","23340","21690"
"New entrant CS","2023","Counter Fraud","Counter Fraud","EO","EO","195","[c]","28450","27890"
"New entrant CS","2023","Counter Fraud","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Counter Fraud","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Counter Fraud","SEO/HEO","HEO","80","[c]","35140","34170"
"New entrant CS","2023","Counter Fraud","Counter Fraud","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Intelligence Analysis","EO","EO","15","[c]","28860","27890"
"New entrant CS","2023","Counter Fraud","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Legal","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Operational Delivery","AA/AO","AO","15","[c]","22840","22520"
"New entrant CS","2023","Counter Fraud","Operational Delivery","EO","EO","25","[c]","28130","27890"
"New entrant CS","2023","Counter Fraud","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Operational Delivery","SEO/HEO","HEO","10","[c]","34900","34400"
"New entrant CS","2023","Counter Fraud","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Other","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Tax","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","EO","EO","20","[c]","30040","31980"
"New entrant CS","2023","Counter Fraud","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Operational Delivery","AA/AO","AO","1200","[c]","23070","22520"
"New entrant CS","2023","Debt","Operational Delivery","EO","EO","15","[c]","27650","27650"
"New entrant CS","2023","Debt","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Other","AA/AO","AO","435","[c]","21660","21690"
"New entrant CS","2023","Debt","Other","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Tax","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Unknown","AA/AO","AO","15","[c]","23150","22520"
"New entrant CS","2023","Debt","Unknown","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","AA/AO","AO","105","[c]","22750","22220"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","EO","EO","575","[c]","27840","27650"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G6","100","[c]","70720","70000"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G7","515","[c]","55420","55000"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","SCS level","SCS level","35","[c]","104130","102060"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","HEO","725","[c]","34000","34170"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","SEO","655","[c]","41250","41000"
"New entrant CS","2023","Digital, Data & Technology","Digital, Data and Technology","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Human Resources","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Intelligence Analysis","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","AA/AO","AO","20","[c]","22500","22220"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","EO","EO","30","[c]","27140","27080"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","HEO","20","[c]","33280","33830"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","AA/AO","AO","30","[c]","20740","20660"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","EO","EO","15","[c]","27200","27650"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","AA/AO","AA","20","[c]","18580","19080"
"New entrant CS","2023","Digital, Data & Technology","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","EO","EO","10","[c]","27930","29750"
"New entrant CS","2023","Digital, Data & Technology","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","EO","EO","15","[c]","29080","29750"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","EO","EO","25","[c]","25420","24150"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","SEO/HEO","HEO","15","[c]","31690","30930"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","AA/AO","AO","20","[c]","18160","18300"
"New entrant CS","2023","Digital, Data & Technology","Unknown","EO","EO","35","[c]","27600","27650"
"New entrant CS","2023","Digital, Data & Technology","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","G6/G7","G7","25","[c]","56060","56430"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SEO/HEO","HEO","40","[c]","35320","34400"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SEO/HEO","SEO","45","[c]","43370","44930"
"New entrant CS","2023","Finance","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","SEO/HEO","HEO","10","[c]","35200","34170"
"New entrant CS","2023","Finance","Commercial","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","AA/AO","AO","190","[c]","22390","22520"
"New entrant CS","2023","Finance","Finance","EO","EO","160","[c]","27300","27080"
"New entrant CS","2023","Finance","Finance","G6/G7","G6","15","[c]","68480","65010"
"New entrant CS","2023","Finance","Finance","G6/G7","G7","65","[c]","54320","54330"
"New entrant CS","2023","Finance","Finance","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","SEO/HEO","HEO","145","[c]","33620","33830"
"New entrant CS","2023","Finance","Finance","SEO/HEO","SEO","105","[c]","42560","41880"
"New entrant CS","2023","Finance","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Human Resources","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","AA/AO","AO","35","[c]","22730","22520"
"New entrant CS","2023","Finance","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Other","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","SEO/HEO","HEO","10","[c]","34670","34170"
"New entrant CS","2023","Finance","Security","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","AA/AO","AO","345","[c]","22010","22150"
"New entrant CS","2023","Grants Management","Operational Delivery","EO","EO","45","[c]","25280","25920"
"New entrant CS","2023","Grants Management","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","SEO/HEO","HEO","10","[c]","30670","30320"
"New entrant CS","2023","Grants Management","Operational Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","AA/AO","AA","20","[c]","20840","21380"
