"Status","Year","Age","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","16-19","Department for Levelling Up, Housing and Communities","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Levelling Up, Housing and Communities","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Levelling Up, Housing and Communities","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Transport","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Transport","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Transport","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Transport","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Transport","Operational Delivery","Female","50","[c]","21260","22500"
"New entrant CS","2023","16-19","Department for Transport","Operational Delivery","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Transport","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Transport","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Transport","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Transport","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Operational Delivery","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Operational Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Other","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department of Health and Social Care","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department of Health and Social Care","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department of Health and Social Care","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department of Health and Social Care","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department of Health and Social Care","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department of Health and Social Care","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department of Health and Social Care","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department of Health and Social Care","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Food Standards Agency","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Food Standards Agency","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Land Registry","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Land Registry","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Land Registry","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Land Registry","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Operational Delivery","Female","50","[c]","22720","22520"
"New entrant CS","2023","16-19","HM Revenue and Customs","Operational Delivery","Male","40","[c]","22770","22520"
"New entrant CS","2023","16-19","HM Revenue and Customs","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Property","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Revenue and Customs","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Treasury","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Treasury","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Treasury","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Treasury","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Treasury","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Treasury","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Treasury","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Treasury","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Operational Delivery","Female","70","[c]","23400","22400"
"New entrant CS","2023","16-19","Home Office","Operational Delivery","Male","55","[c]","23810","22400"
"New entrant CS","2023","16-19","Home Office","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Operational Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Other","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Other","Male","30","[c]","18100","17410"
"New entrant CS","2023","16-19","Ministry of Defence","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Science and Engineering","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Science and Engineering","Male","50","[c]","19850","18280"
"New entrant CS","2023","16-19","Ministry of Defence","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Justice","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Justice","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Justice","Operational Delivery","Female","190","[c]","25110","23230"
"New entrant CS","2023","16-19","Ministry of Justice","Operational Delivery","Male","145","[c]","26090","25410"
"New entrant CS","2023","16-19","Ministry of Justice","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Justice","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Justice","Psychology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Justice","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","National Crime Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","National Crime Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office for Standards in Education, Children's Services and Skills","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office for Standards in Education, Children's Services and Skills","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office for Standards in Education, Children's Services and Skills","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office for Standards in Education, Children's Services and Skills","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office for Standards in Education, Children's Services and Skills","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office for Standards in Education, Children's Services and Skills","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of Gas and Electricity Markets","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of Gas and Electricity Markets","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of Gas and Electricity Markets","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of Gas and Electricity Markets","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of Qualifications and Examinations Regulation","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of Qualifications and Examinations Regulation","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of Rail and Road","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of Rail and Road","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of the Secretary of State for Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of the Secretary of State for Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Government","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Government","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Government","Operational Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Government","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Government","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Government","Other","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Government","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Government","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","The National Archives","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","The National Archives","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Export Finance","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Export Finance","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Welsh Government","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Welsh Government","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Welsh Government","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Welsh Government","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Counter Fraud","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Counter Fraud","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Legal","Female","110","[c]","34880","30160"
"New entrant CS","2023","20-29","Attorney General's Departments","Legal","Male","35","[c]","39400","40800"
"New entrant CS","2023","20-29","Attorney General's Departments","Operational Delivery","Female","270","[c]","23920","22870"
"New entrant CS","2023","20-29","Attorney General's Departments","Operational Delivery","Male","115","[c]","23410","22870"
"New entrant CS","2023","20-29","Attorney General's Departments","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Policy","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Attorney General's Departments","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Commercial","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Commercial","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Digital, Data and Technology","Female","35","[c]","34080","28840"
"New entrant CS","2023","20-29","Cabinet Office","Digital, Data and Technology","Male","35","[c]","37750","33020"
"New entrant CS","2023","20-29","Cabinet Office","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Finance","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Finance","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Human Resources","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Project Delivery","Female","60","[c]","28980","28840"
"New entrant CS","2023","20-29","Cabinet Office","Project Delivery","Male","30","[c]","29010","28840"
"New entrant CS","2023","20-29","Cabinet Office","Property","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Property","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Science and Engineering","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Science and Engineering","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Statistics","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Statistics","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Cabinet Office","Unknown","Female","230","[c]","27720","28840"
"New entrant CS","2023","20-29","Cabinet Office","Unknown","Male","175","[c]","27600","28840"
"New entrant CS","2023","20-29","Chancellor's other departments","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Chancellor's other departments","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Chancellor's other departments","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Chancellor's other departments","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Chancellor's other departments","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Chancellor's other departments","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Chancellor's other departments","Other","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Chancellor's other departments","Other","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Chancellor's other departments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Chancellor's other departments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Charity Commission","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Digital, Data and Technology","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Economics","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Economics","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Project Delivery","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Competition and Markets Authority","Project Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy","Communications","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy","Counter Fraud","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Male","30","[c]","[c]","[c]"
