"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Black","Human Resources","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","AO","35","[c]","22490","21890"
"New entrant CS","2023","Black","Legal","EO","30","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","G7","30","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","AA","75","[c]","24280","23230"
"New entrant CS","2023","Black","No function","AO","505","[c]","26530","25480"
"New entrant CS","2023","Black","No function","EO","155","[c]","28160","28120"
"New entrant CS","2023","Black","No function","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","HEO","80","[c]","33960","33830"
"New entrant CS","2023","Black","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","SEO","50","[c]","43840","43080"
"New entrant CS","2023","Black","No function","Unknown","190","[c]","24940","23640"
"New entrant CS","2023","Black","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Analysis","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Debt","AO","30","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Debt","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Grants Management","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Grants Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Grants Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Grants Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","AA","55","[c]","22500","23230"
"New entrant CS","2023","Mixed","No function","AO","280","[c]","25510","22740"
"New entrant CS","2023","Mixed","No function","EO","125","[c]","28220","28120"
"New entrant CS","2023","Mixed","No function","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","HEO","70","[c]","33510","33100"
"New entrant CS","2023","Mixed","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","No function","SEO","35","[c]","42260","42000"
"New entrant CS","2023","Mixed","No function","Unknown","140","[c]","23870","23640"
"New entrant CS","2023","Mixed","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Project Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Debt","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Debt","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Grants Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Grants Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Grants Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Grants Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","No function","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","No function","AO","75","[c]","25100","23210"
"New entrant CS","2023","Other ethnicity","No function","EO","40","[c]","27700","27820"
"New entrant CS","2023","Other ethnicity","No function","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","No function","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","No function","HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","No function","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","No function","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","AO","[c]","[c]","[c]","[c]"
