"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","EO","Heterosexual / straight","80","[c]","28240","27760"
"New entrant CS","2023","Declared non-disabled","Legal","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","G7","Heterosexual / straight","240","[c]","53110","52360"
"New entrant CS","2023","Declared non-disabled","Legal","G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","G7","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","HEO","Heterosexual / straight","45","[c]","41800","45230"
"New entrant CS","2023","Declared non-disabled","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","SEO","Heterosexual / straight","100","[c]","39380","38760"
"New entrant CS","2023","Declared non-disabled","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","AA","Heterosexual / straight","1095","[c]","22600","23230"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","AA","LGBO","110","[c]","22660","23230"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","AA","Undeclared","50","[c]","22320","23230"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","AA","Unknown","35","[c]","22100","22080"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","AO","Heterosexual / straight","6370","[c]","25110","22520"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","AO","LGBO","605","[c]","25070","22520"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","AO","Undeclared","280","[c]","24170","22520"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","AO","Unknown","285","[c]","22800","22520"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","EO","Heterosexual / straight","1145","[c]","27590","28040"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","EO","LGBO","105","[c]","27440","28120"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","EO","Undeclared","50","[c]","27180","26960"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","EO","Unknown","55","[c]","27340","27650"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","G7","Heterosexual / straight","70","[c]","54220","54000"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","HEO","Heterosexual / straight","375","[c]","33360","33200"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","HEO","LGBO","45","[c]","33060","32800"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","HEO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","SEO","Heterosexual / straight","190","[c]","43020","41030"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","SEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","Unknown","Heterosexual / straight","2030","[c]","23270","23640"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","Unknown","LGBO","220","[c]","22740","23640"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","Unknown","Undeclared","70","[c]","23380","23640"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","AA","Heterosexual / straight","30","[c]","18870","19080"
"New entrant CS","2023","Declared non-disabled","Other","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","AA","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","AO","Heterosexual / straight","320","[c]","21720","21690"
"New entrant CS","2023","Declared non-disabled","Other","AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","EO","Heterosexual / straight","55","[c]","27630","27230"
"New entrant CS","2023","Declared non-disabled","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","HEO","Heterosexual / straight","65","[c]","33000","32500"
"New entrant CS","2023","Declared non-disabled","Other","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","SEO","Heterosexual / straight","45","[c]","39890","39500"
"New entrant CS","2023","Declared non-disabled","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","G7","Heterosexual / straight","45","[c]","42720","41840"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","AO","Heterosexual / straight","45","[c]","23060","22150"
"New entrant CS","2023","Declared non-disabled","Policy","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","EO","Heterosexual / straight","140","[c]","27220","27790"
"New entrant CS","2023","Declared non-disabled","Policy","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","G6","Heterosexual / straight","30","[c]","66120","64590"
"New entrant CS","2023","Declared non-disabled","Policy","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","G7","Heterosexual / straight","130","[c]","53770","54330"
"New entrant CS","2023","Declared non-disabled","Policy","G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","HEO","Heterosexual / straight","340","[c]","33210","33400"
"New entrant CS","2023","Declared non-disabled","Policy","HEO","LGBO","55","[c]","33130","33400"
"New entrant CS","2023","Declared non-disabled","Policy","HEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","SEO","Heterosexual / straight","145","[c]","40730","40260"
"New entrant CS","2023","Declared non-disabled","Policy","SEO","LGBO","30","[c]","41020","40470"
"New entrant CS","2023","Declared non-disabled","Policy","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
