"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Commercial","Ministry of Justice","EO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Ministry of Justice","SEO/HEO","40","40","37700","37680"
"In post","2023","20-29","Commercial","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Scottish Government","AA/AO","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","UK Export Finance","EO","10","10","32400","32300"
"In post","2023","20-29","Commercial","UK Export Finance","G6/G7","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","UK Export Finance","SEO/HEO","40","40","39800","42000"
"In post","2023","20-29","Commercial","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Attorney General's Departments","EO","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Attorney General's Departments","SEO/HEO","20","20","36250","33960"
"In post","2023","20-29","Communications","Cabinet Office","EO","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Cabinet Office","G6/G7","10","10","56650","56110"
"In post","2023","20-29","Communications","Cabinet Office","SEO/HEO","50","50","36720","35650"
"In post","2023","20-29","Communications","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Competition and Markets Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Department for Business, Energy and Industrial Strategy","SEO/HEO","40","40","40230","39590"
"In post","2023","20-29","Communications","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Digital, Culture, Media and Sport","SEO/HEO","15","15","38180","37540"
"In post","2023","20-29","Communications","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Education","EO","20","20","29320","29530"
"In post","2023","20-29","Communications","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Education","SEO/HEO","40","40","38380","37870"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","EO","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","SEO/HEO","50","45","34710","33830"
"In post","2023","20-29","Communications","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for International Trade","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Department for International Trade","SEO/HEO","35","35","38150","36380"
"In post","2023","20-29","Communications","Department for Levelling Up, Housing and Communities","EO","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Levelling Up, Housing and Communities","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Transport","EO","10","10","27570","26780"
"In post","2023","20-29","Communications","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Transport","SEO/HEO","35","35","36890","35760"
"In post","2023","20-29","Communications","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department for Work and Pensions","SEO/HEO","15","15","41350","43700"
"In post","2023","20-29","Communications","Department of Health and Social Care","EO","10","10","28030","28220"
"In post","2023","20-29","Communications","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Department of Health and Social Care","SEO/HEO","30","30","37970","34190"
"In post","2023","20-29","Communications","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Foreign, Commonwealth and Development Office","SEO/HEO","25","25","41760","41560"
"In post","2023","20-29","Communications","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","HM Revenue and Customs","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Communications","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","HM Revenue and Customs","SEO/HEO","25","25","38160","39110"
"In post","2023","20-29","Communications","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","HM Treasury","SEO/HEO","10","10","33240","33630"
"In post","2023","20-29","Communications","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Home Office","SEO/HEO","30","30","39400","38300"
"In post","2023","20-29","Communications","Ministry of Defence","AA/AO","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Ministry of Defence","EO","20","20","28460","27140"
"In post","2023","20-29","Communications","Ministry of Defence","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Ministry of Defence","SEO/HEO","55","55","38650","38790"
"In post","2023","20-29","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Ministry of Justice","EO","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Ministry of Justice","G6/G7","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Ministry of Justice","SEO/HEO","45","45","37610","35410"
"In post","2023","20-29","Communications","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","National Crime Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","UK Export Finance","SEO/HEO","15","15","38650","38600"
"In post","2023","20-29","Communications","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","UK Statistics Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2023","20-29","Communications","UK Supreme Court","EO","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Attorney General's Departments","EO","20","20","27120","26620"
"In post","2023","20-29","Counter Fraud","Attorney General's Departments","SEO/HEO","15","15","37480","39790"
"In post","2023","20-29","Counter Fraud","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Cabinet Office","SEO/HEO","25","25","35830","35240"
"In post","2023","20-29","Counter Fraud","Department for Business, Energy and Industrial Strategy","AA/AO","15","15","21950","21380"
"In post","2023","20-29","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","5","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Department for Work and Pensions","AA/AO","180","180","23680","25610"
"In post","2023","20-29","Counter Fraud","Department for Work and Pensions","EO","435","430","29310","28120"
"In post","2023","20-29","Counter Fraud","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","Department for Work and Pensions","SEO/HEO","135","130","35660","34170"
"In post","2023","20-29","Counter Fraud","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
