"Status","Year","Ethnicity","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Black","Corporate Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data and Technology","London","Heterosexual / straight","55","[c]","45150","41360"
"New entrant CS","2023","Black","Digital, Data and Technology","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data and Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data and Technology","Outside London","Heterosexual / straight","110","[c]","36760","34400"
"New entrant CS","2023","Black","Digital, Data and Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data and Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data and Technology","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data and Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Economics","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Economics","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Economics","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Economics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Economics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Economics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Geography","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Geography","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Inspector of Education and Training","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Inspector of Education and Training","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Inspector of Education and Training","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Inspector of Education and Training","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Inspector of Education and Training","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Intelligence Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Intelligence Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Intelligence Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Intelligence Analysis","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Intelligence Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Intelligence Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Intelligence Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Intelligence Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Intelligence Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","International Trade","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Knowledge and Information Management","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Knowledge and Information Management","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Knowledge and Information Management","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Knowledge and Information Management","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Knowledge and Information Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Knowledge and Information Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","London","Heterosexual / straight","40","[c]","42810","45230"
"New entrant CS","2023","Black","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Medicine","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Medicine","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Medicine","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Medicine","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Medicine","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Medicine","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Delivery","London","Heterosexual / straight","310","[c]","29120","27640"
"New entrant CS","2023","Black","Operational Delivery","London","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Delivery","London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Delivery","London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Delivery","Outside London","Heterosexual / straight","590","[c]","25500","23640"
"New entrant CS","2023","Black","Operational Delivery","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Delivery","Outside London","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Delivery","Outside London","Unknown","45","[c]","24950","22520"
"New entrant CS","2023","Black","Operational Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Research","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Research","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Other","London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Other","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Other","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Other","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Other","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","Other","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Other","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning Inspectors","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning Inspectors","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning Inspectors","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning Inspectors","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning Inspectors","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","London","Heterosexual / straight","35","[c]","37720","34310"
"New entrant CS","2023","Black","Policy","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","London","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Outside London","Heterosexual / straight","35","[c]","38000","34400"
"New entrant CS","2023","Black","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Psychology","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Psychology","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Psychology","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Psychology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Psychology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Psychology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Psychology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Science and Engineering","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Science and Engineering","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Science and Engineering","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Science and Engineering","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Science and Engineering","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Science and Engineering","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Science and Engineering","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Science and Engineering","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Science and Engineering","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Social Research","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Social Research","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Social Research","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Social Research","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Social Research","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Social Research","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","London","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","Outside London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
