"Status","Year","Disability","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","EO","Female","Heterosexual / straight","1580","[c]","27740","28050"
"New entrant CS","2023","Declared non-disabled","EO","Female","LGBO","160","[c]","27430","27890"
"New entrant CS","2023","Declared non-disabled","EO","Female","Undeclared","95","[c]","27320","27200"
"New entrant CS","2023","Declared non-disabled","EO","Female","Unknown","55","[c]","26950","25970"
"New entrant CS","2023","Declared non-disabled","EO","Male","Heterosexual / straight","1175","[c]","27740","27760"
"New entrant CS","2023","Declared non-disabled","EO","Male","LGBO","135","[c]","27410","27650"
"New entrant CS","2023","Declared non-disabled","EO","Male","Undeclared","75","[c]","27620","27650"
"New entrant CS","2023","Declared non-disabled","EO","Male","Unknown","55","[c]","27280","27610"
"New entrant CS","2023","Declared non-disabled","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","G6/G7","Female","Heterosexual / straight","765","[c]","57940","54870"
"New entrant CS","2023","Declared non-disabled","G6/G7","Female","LGBO","50","[c]","57570","54420"
"New entrant CS","2023","Declared non-disabled","G6/G7","Female","Undeclared","60","[c]","57510","54700"
"New entrant CS","2023","Declared non-disabled","G6/G7","Female","Unknown","35","[c]","66980","65500"
"New entrant CS","2023","Declared non-disabled","G6/G7","Male","Heterosexual / straight","815","[c]","59270","55760"
"New entrant CS","2023","Declared non-disabled","G6/G7","Male","LGBO","75","[c]","59680","56780"
"New entrant CS","2023","Declared non-disabled","G6/G7","Male","Undeclared","50","[c]","55780","55720"
"New entrant CS","2023","Declared non-disabled","G6/G7","Male","Unknown","45","[c]","69400","69820"
"New entrant CS","2023","Declared non-disabled","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SCS level","Female","Heterosexual / straight","40","[c]","95700","90000"
"New entrant CS","2023","Declared non-disabled","SCS level","Female","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SCS level","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SCS level","Male","Heterosexual / straight","45","[c]","102250","98000"
"New entrant CS","2023","Declared non-disabled","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SEO/HEO","Female","Heterosexual / straight","2175","[c]","37360","36670"
"New entrant CS","2023","Declared non-disabled","SEO/HEO","Female","LGBO","205","[c]","35910","34400"
"New entrant CS","2023","Declared non-disabled","SEO/HEO","Female","Undeclared","135","[c]","37100","35220"
"New entrant CS","2023","Declared non-disabled","SEO/HEO","Female","Unknown","85","[c]","34950","33600"
"New entrant CS","2023","Declared non-disabled","SEO/HEO","Male","Heterosexual / straight","1940","[c]","37400","35810"
"New entrant CS","2023","Declared non-disabled","SEO/HEO","Male","LGBO","195","[c]","36440","35240"
"New entrant CS","2023","Declared non-disabled","SEO/HEO","Male","Undeclared","125","[c]","37360","37050"
"New entrant CS","2023","Declared non-disabled","SEO/HEO","Male","Unknown","70","[c]","36700","35000"
"New entrant CS","2023","Declared non-disabled","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Female","Heterosexual / straight","1580","[c]","23370","23640"
"New entrant CS","2023","Declared non-disabled","Unknown","Female","LGBO","160","[c]","22940","23640"
"New entrant CS","2023","Declared non-disabled","Unknown","Female","Undeclared","50","[c]","23230","23640"
"New entrant CS","2023","Declared non-disabled","Unknown","Female","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Male","Heterosexual / straight","530","[c]","25210","23640"
"New entrant CS","2023","Declared non-disabled","Unknown","Male","LGBO","60","[c]","23050","23640"
"New entrant CS","2023","Declared non-disabled","Unknown","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Male","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","AA/AO","Female","Heterosexual / straight","140","[c]","22980","22500"
"New entrant CS","2023","Undeclared","AA/AO","Female","LGBO","50","[c]","23650","22500"
"New entrant CS","2023","Undeclared","AA/AO","Female","Undeclared","55","[c]","23400","22500"
"New entrant CS","2023","Undeclared","AA/AO","Female","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","AA/AO","Male","Heterosexual / straight","130","[c]","24500","23230"
"New entrant CS","2023","Undeclared","AA/AO","Male","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","AA/AO","Male","Undeclared","70","[c]","24200","22520"
"New entrant CS","2023","Undeclared","AA/AO","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","EO","Female","Heterosexual / straight","60","[c]","27760","28120"
"New entrant CS","2023","Undeclared","EO","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","EO","Female","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","EO","Male","Heterosexual / straight","45","[c]","28090","28120"
"New entrant CS","2023","Undeclared","EO","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","EO","Male","Undeclared","35","[c]","27690","27330"
"New entrant CS","2023","Undeclared","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","Female","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","Male","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SEO/HEO","Female","Heterosexual / straight","70","[c]","36470","35410"
"New entrant CS","2023","Undeclared","SEO/HEO","Female","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SEO/HEO","Female","Undeclared","40","[c]","35980","34170"
"New entrant CS","2023","Undeclared","SEO/HEO","Female","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SEO/HEO","Male","Heterosexual / straight","55","[c]","36860","35410"
"New entrant CS","2023","Undeclared","SEO/HEO","Male","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SEO/HEO","Male","Undeclared","70","[c]","37610","37180"
"New entrant CS","2023","Undeclared","SEO/HEO","Male","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Female","Heterosexual / straight","65","[c]","23040","23640"
"New entrant CS","2023","Undeclared","Unknown","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Male","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","AA/AO","Female","Heterosexual / straight","940","[c]","22710","22400"
"New entrant CS","2023","Unknown","AA/AO","Female","LGBO","95","[c]","23160","22400"
"New entrant CS","2023","Unknown","AA/AO","Female","Undeclared","60","[c]","22470","22400"
"New entrant CS","2023","Unknown","AA/AO","Female","Unknown","6055","[c]","23480","22400"
"New entrant CS","2023","Unknown","AA/AO","Male","Heterosexual / straight","880","[c]","23410","22400"
"New entrant CS","2023","Unknown","AA/AO","Male","LGBO","65","[c]","22550","22400"
"New entrant CS","2023","Unknown","AA/AO","Male","Undeclared","45","[c]","22630","22400"
"New entrant CS","2023","Unknown","AA/AO","Male","Unknown","5200","[c]","24320","22520"
"New entrant CS","2023","Unknown","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","EO","Female","Heterosexual / straight","760","[c]","28230","27080"
"New entrant CS","2023","Unknown","EO","Female","LGBO","95","[c]","27870","26780"
"New entrant CS","2023","Unknown","EO","Female","Undeclared","110","[c]","27740","27820"
"New entrant CS","2023","Unknown","EO","Female","Unknown","2355","[c]","27540","27080"
"New entrant CS","2023","Unknown","EO","Male","Heterosexual / straight","740","[c]","28400","27080"
"New entrant CS","2023","Unknown","EO","Male","LGBO","85","[c]","27760","27080"
"New entrant CS","2023","Unknown","EO","Male","Undeclared","60","[c]","28390","27080"
"New entrant CS","2023","Unknown","EO","Male","Unknown","2420","[c]","27660","26780"
"New entrant CS","2023","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G6/G7","Female","Heterosexual / straight","225","[c]","57950","54460"
"New entrant CS","2023","Unknown","G6/G7","Female","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G6/G7","Female","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G6/G7","Female","Unknown","400","[c]","59500","55420"
"New entrant CS","2023","Unknown","G6/G7","Male","Heterosexual / straight","240","[c]","57100","54440"
"New entrant CS","2023","Unknown","G6/G7","Male","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G6/G7","Male","Undeclared","35","[c]","55860","54550"
"New entrant CS","2023","Unknown","G6/G7","Male","Unknown","465","[c]","59620","56430"
"New entrant CS","2023","Unknown","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","Female","Unknown","45","[c]","109180","95000"
"New entrant CS","2023","Unknown","SCS level","Male","Heterosexual / straight","30","[c]","101750","94000"
"New entrant CS","2023","Unknown","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","Male","Unknown","65","[c]","107350","99840"
"New entrant CS","2023","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SEO/HEO","Female","Heterosexual / straight","805","[c]","36500","35200"
"New entrant CS","2023","Unknown","SEO/HEO","Female","LGBO","90","[c]","35940","34790"
"New entrant CS","2023","Unknown","SEO/HEO","Female","Undeclared","115","[c]","35670","34190"
"New entrant CS","2023","Unknown","SEO/HEO","Female","Unknown","1740","[c]","35670","35000"
"New entrant CS","2023","Unknown","SEO/HEO","Male","Heterosexual / straight","865","[c]","36710","35010"
"New entrant CS","2023","Unknown","SEO/HEO","Male","LGBO","75","[c]","36000","35010"
"New entrant CS","2023","Unknown","SEO/HEO","Male","Undeclared","100","[c]","36400","34190"
"New entrant CS","2023","Unknown","SEO/HEO","Male","Unknown","1705","[c]","36390","35410"
"New entrant CS","2023","Unknown","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Female","Heterosexual / straight","80","[c]","24910","23640"
"New entrant CS","2023","Unknown","Unknown","Female","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Female","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Female","Unknown","835","[c]","22900","23640"
"New entrant CS","2023","Unknown","Unknown","Male","Heterosexual / straight","50","[c]","34920","32500"
"New entrant CS","2023","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Male","Unknown","470","[c]","24030","23640"
"New entrant CS","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-07-27, with GIT d545f65.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","","",""
"Sex","Self reported sex.","","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","","",""
"Disability","Self reported disability.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
