"Status","Year","Function_of_post","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Met Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Met Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Met Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Met Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Met Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Met Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","Female","30","[c]","42010","40290"
"Leaver Dept.","2023","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","Male","30","[c]","43510","41800"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","National Crime Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","National Crime Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","National Savings and Investments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","National Savings and Investments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Queen Elizabeth II Centre","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Queen Elizabeth II Centre","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Registers of Scotland","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Registers of Scotland","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Rural Payments Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Rural Payments Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Standards and Testing Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Standards and Testing Agency","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Submarine Delivery Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Submarine Delivery Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Submarine Delivery Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Submarine Delivery Agency","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","The Insolvency Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","The Insolvency Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Export Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Export Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Space Agency","Project Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Space Agency","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Statistics Authority","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","UK Statistics Authority","Project Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Valuation Office Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Valuation Office Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Welsh Revenue Authority","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Welsh Revenue Authority","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Wilton Park","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Wilton Park","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Building Digital UK","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Building Digital UK","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Cabinet Office (excl. agencies)","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Cabinet Office (excl. agencies)","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Central Civil Service Fast Stream","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Central Civil Service Fast Stream","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Education (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Education (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Work and Pensions (excl. agencies)","Property","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department for Work and Pensions (excl. agencies)","Property","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department of Health and Social Care (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Department of Health and Social Care (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Driver and Vehicle Licensing Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Driver and Vehicle Licensing Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Driver and Vehicle Licensing Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Driver and Vehicle Licensing Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Driver and Vehicle Standards Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Driver and Vehicle Standards Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Food Standards Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Food Standards Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Property","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Government Property Agency","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Courts and Tribunals Service","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Courts and Tribunals Service","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Courts and Tribunals Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Courts and Tribunals Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Courts and Tribunals Service","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Courts and Tribunals Service","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Revenue and Customs (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HM Revenue and Customs (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Health and Safety Executive","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Health and Safety Executive","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Defence (excl. agencies)","Property","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Defence (excl. agencies)","Property","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Property","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Property","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Office for Standards in Education, Children's Services and Skills","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Office for Standards in Education, Children's Services and Skills","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Office of Gas and Electricity Markets","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Office of Gas and Electricity Markets","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","UK Health Security Agency","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","UK Health Security Agency","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","UK Statistics Authority","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","UK Statistics Authority","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Valuation Office Agency","Operational Delivery","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Valuation Office Agency","Operational Delivery","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Valuation Office Agency","Property","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Valuation Office Agency","Property","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Cabinet Office (excl. agencies)","Unknown","Female","60","[c]","37370","34020"
"Leaver Dept.","2023","Security","Cabinet Office (excl. agencies)","Unknown","Male","45","[c]","31860","33020"
"Leaver Dept.","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Education (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for Education (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for International Trade","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Department for International Trade","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Driver and Vehicle Licensing Agency","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Driver and Vehicle Licensing Agency","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","FCDO Services","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","FCDO Services","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Government Actuary's Department","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Government Actuary's Department","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Government Legal Department","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Government Legal Department","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Prison and Probation Service","Security","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Prison and Probation Service","Security","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Revenue and Customs (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","HM Revenue and Customs (excl. agencies)","Security","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Home Office","Security","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence (excl. agencies)","Security","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Ministry of Defence (excl. agencies)","Security","Male","45","[c]","28880","26610"
"Leaver Dept.","2023","Security","National Crime Agency","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","National Crime Agency","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Northern Ireland Office","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Northern Ireland Office","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Serious Fraud Office","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Serious Fraud Office","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","The Insolvency Service","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","The Insolvency Service","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","UK Statistics Authority","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","UK Statistics Authority","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Science and Engineering","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Science and Engineering","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Unknown","Female","165","[c]","31670","32000"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Unknown","Male","100","[c]","31960","32000"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Other","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Other","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Other","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Policy","Female","60","[c]","40490","38470"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Policy","Male","40","[c]","42460","37380"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Human Resources","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Female","230","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Male","120","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Female","110","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Male","115","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Unknown","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Economics","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Operational Delivery","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Policy","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Policy","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Other","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Other","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","Female","[c]","[c]","[c]","[c]"
