"Status","Year","Organisation","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Department for Education (excl. agencies)","Statistics","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","G7","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","G7","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","EO","Female","70","[c]","27280","29080"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","G7","Female","55","[c]","53040","54330"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","G7","Male","45","[c]","52730","54330"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","HEO","Female","90","[c]","32520","33830"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","HEO","Male","80","[c]","32180","32490"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SEO","Female","65","[c]","39030","39060"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SEO","Male","40","[c]","39630","40260"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Commercial","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Commercial","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Commercial","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Commercial","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Communications","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Communications","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Communications","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Communications","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Communications","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Communications","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Communications","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Communications","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Communications","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Communications","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Digital, Data and Technology","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Digital, Data and Technology","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Digital, Data and Technology","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Digital, Data and Technology","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Digital, Data and Technology","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Digital, Data and Technology","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Digital, Data and Technology","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Digital, Data and Technology","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Economics","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Economics","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Economics","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Economics","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Finance","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Finance","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Finance","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Finance","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Finance","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Finance","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Human Resources","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Human Resources","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Human Resources","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Human Resources","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Human Resources","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Human Resources","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Human Resources","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Human Resources","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Human Resources","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","International Trade","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","International Trade","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","International Trade","EO","Female","35","[c]","27310","27420"
"New entrant CS","2023","Department for International Trade","International Trade","EO","Male","35","[c]","27450","27420"
"New entrant CS","2023","Department for International Trade","International Trade","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","International Trade","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","International Trade","G7","Female","35","[c]","51650","52530"
"New entrant CS","2023","Department for International Trade","International Trade","G7","Male","50","[c]","56860","56410"
"New entrant CS","2023","Department for International Trade","International Trade","HEO","Female","50","[c]","33560","33040"
"New entrant CS","2023","Department for International Trade","International Trade","HEO","Male","45","[c]","33740","35010"
"New entrant CS","2023","Department for International Trade","International Trade","SEO","Female","110","[c]","41810","42050"
"New entrant CS","2023","Department for International Trade","International Trade","SEO","Male","125","[c]","41890","41910"
"New entrant CS","2023","Department for International Trade","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Knowledge and Information Management","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Knowledge and Information Management","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Operational Delivery","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Operational Delivery","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Operational Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Operational Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Operational Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Operational Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Other","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Other","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Other","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Other","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Other","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Other","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Policy","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Policy","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Policy","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Policy","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Policy","HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Policy","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Policy","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Policy","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Project Delivery","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Project Delivery","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Project Delivery","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Project Delivery","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Project Delivery","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Project Delivery","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Science and Engineering","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Security","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Security","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Security","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Security","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Social Research","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Social Research","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Social Research","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Social Research","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Statistics","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Statistics","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Statistics","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Statistics","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Unknown","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Unknown","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
