"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","Operational Delivery","Female","140","[c]","21820","22500"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","Operational Delivery","Male","95","[c]","21520","22500"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Operational Delivery","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Operational Delivery","Male","55","[c]","26150","26780"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education and Skills Funding Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education and Skills Funding Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education and Skills Funding Agency","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education and Skills Funding Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education and Skills Funding Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education and Skills Funding Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education and Skills Funding Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education and Skills Funding Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Estyn","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Estyn","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Estyn","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Estyn","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Estyn","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Estyn","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Operational Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Policy","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Policy","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Science and Engineering","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Scotland","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Actuary's Department","Other","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Actuary's Department","Other","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Actuary's Department","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Actuary's Department","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Commercial Organisation","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Commercial Organisation","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","Internal Audit","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","Legal","Female","60","[c]","35450","30160"
"New entrant CS","2023","20-29","Government Legal Department","Legal","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","Operational Delivery","Female","40","[c]","28270","27760"
"New entrant CS","2023","20-29","Government Legal Department","Operational Delivery","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","Other","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","Other","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","Property","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Digital, Data and Technology","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Digital, Data and Technology","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Legal","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Legal","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Operational Delivery","Female","495","[c]","23350","21780"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Operational Delivery","Male","225","[c]","23410","21780"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","Digital, Data and Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","Digital, Data and Technology","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","Operational Delivery","Female","45","[c]","24510","23390"
"New entrant CS","2023","20-29","HM Land Registry","Operational Delivery","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Prison and Probation Service","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Prison and Probation Service","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Prison and Probation Service","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Prison and Probation Service","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Prison and Probation Service","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Prison and Probation Service","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Prison and Probation Service","Operational Delivery","Female","3245","[c]","25210","23640"
"New entrant CS","2023","20-29","HM Prison and Probation Service","Operational Delivery","Male","1870","[c]","27440","28880"
"New entrant CS","2023","20-29","HM Prison and Probation Service","Policy","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Prison and Probation Service","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Prison and Probation Service","Psychology","Female","85","[c]","28600","28480"
"New entrant CS","2023","20-29","HM Prison and Probation Service","Psychology","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Prison and Probation Service","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Prison and Probation Service","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Counter Fraud","Female","30","[c]","28040","27890"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Counter Fraud","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Female","40","[c]","34130","34400"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","Male","95","[c]","34040","34400"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Economics","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Economics","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Finance","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Finance","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Human Resources","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Human Resources","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Legal","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Legal","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Operational Delivery","Female","670","[c]","23240","22520"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Operational Delivery","Male","590","[c]","23250","22520"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Operational Research","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Operational Research","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Policy","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Project Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Project Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Property","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Social Research","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Social Research","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Statistics","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Tax","Female","45","[c]","35370","34400"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Tax","Male","40","[c]","35630","34400"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Unknown","Female","105","[c]","25040","22520"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","Unknown","Male","145","[c]","26100","22520"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Economics","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Economics","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Operational Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Operational Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Policy","Female","50","[c]","28280","28500"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Policy","Male","60","[c]","28630","28500"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Human Resources","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Operational Delivery","Female","35","[c]","26160","21540"
"New entrant CS","2023","20-29","Health and Safety Executive","Operational Delivery","Male","35","[c]","26140","21540"
"New entrant CS","2023","20-29","Health and Safety Executive","Policy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Policy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Science and Engineering","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Health and Safety Executive","Science and Engineering","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Digital, Data and Technology","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Digital, Data and Technology","Male","60","[c]","34850","36000"
"New entrant CS","2023","20-29","Home Office","Economics","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Economics","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Intelligence Analysis","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Intelligence Analysis","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Operational Delivery","Female","1425","[c]","24560","22900"
"New entrant CS","2023","20-29","Home Office","Operational Delivery","Male","1305","[c]","24690","25750"
"New entrant CS","2023","20-29","Home Office","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Operational Research","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Other","Female","65","[c]","28570","29750"
"New entrant CS","2023","20-29","Home Office","Other","Male","30","[c]","26360","25750"
"New entrant CS","2023","20-29","Home Office","Policy","Female","40","[c]","34020","36000"
"New entrant CS","2023","20-29","Home Office","Policy","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Project Delivery","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Project Delivery","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Social Research","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Statistics","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Home Office","Statistics","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Institute for Apprenticeships and Technical Education","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Institute for Apprenticeships and Technical Education","Communications","Male","[c]","[c]","[c]","[c]"
