"Status","Year","Function_of_post","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Security","UK Statistics Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","UK Statistics Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","UK Statistics Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","UK Statistics Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","UK Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Animal and Plant Health Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Female","Unknown","175","[c]","31650","32000"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Male","Unknown","110","[c]","31880","32000"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Central Civil Service Fast Stream","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Crown Prosecution Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Female","Heterosexual / straight","45","[c]","40550","38470"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Female","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Male","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Female","Heterosexual / straight","115","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Female","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Female","Undeclared","110","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Male","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Male","Undeclared","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Disclosure Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Education Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Food Standards Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Forestry and Land Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Government Commercial Organisation","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Institute for Apprenticeships and Technical Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
