"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Animal and Plant Health Agency","SEO/HEO","SEO","60","[c]","38880","37300"
"New entrant CS","2023","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","EO","EO","10","[c]","25800","24780"
"New entrant CS","2023","Building Digital UK","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","SEO/HEO","HEO","25","[c]","35140","35040"
"New entrant CS","2023","Cabinet Office (excl. agencies)","AA/AO","AO","135","[c]","21250","21720"
"New entrant CS","2023","Cabinet Office (excl. agencies)","EO","EO","120","[c]","25680","24610"
"New entrant CS","2023","Cabinet Office (excl. agencies)","G6/G7","G6","20","[c]","64270","63610"
"New entrant CS","2023","Cabinet Office (excl. agencies)","G6/G7","G7","85","[c]","52800","52590"
"New entrant CS","2023","Cabinet Office (excl. agencies)","SCS level","SCS level","30","[c]","116100","110000"
"New entrant CS","2023","Cabinet Office (excl. agencies)","SEO/HEO","HEO","105","[c]","33540","33020"
"New entrant CS","2023","Cabinet Office (excl. agencies)","SEO/HEO","SEO","60","[c]","39670","38460"
"New entrant CS","2023","Central Civil Service Fast Stream","SEO/HEO","HEO","495","[c]","28860","28840"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","10","[c]","22100","22150"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","20","[c]","25930","25970"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","20","[c]","30550","30350"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","EO","EO","30","[c]","25300","25300"
"New entrant CS","2023","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","SEO/HEO","HEO","25","[c]","30320","30170"
"New entrant CS","2023","Charity Commission","SEO/HEO","SEO","15","[c]","39550","38800"
"New entrant CS","2023","Companies House","AA/AO","AO","135","[c]","21490","21380"
"New entrant CS","2023","Companies House","EO","EO","60","[c]","29350","25610"
"New entrant CS","2023","Companies House","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","G6/G7","G7","15","[c]","54130","54810"
"New entrant CS","2023","Companies House","SEO/HEO","HEO","60","[c]","36040","35570"
"New entrant CS","2023","Companies House","SEO/HEO","SEO","50","[c]","44220","43730"
"New entrant CS","2023","Competition and Markets Authority","AA/AO","AO","25","[c]","23100","23200"
"New entrant CS","2023","Competition and Markets Authority","EO","EO","20","[c]","27690","27550"
"New entrant CS","2023","Competition and Markets Authority","G6/G7","G6","15","[c]","75850","76000"
"New entrant CS","2023","Competition and Markets Authority","G6/G7","G7","35","[c]","57580","57000"
"New entrant CS","2023","Competition and Markets Authority","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","SEO/HEO","HEO","40","[c]","34520","34110"
"New entrant CS","2023","Competition and Markets Authority","SEO/HEO","SEO","15","[c]","45000","44910"
"New entrant CS","2023","Criminal Injuries Compensation Authority","AA/AO","AO","30","[c]","21780","21780"
"New entrant CS","2023","Criminal Injuries Compensation Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","SEO/HEO","HEO","20","[c]","32190","31640"
"New entrant CS","2023","Crown Commercial Service","SEO/HEO","SEO","10","[c]","40150","39860"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","AA/AO","AO","115","[c]","22200","22180"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","EO","EO","30","[c]","28880","28700"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","G6/G7","G7","30","[c]","52890","52360"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","25","[c]","33570","33120"
"New entrant CS","2023","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","AA/AO","AO","470","[c]","21720","20980"
"New entrant CS","2023","Crown Prosecution Service","EO","EO","115","[c]","27360","26900"
"New entrant CS","2023","Crown Prosecution Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","G6/G7","G7","110","[c]","52240","51870"
"New entrant CS","2023","Crown Prosecution Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Prosecution Service","SEO/HEO","HEO","35","[c]","32030","32660"
"New entrant CS","2023","Crown Prosecution Service","SEO/HEO","SEO","145","[c]","39470","38760"
"New entrant CS","2023","Defence Electronics and Components Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","AA/AO","AO","460","[c]","21840","20750"
"New entrant CS","2023","Defence Equipment and Support","EO","EO","105","[c]","27230","26800"
"New entrant CS","2023","Defence Equipment and Support","G6/G7","G6","15","[c]","68880","68580"
"New entrant CS","2023","Defence Equipment and Support","G6/G7","G7","55","[c]","56780","55500"
"New entrant CS","2023","Defence Equipment and Support","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Defence Equipment and Support","SEO/HEO","HEO","355","[c]","33340","32500"
"New entrant CS","2023","Defence Equipment and Support","SEO/HEO","SEO","270","[c]","43020","43400"
"New entrant CS","2023","Defence Science and Technology Laboratory","AA/AO","AA","65","[c]","19290","19280"
"New entrant CS","2023","Defence Science and Technology Laboratory","AA/AO","AO","60","[c]","21260","19430"
"New entrant CS","2023","Defence Science and Technology Laboratory","EO","EO","90","[c]","24480","24630"
"New entrant CS","2023","Defence Science and Technology Laboratory","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Defence Science and Technology Laboratory","G6/G7","G7","125","[c]","50810","49260"
"New entrant CS","2023","Defence Science and Technology Laboratory","SEO/HEO","HEO","340","[c]","28890","28360"
"New entrant CS","2023","Defence Science and Technology Laboratory","SEO/HEO","SEO","110","[c]","39120","39890"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","30","[c]","24260","25400"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","95","[c]","27310","28510"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","40","[c]","53730","53570"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","185","[c]","33540","34410"
"New entrant CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","85","[c]","41800","41060"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","EO","45","[c]","26570","27230"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","G7","15","[c]","53030","52760"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","HEO","85","[c]","35520","35040"
"New entrant CS","2023","Department for Education (excl. agencies)","AA/AO","AO","15","[c]","20850","22020"
"New entrant CS","2023","Department for Education (excl. agencies)","EO","EO","130","[c]","25730","25900"
"New entrant CS","2023","Department for Education (excl. agencies)","G6/G7","G6","15","[c]","66830","67430"
"New entrant CS","2023","Department for Education (excl. agencies)","G6/G7","G7","55","[c]","53290","51360"
"New entrant CS","2023","Department for Education (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Education (excl. agencies)","SEO/HEO","HEO","110","[c]","31710","30330"
"New entrant CS","2023","Department for Education (excl. agencies)","SEO/HEO","SEO","80","[c]","38930","37590"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","30","[c]","21130","22150"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","170","[c]","26850","25920"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","50","[c]","63770","64110"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","200","[c]","52120","51570"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","15","[c]","86490","81530"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","270","[c]","31980","30930"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","205","[c]","38950","37820"
"New entrant CS","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","EO","EO","170","[c]","26500","27420"
"New entrant CS","2023","Department for International Trade","G6/G7","G6","20","[c]","70460","70360"
"New entrant CS","2023","Department for International Trade","G6/G7","G7","110","[c]","55450","55370"
"New entrant CS","2023","Department for International Trade","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for International Trade","SEO/HEO","HEO","205","[c]","33940","35010"
"New entrant CS","2023","Department for International Trade","SEO/HEO","SEO","265","[c]","41790","41910"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AA","20","[c]","18300","18300"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AO","20","[c]","25880","26870"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","EO","25","[c]","27580","28410"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G7","35","[c]","53420","54630"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","HEO","95","[c]","32590","33880"
"New entrant CS","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","SEO","35","[c]","40770","40800"
"New entrant CS","2023","Department for Transport (excl. agencies)","AA/AO","AO","40","[c]","29020","32550"
"New entrant CS","2023","Department for Transport (excl. agencies)","EO","EO","60","[c]","29560","30720"
"New entrant CS","2023","Department for Transport (excl. agencies)","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","G6/G7","G7","30","[c]","56630","55190"
"New entrant CS","2023","Department for Transport (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department for Transport (excl. agencies)","SEO/HEO","HEO","125","[c]","33650","35400"
"New entrant CS","2023","Department for Transport (excl. agencies)","SEO/HEO","SEO","55","[c]","42260","43320"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","AA/AO","AO","1750","[c]","21910","21690"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","EO","EO","890","[c]","28080","28120"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","G6/G7","G6","30","[c]","73130","73920"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","G6/G7","G7","155","[c]","55640","55310"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","355","[c]","35350","34170"
"New entrant CS","2023","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","190","[c]","40280","39500"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","AA/AO","AO","15","[c]","23630","24750"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","EO","EO","90","[c]","27620","28770"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","G6/G7","G7","35","[c]","53480","54660"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","90","[c]","33230","34190"
"New entrant CS","2023","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","40","[c]","40240","41950"
"New entrant CS","2023","Disclosure Scotland","AA/AO","AA","20","[c]","22370","22180"
"New entrant CS","2023","Disclosure Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Disclosure Scotland","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Disclosure Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Disclosure Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Disclosure Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","AA/AO","AA","140","[c]","19080","19000"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","AA/AO","AO","430","[c]","22460","22500"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","EO","EO","35","[c]","26810","26780"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","15","[c]","32810","31660"
"New entrant CS","2023","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","15","[c]","42130","39820"
"New entrant CS","2023","Driver and Vehicle Standards Agency","AA/AO","AO","245","[c]","25580","27490"
"New entrant CS","2023","Driver and Vehicle Standards Agency","EO","EO","335","[c]","27170","26780"
"New entrant CS","2023","Driver and Vehicle Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","SEO/HEO","HEO","15","[c]","29030","31350"
"New entrant CS","2023","Driver and Vehicle Standards Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","AA/AO","AA","10","[c]","22500","22180"
"New entrant CS","2023","Education Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","G6/G7","G6","15","[c]","69970","70540"
"New entrant CS","2023","Education Scotland","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","SEO/HEO","HEO","15","[c]","31390","30330"
"New entrant CS","2023","Education and Skills Funding Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","EO","EO","50","[c]","26450","26910"
"New entrant CS","2023","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","SEO/HEO","HEO","55","[c]","31540","31260"
"New entrant CS","2023","Food Standards Agency","SEO/HEO","SEO","45","[c]","38960","38100"
"New entrant CS","2023","Food Standards Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","EO","EO","10","[c]","30170","30090"
"New entrant CS","2023","Government Actuary's Department","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","G6/G7","G6","20","[c]","84930","85500"
"New entrant CS","2023","Government Commercial Organisation","G6/G7","G7","65","[c]","68960","69830"
"New entrant CS","2023","Government Commercial Organisation","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","SEO/HEO","HEO","10","[c]","34390","33420"
"New entrant CS","2023","Government Internal Audit Agency","SEO/HEO","SEO","20","[c]","42470","42120"
"New entrant CS","2023","Government Legal Department","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","EO","EO","130","[c]","28120","27760"
"New entrant CS","2023","Government Legal Department","G6/G7","G6","15","[c]","69870","65650"
"New entrant CS","2023","Government Legal Department","G6/G7","G7","100","[c]","52990","52020"
"New entrant CS","2023","Government Legal Department","SEO/HEO","HEO","60","[c]","41190","45230"
"New entrant CS","2023","Government Legal Department","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","G6/G7","G7","25","[c]","53180","54250"
"New entrant CS","2023","Government Property Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","SEO/HEO","HEO","15","[c]","33520","32640"
"New entrant CS","2023","Government Property Agency","SEO/HEO","SEO","20","[c]","40010","40000"
"New entrant CS","2023","HM Courts and Tribunals Service","AA/AO","AA","260","[c]","20510","19930"
"New entrant CS","2023","HM Courts and Tribunals Service","AA/AO","AO","1135","[c]","22280","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","EO","EO","190","[c]","26840","25830"
"New entrant CS","2023","HM Courts and Tribunals Service","G6/G7","G7","10","[c]","52860","51770"
"New entrant CS","2023","HM Courts and Tribunals Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","SEO/HEO","HEO","70","[c]","33760","35410"
"New entrant CS","2023","HM Courts and Tribunals Service","SEO/HEO","SEO","55","[c]","39000","37680"
"New entrant CS","2023","HM Land Registry","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","AA/AO","AO","220","[c]","23530","23390"
"New entrant CS","2023","HM Land Registry","EO","EO","65","[c]","28760","28080"
"New entrant CS","2023","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","G6/G7","G7","20","[c]","56560","56190"
"New entrant CS","2023","HM Land Registry","SEO/HEO","HEO","30","[c]","36330","34850"
"New entrant CS","2023","HM Land Registry","SEO/HEO","SEO","20","[c]","43450","43150"
"New entrant CS","2023","HM Prison and Probation Service","AA/AO","AA","1940","[c]","23330","23230"
"New entrant CS","2023","HM Prison and Probation Service","AA/AO","AO","5075","[c]","29240","28880"
"New entrant CS","2023","HM Prison and Probation Service","EO","EO","250","[c]","29380","28480"
"New entrant CS","2023","HM Prison and Probation Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","SEO/HEO","HEO","225","[c]","33420","33200"
"New entrant CS","2023","HM Prison and Probation Service","SEO/HEO","SEO","70","[c]","44750","44330"
"New entrant CS","2023","HM Prison and Probation Service","Unknown","Unknown","4055","[c]","23080","23640"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","AA/AO","AO","3160","[c]","22820","22520"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","EO","EO","570","[c]","28360","27650"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","G6/G7","G6","35","[c]","68820","68000"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","G6/G7","G7","190","[c]","55010","52600"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","SCS level","SCS level","10","[c]","99280","92500"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","575","[c]","35620","34400"
"New entrant CS","2023","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","245","[c]","43140","42140"
"New entrant CS","2023","HM Treasury (excl. agencies)","AA/AO","AO","50","[c]","22120","21700"
"New entrant CS","2023","HM Treasury (excl. agencies)","EO","EO","75","[c]","26180","25460"
"New entrant CS","2023","HM Treasury (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","G6/G7","G7","15","[c]","53850","53550"
"New entrant CS","2023","HM Treasury (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury (excl. agencies)","SEO/HEO","HEO","120","[c]","31180","30510"
"New entrant CS","2023","HM Treasury (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","AA/AO","AO","85","[c]","21520","21540"
"New entrant CS","2023","Health and Safety Executive","EO","EO","85","[c]","27380","27320"
"New entrant CS","2023","Health and Safety Executive","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Health and Safety Executive","G6/G7","G7","25","[c]","56440","56000"
"New entrant CS","2023","Health and Safety Executive","SEO/HEO","HEO","65","[c]","33280","32800"
"New entrant CS","2023","Health and Safety Executive","SEO/HEO","SEO","60","[c]","47180","42720"
"New entrant CS","2023","Home Office","AA/AO","AA","120","[c]","21540","22460"
"New entrant CS","2023","Home Office","AA/AO","AO","3710","[c]","23080","22400"
"New entrant CS","2023","Home Office","EO","EO","3280","[c]","27080","25750"
"New entrant CS","2023","Home Office","G6/G7","G6","20","[c]","69890","70840"
"New entrant CS","2023","Home Office","G6/G7","G7","85","[c]","57760","59000"
"New entrant CS","2023","Home Office","SCS level","SCS level","25","[c]","92830","84310"
"New entrant CS","2023","Home Office","SEO/HEO","HEO","385","[c]","34070","32670"
"New entrant CS","2023","Home Office","SEO/HEO","SEO","155","[c]","41110","40300"
"New entrant CS","2023","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","G6/G7","G7","10","[c]","52500","51460"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","SEO/HEO","HEO","15","[c]","31570","30700"
"New entrant CS","2023","Institute for Apprenticeships and Technical Education","SEO/HEO","SEO","25","[c]","38550","37710"
"New entrant CS","2023","Intellectual Property Office","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","EO","EO","15","[c]","28160","29900"
"New entrant CS","2023","Intellectual Property Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","G6/G7","G7","10","[c]","61820","63810"
"New entrant CS","2023","Intellectual Property Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intellectual Property Office","SEO/HEO","HEO","15","[c]","34880","33190"
"New entrant CS","2023","Intellectual Property Office","SEO/HEO","SEO","25","[c]","44080","44750"
"New entrant CS","2023","Legal Aid Agency","AA/AO","AO","80","[c]","21780","21780"
"New entrant CS","2023","Legal Aid Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal Aid Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Maritime and Coastguard Agency","AA/AO","AO","95","[c]","22590","22500"
"New entrant CS","2023","Maritime and Coastguard Agency","EO","EO","25","[c]","27210","26780"
"New entrant CS","2023","Maritime and Coastguard Agency","G6/G7","G6","5","[c]","[c]","[c]"
