"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","AA/AO","Female","65","[c]","22520","22180"
"New entrant CS","2023","Declared disabled","Unknown","AA/AO","Male","55","[c]","22100","22180"
"New entrant CS","2023","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","EO","Female","70","[c]","28820","29100"
"New entrant CS","2023","Declared disabled","Unknown","EO","Male","35","[c]","28450","29100"
"New entrant CS","2023","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","SEO/HEO","Female","90","[c]","33830","33520"
"New entrant CS","2023","Declared disabled","Unknown","SEO/HEO","Male","40","[c]","34000","33520"
"New entrant CS","2023","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Veterinarian","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Veterinarian","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Veterinarian","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","G6/G7","Female","30","[c]","68130","69240"
"New entrant CS","2023","Declared non-disabled","Commercial","G6/G7","Male","40","[c]","71660","70250"
"New entrant CS","2023","Declared non-disabled","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","SEO/HEO","Female","75","[c]","35060","34170"
"New entrant CS","2023","Declared non-disabled","Commercial","SEO/HEO","Male","60","[c]","36410","35410"
"New entrant CS","2023","Declared non-disabled","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","EO","Female","35","[c]","26800","26840"
"New entrant CS","2023","Declared non-disabled","Communications","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","SEO/HEO","Female","95","[c]","37030","37070"
"New entrant CS","2023","Declared non-disabled","Communications","SEO/HEO","Male","55","[c]","36200","34700"
"New entrant CS","2023","Declared non-disabled","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Corporate Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","AA/AO","Female","100","[c]","23610","22520"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","AA/AO","Male","60","[c]","23210","21690"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","EO","Female","70","[c]","28390","28120"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","EO","Male","60","[c]","28290","27770"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","SEO/HEO","Male","30","[c]","35120","34170"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","EO","Female","100","[c]","27800","27650"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","EO","Male","165","[c]","27800","27650"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","G6/G7","Female","115","[c]","56000","55000"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","G6/G7","Male","260","[c]","59100","56400"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","SEO/HEO","Female","280","[c]","37450","37690"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","SEO/HEO","Male","435","[c]","38250","37690"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Economics","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Economics","AA/AO","Male","35","[c]","22290","22440"
"New entrant CS","2023","Declared non-disabled","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Economics","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Economics","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Economics","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Economics","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Economics","SEO/HEO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Economics","SEO/HEO","Male","80","[c]","34730","34400"
"New entrant CS","2023","Declared non-disabled","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","AA/AO","Female","45","[c]","22200","22520"
"New entrant CS","2023","Declared non-disabled","Finance","AA/AO","Male","40","[c]","22260","22520"
"New entrant CS","2023","Declared non-disabled","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","EO","Female","40","[c]","26910","26930"
"New entrant CS","2023","Declared non-disabled","Finance","EO","Male","35","[c]","26520","26960"
"New entrant CS","2023","Declared non-disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","G6/G7","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","SEO/HEO","Female","85","[c]","38400","38470"
"New entrant CS","2023","Declared non-disabled","Finance","SEO/HEO","Male","45","[c]","37950","39110"
"New entrant CS","2023","Declared non-disabled","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Geography","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Geography","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Geography","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Geography","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Geography","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Geography","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Geography","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Geography","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Geography","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","AA/AO","Female","70","[c]","21980","22150"
"New entrant CS","2023","Declared non-disabled","Human Resources","AA/AO","Male","40","[c]","22440","22150"
"New entrant CS","2023","Declared non-disabled","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","EO","Female","75","[c]","27270","27580"
"New entrant CS","2023","Declared non-disabled","Human Resources","EO","Male","35","[c]","26890","27080"
"New entrant CS","2023","Declared non-disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","G6/G7","Female","55","[c]","56300","55050"
"New entrant CS","2023","Declared non-disabled","Human Resources","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","SEO/HEO","Female","115","[c]","35680","34400"
"New entrant CS","2023","Declared non-disabled","Human Resources","SEO/HEO","Male","45","[c]","38000","38470"
"New entrant CS","2023","Declared non-disabled","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Inspector of Education and Training","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Inspector of Education and Training","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Inspector of Education and Training","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Inspector of Education and Training","G6/G7","Female","80","[c]","75930","77470"
"New entrant CS","2023","Declared non-disabled","Inspector of Education and Training","G6/G7","Male","55","[c]","75900","77470"
"New entrant CS","2023","Declared non-disabled","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Inspector of Education and Training","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Inspector of Education and Training","SEO/HEO","Female","125","[c]","48110","47750"
"New entrant CS","2023","Declared non-disabled","Inspector of Education and Training","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Inspector of Education and Training","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intelligence Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intelligence Analysis","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intelligence Analysis","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intelligence Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intelligence Analysis","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intelligence Analysis","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","International Trade","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","International Trade","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","International Trade","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","International Trade","G6/G7","Male","30","[c]","59080","57610"
"New entrant CS","2023","Declared non-disabled","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","International Trade","SEO/HEO","Female","75","[c]","39180","39700"
"New entrant CS","2023","Declared non-disabled","International Trade","SEO/HEO","Male","80","[c]","39050","39520"
"New entrant CS","2023","Declared non-disabled","International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","EO","Female","70","[c]","28230","27760"
"New entrant CS","2023","Declared non-disabled","Legal","EO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","G6/G7","Female","190","[c]","54720","52600"
"New entrant CS","2023","Declared non-disabled","Legal","G6/G7","Male","105","[c]","54620","52600"
"New entrant CS","2023","Declared non-disabled","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","SEO/HEO","Female","100","[c]","40020","38760"
"New entrant CS","2023","Declared non-disabled","Legal","SEO/HEO","Male","60","[c]","40450","39110"
"New entrant CS","2023","Declared non-disabled","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","AA/AO","Female","[c]","[c]","[c]","[c]"
