"Status","Year","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","No function","Female","100","[c]","28420","26400"
"New entrant CS","2023","Other ethnicity","No function","Male","85","[c]","28630","27660"
"New entrant CS","2023","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Male","40","[c]","43710","41510"
"New entrant CS","2023","Undeclared","Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Female","145","[c]","28370","24090"
"New entrant CS","2023","Undeclared","No function","Male","255","[c]","31730","28480"
"New entrant CS","2023","Undeclared","Project Delivery","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Female","125","[c]","32660","31560"
"New entrant CS","2023","Unknown","Analysis","Male","160","[c]","32100","31610"
"New entrant CS","2023","Unknown","Commercial","Female","85","[c]","32510","30930"
"New entrant CS","2023","Unknown","Commercial","Male","65","[c]","32510","27470"
"New entrant CS","2023","Unknown","Communications","Female","80","[c]","36800","35410"
"New entrant CS","2023","Unknown","Communications","Male","65","[c]","38250","35400"
"New entrant CS","2023","Unknown","Counter Fraud","Female","40","[c]","28490","27650"
"New entrant CS","2023","Unknown","Counter Fraud","Male","55","[c]","29760","28120"
"New entrant CS","2023","Unknown","Debt","Female","320","[c]","22990","22520"
"New entrant CS","2023","Unknown","Debt","Male","220","[c]","22720","22520"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Female","280","[c]","36690","34270"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Male","585","[c]","40160","36020"
"New entrant CS","2023","Unknown","Finance","Female","105","[c]","31150","26920"
"New entrant CS","2023","Unknown","Finance","Male","110","[c]","31070","28990"
"New entrant CS","2023","Unknown","Grants Management","Female","50","[c]","22680","22150"
"New entrant CS","2023","Unknown","Grants Management","Male","55","[c]","22450","22150"
"New entrant CS","2023","Unknown","Human Resources","Female","205","[c]","31970","28000"
"New entrant CS","2023","Unknown","Human Resources","Male","130","[c]","32430","30080"
"New entrant CS","2023","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Female","95","[c]","36810","31270"
"New entrant CS","2023","Unknown","Legal","Male","55","[c]","39650","31610"
"New entrant CS","2023","Unknown","No function","Female","8105","[c]","26740","24070"
"New entrant CS","2023","Unknown","No function","Male","6780","[c]","27580","25750"
"New entrant CS","2023","Unknown","Project Delivery","Female","185","[c]","33570","31270"
"New entrant CS","2023","Unknown","Project Delivery","Male","180","[c]","37090","33990"
"New entrant CS","2023","Unknown","Property","Female","150","[c]","27270","22520"
"New entrant CS","2023","Unknown","Property","Male","180","[c]","30680","26020"
"New entrant CS","2023","Unknown","Security","Female","90","[c]","28840","25870"
"New entrant CS","2023","Unknown","Security","Male","375","[c]","30100","27500"
"New entrant CS","2023","Unknown","Unknown","Female","1320","[c]","30690","29100"
"New entrant CS","2023","Unknown","Unknown","Male","1115","[c]","30690","29100"
"New entrant CS","2023","White","Analysis","Female","425","[c]","33270","31560"
"New entrant CS","2023","White","Analysis","Male","480","[c]","34070","31560"
"New entrant CS","2023","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Female","255","[c]","39030","32500"
"New entrant CS","2023","White","Commercial","Male","210","[c]","43190","35410"
"New entrant CS","2023","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Female","215","[c]","38620","36660"
"New entrant CS","2023","White","Communications","Male","120","[c]","40600","36170"
"New entrant CS","2023","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","Female","245","[c]","28200","27220"
"New entrant CS","2023","White","Counter Fraud","Male","190","[c]","28530","27650"
"New entrant CS","2023","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Debt","Female","375","[c]","22440","22520"
"New entrant CS","2023","White","Debt","Male","270","[c]","22530","22520"
"New entrant CS","2023","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Female","615","[c]","37520","34590"
"New entrant CS","2023","White","Digital, Data & Technology","Male","1030","[c]","40450","37000"
"New entrant CS","2023","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Female","260","[c]","34440","31270"
"New entrant CS","2023","White","Finance","Male","185","[c]","34480","29810"
"New entrant CS","2023","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","Female","145","[c]","22940","22150"
"New entrant CS","2023","White","Grants Management","Male","105","[c]","23420","22150"
"New entrant CS","2023","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Female","450","[c]","34200","31060"
"New entrant CS","2023","White","Human Resources","Male","230","[c]","33450","30240"
"New entrant CS","2023","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","Female","635","[c]","34810","28740"
"New entrant CS","2023","White","Legal","Male","295","[c]","36410","31180"
"New entrant CS","2023","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Female","9560","[c]","27650","23640"
"New entrant CS","2023","White","No function","Male","7180","[c]","29860","27650"
"New entrant CS","2023","White","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Female","590","[c]","36280","32500"
"New entrant CS","2023","White","Project Delivery","Male","535","[c]","39580","34850"
"New entrant CS","2023","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Female","215","[c]","33470","28840"
"New entrant CS","2023","White","Property","Male","265","[c]","35200","33830"
"New entrant CS","2023","White","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Security","Female","145","[c]","28370","26550"
"New entrant CS","2023","White","Security","Male","305","[c]","30470","27500"
"New entrant CS","2023","White","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Unknown","Female","1155","[c]","32700","29100"
"New entrant CS","2023","White","Unknown","Male","780","[c]","33060","29100"
"New entrant CS","2023","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
