"Status","Year","Age","Disability","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","40-49","Declared disabled","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared disabled","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared disabled","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Attorney General's Departments","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Attorney General's Departments","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Attorney General's Departments","G6/G7","40","[c]","56760","54100"
"New entrant CS","2023","40-49","Declared non-disabled","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Attorney General's Departments","SEO/HEO","30","[c]","38750","38760"
"New entrant CS","2023","40-49","Declared non-disabled","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Cabinet Office","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Cabinet Office","G6/G7","55","[c]","65400","65500"
"New entrant CS","2023","40-49","Declared non-disabled","Cabinet Office","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Cabinet Office","SEO/HEO","35","[c]","36190","35650"
"New entrant CS","2023","40-49","Declared non-disabled","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Chancellor's other departments","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Charity Commission","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Competition and Markets Authority","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","70","[c]","38490","37440"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Education","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Education","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","AA/AO","75","[c]","22220","22150"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","50","[c]","54110","51570"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","60","[c]","36410","37300"
"New entrant CS","2023","40-49","Declared non-disabled","Department for International Trade","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for International Trade","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for International Trade","SEO/HEO","35","[c]","38710","38700"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","G6/G7","35","[c]","48060","43740"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Transport","AA/AO","85","[c]","23780","22500"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Transport","EO","30","[c]","27430","26780"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Transport","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Transport","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Work and Pensions","AA/AO","195","[c]","22020","21690"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Work and Pensions","EO","125","[c]","28310","28120"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Work and Pensions","G6/G7","55","[c]","59710","58370"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department for Work and Pensions","SEO/HEO","115","[c]","39090","38470"
"New entrant CS","2023","40-49","Declared non-disabled","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department of Health and Social Care","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Department of Health and Social Care","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Food Standards Agency","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","HM Land Registry","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","HM Revenue and Customs","AA/AO","215","[c]","22720","22520"
"New entrant CS","2023","40-49","Declared non-disabled","HM Revenue and Customs","EO","50","[c]","28350","27650"
"New entrant CS","2023","40-49","Declared non-disabled","HM Revenue and Customs","G6/G7","45","[c]","57690","52800"
"New entrant CS","2023","40-49","Declared non-disabled","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","HM Revenue and Customs","SEO/HEO","120","[c]","39240","39450"
"New entrant CS","2023","40-49","Declared non-disabled","HM Treasury","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","HM Treasury","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","HM Treasury","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Home Office","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Home Office","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Home Office","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Ministry of Defence","AA/AO","40","[c]","22480","22000"
"New entrant CS","2023","40-49","Declared non-disabled","Ministry of Defence","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Ministry of Defence","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Ministry of Defence","SEO/HEO","130","[c]","38130","35000"
"New entrant CS","2023","40-49","Declared non-disabled","Ministry of Defence","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Ministry of Justice","AA/AO","735","[c]","26630","28880"
"New entrant CS","2023","40-49","Declared non-disabled","Ministry of Justice","EO","35","[c]","27740","28480"
"New entrant CS","2023","40-49","Declared non-disabled","Ministry of Justice","G6/G7","40","[c]","56330","55720"
"New entrant CS","2023","40-49","Declared non-disabled","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Ministry of Justice","SEO/HEO","85","[c]","37120","36270"
"New entrant CS","2023","40-49","Declared non-disabled","Ministry of Justice","Unknown","310","[c]","23880","23640"
"New entrant CS","2023","40-49","Declared non-disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","70","[c]","75320","77470"
"New entrant CS","2023","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","50","[c]","48420","47750"
"New entrant CS","2023","40-49","Declared non-disabled","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office of Gas and Electricity Markets","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office of Gas and Electricity Markets","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office of Gas and Electricity Markets","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Scottish Government","AA/AO","55","[c]","22710","22180"
"New entrant CS","2023","40-49","Declared non-disabled","Scottish Government","EO","70","[c]","29270","29100"
"New entrant CS","2023","40-49","Declared non-disabled","Scottish Government","G6/G7","35","[c]","59620","58810"
"New entrant CS","2023","40-49","Declared non-disabled","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Scottish Government","SEO/HEO","75","[c]","39700","38080"
"New entrant CS","2023","40-49","Declared non-disabled","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","The National Archives","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","UK Export Finance","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","UK Export Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","UK Statistics Authority","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","UK Statistics Authority","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","UK Statistics Authority","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","UK Statistics Authority","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Water Services Regulation Authority","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Water Services Regulation Authority","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Welsh Government","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Welsh Government","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Declared non-disabled","Welsh Government","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Transport","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Work and Pensions","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Work and Pensions","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","HM Revenue and Customs","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","HM Revenue and Customs","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Ministry of Defence","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Ministry of Justice","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Ministry of Justice","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Ministry of Justice","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Office of Rail and Road","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Attorney General's Departments","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Attorney General's Departments","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Attorney General's Departments","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Cabinet Office","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Cabinet Office","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Cabinet Office","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Education","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Education","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Education","SEO/HEO","35","[c]","35360","37590"
"New entrant CS","2023","40-49","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for International Trade","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for International Trade","SEO/HEO","35","[c]","39360","40860"
"New entrant CS","2023","40-49","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Department for Transport","AA/AO","45","[c]","23680","22500"
"New entrant CS","2023","40-49","Unknown","Department for Transport","EO","55","[c]","27300","26780"
