"Status","Year","Disability","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","No function","AA/AO","Male","3750","[c]","25740","23390"
"New entrant CS","2023","Declared non-disabled","No function","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","EO","Female","895","[c]","27610","28120"
"New entrant CS","2023","Declared non-disabled","No function","EO","Male","700","[c]","27700","28120"
"New entrant CS","2023","Declared non-disabled","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","G6/G7","Female","280","[c]","61050","57000"
"New entrant CS","2023","Declared non-disabled","No function","G6/G7","Male","310","[c]","60290","57500"
"New entrant CS","2023","Declared non-disabled","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","SCS level","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","SEO/HEO","Female","990","[c]","37570","35040"
"New entrant CS","2023","Declared non-disabled","No function","SEO/HEO","Male","865","[c]","37270","35240"
"New entrant CS","2023","Declared non-disabled","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","Female","1755","[c]","23050","23640"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","Male","565","[c]","23540","23640"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","AA/AO","Female","35","[c]","22100","22520"
"New entrant CS","2023","Declared non-disabled","Project Delivery","AA/AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","EO","Female","80","[c]","26960","26750"
"New entrant CS","2023","Declared non-disabled","Project Delivery","EO","Male","40","[c]","26880","26880"
"New entrant CS","2023","Declared non-disabled","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","G6/G7","Female","65","[c]","56220","52800"
"New entrant CS","2023","Declared non-disabled","Project Delivery","G6/G7","Male","75","[c]","57530","54300"
"New entrant CS","2023","Declared non-disabled","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SEO/HEO","Female","150","[c]","36630","35400"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SEO/HEO","Male","120","[c]","37030","35400"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Unknown","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Unknown","Male","50","[c]","39400","33230"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","AA/AO","Female","75","[c]","22540","22520"
"New entrant CS","2023","Declared non-disabled","Property","AA/AO","Male","65","[c]","22450","22520"
"New entrant CS","2023","Declared non-disabled","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","EO","Female","30","[c]","27280","26020"
"New entrant CS","2023","Declared non-disabled","Property","EO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","G6/G7","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","SEO/HEO","Female","55","[c]","37100","35200"
"New entrant CS","2023","Declared non-disabled","Property","SEO/HEO","Male","60","[c]","38230","38920"
"New entrant CS","2023","Declared non-disabled","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","AA/AO","Female","30","[c]","22220","21720"
"New entrant CS","2023","Declared non-disabled","Security","AA/AO","Male","50","[c]","25250","22800"
"New entrant CS","2023","Declared non-disabled","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","SEO/HEO","Male","40","[c]","36600","33910"
"New entrant CS","2023","Declared non-disabled","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","AA/AO","Female","185","[c]","22530","22180"
"New entrant CS","2023","Declared non-disabled","Unknown","AA/AO","Male","125","[c]","22650","22180"
"New entrant CS","2023","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","EO","Female","235","[c]","28770","29100"
"New entrant CS","2023","Declared non-disabled","Unknown","EO","Male","140","[c]","28620","29100"
"New entrant CS","2023","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","G6/G7","Female","70","[c]","57500","53440"
"New entrant CS","2023","Declared non-disabled","Unknown","G6/G7","Male","60","[c]","60470","58850"
"New entrant CS","2023","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","SEO/HEO","Female","285","[c]","37980","37830"
"New entrant CS","2023","Declared non-disabled","Unknown","SEO/HEO","Male","170","[c]","37200","35020"
"New entrant CS","2023","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","SEO/HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","AA/AO","Female","180","[c]","23520","22500"
"New entrant CS","2023","Undeclared","No function","AA/AO","Male","180","[c]","24630","23220"
"New entrant CS","2023","Undeclared","No function","EO","Female","45","[c]","27450","28080"
"New entrant CS","2023","Undeclared","No function","EO","Male","50","[c]","27720","27820"
"New entrant CS","2023","Undeclared","No function","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","SEO/HEO","Female","60","[c]","35080","34290"
"New entrant CS","2023","Undeclared","No function","SEO/HEO","Male","60","[c]","36820","35410"
"New entrant CS","2023","Undeclared","No function","Unknown","Female","95","[c]","23290","23640"
"New entrant CS","2023","Undeclared","No function","Unknown","Male","40","[c]","23190","23640"
"New entrant CS","2023","Undeclared","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","AA/AO","Female","45","[c]","22060","22490"
"New entrant CS","2023","Unknown","Analysis","AA/AO","Male","65","[c]","22060","23210"
"New entrant CS","2023","Unknown","Analysis","EO","Female","35","[c]","28240","28220"
"New entrant CS","2023","Unknown","Analysis","EO","Male","45","[c]","27790","27080"
"New entrant CS","2023","Unknown","Analysis","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","SEO/HEO","Female","180","[c]","33790","33950"
"New entrant CS","2023","Unknown","Analysis","SEO/HEO","Male","215","[c]","33630","34030"
"New entrant CS","2023","Unknown","Commercial","AA/AO","Female","35","[c]","23080","22220"
"New entrant CS","2023","Unknown","Commercial","AA/AO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","EO","Female","45","[c]","26910","27080"
"New entrant CS","2023","Unknown","Commercial","EO","Male","30","[c]","26500","27080"
"New entrant CS","2023","Unknown","Commercial","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","SEO/HEO","Female","95","[c]","35150","33830"
"New entrant CS","2023","Unknown","Commercial","SEO/HEO","Male","75","[c]","35160","33830"
"New entrant CS","2023","Unknown","Commercial","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","SEO/HEO","Female","95","[c]","37560","37610"
"New entrant CS","2023","Unknown","Communications","SEO/HEO","Male","65","[c]","38230","37890"
"New entrant CS","2023","Unknown","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
