"Status","Year","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","275","[c]","30220","29100"
"New entrant CS","2023","Declared non-disabled","Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Digital, Data and Technology","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Economics","175","[c]","32280","31060"
"New entrant CS","2023","Declared non-disabled","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Intelligence Analysis","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Operational Delivery","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Operational Research","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Other","80","[c]","38420","35210"
"New entrant CS","2023","Declared non-disabled","Analysis","Policy","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Science and Engineering","45","[c]","29920","30350"
"New entrant CS","2023","Declared non-disabled","Analysis","Social Research","105","[c]","35630","34190"
"New entrant CS","2023","Declared non-disabled","Analysis","Statistics","150","[c]","32840","31560"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","35","[c]","42760","35000"
"New entrant CS","2023","Declared non-disabled","Commercial","Commercial","245","[c]","45830","37180"
"New entrant CS","2023","Declared non-disabled","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Operational Delivery","35","[c]","40180","35500"
"New entrant CS","2023","Declared non-disabled","Commercial","Other","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Communications","220","[c]","37020","34400"
"New entrant CS","2023","Declared non-disabled","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Counter Fraud","350","[c]","27410","26620"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Intelligence Analysis","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Legal","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Operational Delivery","35","[c]","29090","27650"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Operational Delivery","615","[c]","23160","22520"
"New entrant CS","2023","Declared non-disabled","Debt","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Other","280","[c]","21760","21690"
"New entrant CS","2023","Declared non-disabled","Debt","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Digital, Data and Technology","1355","[c]","41590","38470"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Knowledge and Information Management","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Operational Delivery","50","[c]","25680","20660"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Other","30","[c]","22910","19080"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Science and Engineering","40","[c]","29980","30930"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","90","[c]","42030","41780"
"New entrant CS","2023","Declared non-disabled","Finance","Commercial","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Corporate Finance","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Finance","310","[c]","35000","31270"
"New entrant CS","2023","Declared non-disabled","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Operational Delivery","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Security","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","Operational Delivery","250","[c]","22840","22150"
"New entrant CS","2023","Declared non-disabled","Grants Management","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Human Resources","410","[c]","35360","31640"
"New entrant CS","2023","Declared non-disabled","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Internal Audit","30","[c]","45790","43160"
"New entrant CS","2023","Declared non-disabled","Legal","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Legal","540","[c]","45590","49050"
"New entrant CS","2023","Declared non-disabled","Legal","Operational Delivery","450","[c]","23850","22870"
"New entrant CS","2023","Declared non-disabled","Legal","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Policy","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Economics","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Finance","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Geography","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Inspector of Education and Training","255","[c]","63020","72470"
"New entrant CS","2023","Declared non-disabled","No function","Intelligence Analysis","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","International Trade","230","[c]","41320","40350"
"New entrant CS","2023","Declared non-disabled","No function","Knowledge and Information Management","40","[c]","29730","28050"
"New entrant CS","2023","Declared non-disabled","No function","Medicine","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Operational Delivery","11620","[c]","25750","23640"
"New entrant CS","2023","Declared non-disabled","No function","Operational Research","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Other","195","[c]","31680","27080"
"New entrant CS","2023","Declared non-disabled","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Planning Inspectors","70","[c]","48160","43740"
"New entrant CS","2023","Declared non-disabled","No function","Policy","910","[c]","38540","35010"
"New entrant CS","2023","Declared non-disabled","No function","Project Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Psychology","100","[c]","29360","28480"
"New entrant CS","2023","Declared non-disabled","No function","Science and Engineering","300","[c]","36490","33770"
"New entrant CS","2023","Declared non-disabled","No function","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Tax","135","[c]","35090","34400"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","330","[c]","28830","22520"
"New entrant CS","2023","Declared non-disabled","No function","Veterinarian","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Inspector of Education and Training","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Operational Delivery","55","[c]","31940","27320"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Other","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Policy","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Project Delivery","505","[c]","40500","35850"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Science and Engineering","50","[c]","39980","33500"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Finance","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Operational Delivery","60","[c]","26150","22520"
"New entrant CS","2023","Declared non-disabled","Property","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Property","275","[c]","34060","29080"
"New entrant CS","2023","Declared non-disabled","Property","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Security","95","[c]","31190","28000"
"New entrant CS","2023","Declared non-disabled","Security","Unknown","95","[c]","27340","24330"
"New entrant CS","2023","Declared non-disabled","Unknown","Communications","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Human Resources","35","[c]","22530","22150"
"New entrant CS","2023","Declared non-disabled","Unknown","Inspector of Education and Training","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Legal","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Medicine","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Operational Delivery","60","[c]","32760","32460"
"New entrant CS","2023","Declared non-disabled","Unknown","Other","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Policy","85","[c]","34000","32460"
"New entrant CS","2023","Declared non-disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Science and Engineering","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Social Research","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","955","[c]","33530","29100"
"New entrant CS","2023","Undeclared","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Economics","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Communications","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Counter Fraud","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","Operational Delivery","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","Other","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Digital, Data and Technology","70","[c]","41730","38650"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Finance","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","Operational Delivery","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Human Resources","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Internal Audit","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Legal","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","International Trade","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Operational Delivery","565","[c]","25470","23640"
"New entrant CS","2023","Undeclared","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Other","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Policy","90","[c]","35950","33300"
"New entrant CS","2023","Undeclared","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Science and Engineering","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Tax","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Project Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Property","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Unknown","45","[c]","29700","29100"
"New entrant CS","2023","Unknown","Analysis","Digital, Data and Technology","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Economics","120","[c]","33680","34410"
"New entrant CS","2023","Unknown","Analysis","Finance","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Intelligence Analysis","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Operational Delivery","40","[c]","32660","31060"
"New entrant CS","2023","Unknown","Analysis","Operational Research","55","[c]","34050","34190"
"New entrant CS","2023","Unknown","Analysis","Other","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Science and Engineering","125","[c]","29610","27330"
"New entrant CS","2023","Unknown","Analysis","Social Research","65","[c]","35560","34400"
"New entrant CS","2023","Unknown","Analysis","Statistics","150","[c]","30490","28840"
"New entrant CS","2023","Unknown","Analysis","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Commercial","320","[c]","32180","29000"
"New entrant CS","2023","Unknown","Commercial","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Communications","240","[c]","37730","35770"
"New entrant CS","2023","Unknown","Communications","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Counter Fraud","90","[c]","29470","27890"
"New entrant CS","2023","Unknown","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Debt","Operational Delivery","525","[c]","23120","22520"
"New entrant CS","2023","Unknown","Debt","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Debt","Other","80","[c]","21730","21690"
