"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Economics","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Economics","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Economics","SEO/HEO","HEO","Heterosexual / straight","120","[c]","34310","34400"
"New entrant CS","2023","Economics","SEO/HEO","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Economics","SEO/HEO","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Economics","SEO/HEO","HEO","Unknown","65","[c]","35270","35410"
"New entrant CS","2023","Economics","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Economics","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Economics","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AA/AO","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AA/AO","AO","Heterosexual / straight","120","[c]","22170","22520"
"New entrant CS","2023","Finance","AA/AO","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AA/AO","AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AA/AO","AO","Unknown","70","[c]","22550","22520"
"New entrant CS","2023","Finance","EO","EO","Heterosexual / straight","90","[c]","27520","27080"
"New entrant CS","2023","Finance","EO","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","EO","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","EO","EO","Unknown","60","[c]","27190","27080"
"New entrant CS","2023","Finance","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","G6/G7","G7","Heterosexual / straight","55","[c]","54140","54090"
"New entrant CS","2023","Finance","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","G6/G7","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SEO/HEO","HEO","Heterosexual / straight","85","[c]","34360","33990"
"New entrant CS","2023","Finance","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SEO/HEO","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SEO/HEO","HEO","Unknown","65","[c]","32640","33420"
"New entrant CS","2023","Finance","SEO/HEO","SEO","Heterosexual / straight","80","[c]","41990","41740"
"New entrant CS","2023","Finance","SEO/HEO","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SEO/HEO","SEO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Geography","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Geography","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Geography","AA/AO","AO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Geography","EO","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Geography","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Geography","EO","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Geography","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Geography","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Geography","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Geography","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Geography","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Geography","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AA/AO","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AA/AO","AA","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AA/AO","AO","Heterosexual / straight","165","[c]","22140","22150"
"New entrant CS","2023","Human Resources","AA/AO","AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AA/AO","AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AA/AO","AO","Unknown","80","[c]","22480","22220"
"New entrant CS","2023","Human Resources","EO","EO","Heterosexual / straight","205","[c]","27590","27140"
"New entrant CS","2023","Human Resources","EO","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","EO","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","EO","EO","Unknown","115","[c]","27440","27140"
"New entrant CS","2023","Human Resources","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","G6/G7","G7","Heterosexual / straight","60","[c]","53330","54160"
"New entrant CS","2023","Human Resources","G6/G7","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","G6/G7","G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SEO/HEO","HEO","Heterosexual / straight","160","[c]","33480","33720"
"New entrant CS","2023","Human Resources","SEO/HEO","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SEO/HEO","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SEO/HEO","HEO","Unknown","95","[c]","35250","33830"
"New entrant CS","2023","Human Resources","SEO/HEO","SEO","Heterosexual / straight","85","[c]","41840","40730"
"New entrant CS","2023","Human Resources","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","SEO/HEO","SEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","G6/G7","G7","Heterosexual / straight","120","[c]","75720","77470"
"New entrant CS","2023","Inspector of Education and Training","G6/G7","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","SEO/HEO","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","SEO/HEO","SEO","Heterosexual / straight","130","[c]","49580","47750"
"New entrant CS","2023","Inspector of Education and Training","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","EO","EO","Heterosexual / straight","40","[c]","27520","27140"
"New entrant CS","2023","Intelligence Analysis","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","EO","EO","Unknown","60","[c]","27100","25880"
"New entrant CS","2023","Intelligence Analysis","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","SEO/HEO","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","SEO/HEO","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","SEO/HEO","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6/G7","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","EO","EO","Heterosexual / straight","40","[c]","27330","27970"
"New entrant CS","2023","International Trade","EO","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","EO","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","G6/G7","G7","Heterosexual / straight","45","[c]","55340","55370"
"New entrant CS","2023","International Trade","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","G6/G7","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","G6/G7","G7","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","SEO/HEO","HEO","Heterosexual / straight","60","[c]","33630","33710"
"New entrant CS","2023","International Trade","SEO/HEO","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","SEO/HEO","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","SEO/HEO","SEO","Heterosexual / straight","160","[c]","41640","41910"
"New entrant CS","2023","International Trade","SEO/HEO","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","SEO/HEO","SEO","Unknown","60","[c]","42470","42300"
"New entrant CS","2023","Knowledge and Information Management","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","AA/AO","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","AA/AO","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","EO","EO","Heterosexual / straight","35","[c]","27780","27140"
"New entrant CS","2023","Knowledge and Information Management","EO","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","EO","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","EO","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","G6/G7","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","SEO/HEO","HEO","Heterosexual / straight","40","[c]","33430","33830"
"New entrant CS","2023","Knowledge and Information Management","SEO/HEO","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","EO","EO","Heterosexual / straight","110","[c]","28550","27760"
"New entrant CS","2023","Legal","EO","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","EO","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","EO","EO","Unknown","30","[c]","27870","27650"
"New entrant CS","2023","Legal","G6/G7","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","G6/G7","G7","Heterosexual / straight","295","[c]","53040","52360"
"New entrant CS","2023","Legal","G6/G7","G7","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Legal","G6/G7","G7","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Legal","G6/G7","G7","Unknown","40","[c]","55240","54680"
"New entrant CS","2023","Legal","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SEO/HEO","HEO","Heterosexual / straight","50","[c]","41260","45230"
"New entrant CS","2023","Legal","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SEO/HEO","SEO","Heterosexual / straight","145","[c]","39370","38760"
"New entrant CS","2023","Legal","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SEO/HEO","SEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","AA/AO","AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","AA/AO","AO","Unknown","30","[c]","23840","24680"
"New entrant CS","2023","Medicine","EO","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","EO","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","G6/G7","G6","Unknown","35","[c]","86680","84410"
"New entrant CS","2023","Medicine","G6/G7","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","SCS level","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","SCS level","SCS level","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","SEO/HEO","HEO","Heterosexual / straight","40","[c]","37980","40590"
"New entrant CS","2023","Medicine","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","SEO/HEO","HEO","Unknown","50","[c]","38320","40590"
"New entrant CS","2023","Medicine","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","AA/AO","AA","Heterosexual / straight","1340","[c]","22540","23230"
"New entrant CS","2023","Operational Delivery","AA/AO","AA","LGBO","150","[c]","22530","23230"
"New entrant CS","2023","Operational Delivery","AA/AO","AA","Undeclared","65","[c]","22270","23230"
"New entrant CS","2023","Operational Delivery","AA/AO","AA","Unknown","1060","[c]","22480","23230"
"New entrant CS","2023","Operational Delivery","AA/AO","AO","Heterosexual / straight","8385","[c]","24670","22520"
"New entrant CS","2023","Operational Delivery","AA/AO","AO","LGBO","920","[c]","24540","22520"
"New entrant CS","2023","Operational Delivery","AA/AO","AO","Undeclared","480","[c]","24020","22500"
"New entrant CS","2023","Operational Delivery","AA/AO","AO","Unknown","8055","[c]","24150","22500"
"New entrant CS","2023","Operational Delivery","EO","EO","Heterosexual / straight","2245","[c]","27990","27760"
"New entrant CS","2023","Operational Delivery","EO","EO","LGBO","265","[c]","27530","27650"
"New entrant CS","2023","Operational Delivery","EO","EO","Undeclared","160","[c]","27850","26960"
"New entrant CS","2023","Operational Delivery","EO","EO","Unknown","3155","[c]","27260","25880"
"New entrant CS","2023","Operational Delivery","G6/G7","G6","Heterosexual / straight","55","[c]","69260","67210"
"New entrant CS","2023","Operational Delivery","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","G6/G7","G6","Unknown","45","[c]","68010","66290"
"New entrant CS","2023","Operational Delivery","G6/G7","G7","Heterosexual / straight","145","[c]","54380","53840"
"New entrant CS","2023","Operational Delivery","G6/G7","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","G6/G7","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","G6/G7","G7","Unknown","90","[c]","53960","53400"
"New entrant CS","2023","Operational Delivery","SCS level","SCS level","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","SCS level","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","SEO/HEO","HEO","Heterosexual / straight","640","[c]","33720","33120"
"New entrant CS","2023","Operational Delivery","SEO/HEO","HEO","LGBO","95","[c]","33540","32980"
"New entrant CS","2023","Operational Delivery","SEO/HEO","HEO","Undeclared","60","[c]","33800","33120"
"New entrant CS","2023","Operational Delivery","SEO/HEO","HEO","Unknown","395","[c]","33350","32980"
"New entrant CS","2023","Operational Delivery","SEO/HEO","SEO","Heterosexual / straight","325","[c]","42590","40980"
"New entrant CS","2023","Operational Delivery","SEO/HEO","SEO","LGBO","35","[c]","40620","39670"
"New entrant CS","2023","Operational Delivery","SEO/HEO","SEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","SEO/HEO","SEO","Unknown","170","[c]","40680","39670"
"New entrant CS","2023","Operational Delivery","Unknown","Unknown","Heterosexual / straight","2540","[c]","23270","23640"
"New entrant CS","2023","Operational Delivery","Unknown","Unknown","LGBO","340","[c]","22880","23640"
"New entrant CS","2023","Operational Delivery","Unknown","Unknown","Undeclared","110","[c]","23650","23640"
"New entrant CS","2023","Operational Delivery","Unknown","Unknown","Unknown","1105","[c]","22870","23640"
"New entrant CS","2023","Operational Research","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","AA/AO","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
