"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Analysis","HM Courts and Tribunals Service","SEO","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","HM Land Registry","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","HM Revenue and Customs (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","HM Revenue and Customs (excl. agencies)","EO","15","15","28460","27890"
"In post","2023","20-29","Analysis","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","HM Revenue and Customs (excl. agencies)","G7","35","35","60290","60350"
"In post","2023","20-29","Analysis","HM Revenue and Customs (excl. agencies)","HEO","150","150","37210","39110"
"In post","2023","20-29","Analysis","HM Revenue and Customs (excl. agencies)","SEO","100","100","43700","42510"
"In post","2023","20-29","Analysis","HM Treasury (excl. agencies)","AO","10","10","23210","23210"
"In post","2023","20-29","Analysis","HM Treasury (excl. agencies)","EO","15","15","24680","24790"
"In post","2023","20-29","Analysis","HM Treasury (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","HM Treasury (excl. agencies)","G7","20","20","54540","54090"
"In post","2023","20-29","Analysis","HM Treasury (excl. agencies)","HEO","50","50","34670","33820"
"In post","2023","20-29","Analysis","HM Treasury (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Health and Safety Executive","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Health and Safety Executive","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Home Office","AA","25","25","23180","23500"
"In post","2023","20-29","Analysis","Home Office","EO","25","25","30090","29890"
"In post","2023","20-29","Analysis","Home Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Home Office","G7","40","40","60990","61260"
"In post","2023","20-29","Analysis","Home Office","HEO","95","95","35710","36420"
"In post","2023","20-29","Analysis","Home Office","SEO","80","80","43760","44020"
"In post","2023","20-29","Analysis","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Intellectual Property Office","EO","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Medicines and Healthcare Products Regulatory Agency","EO","20","20","27940","27840"
"In post","2023","20-29","Analysis","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Medicines and Healthcare Products Regulatory Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Ministry of Defence (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Ministry of Defence (excl. agencies)","EO","25","25","29410","29140"
"In post","2023","20-29","Analysis","Ministry of Defence (excl. agencies)","G7","10","10","60280","61720"
"In post","2023","20-29","Analysis","Ministry of Defence (excl. agencies)","HEO","55","55","37670","37930"
"In post","2023","20-29","Analysis","Ministry of Defence (excl. agencies)","SEO","40","40","44920","46540"
"In post","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","EO","25","25","29220","29660"
"In post","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","G7","35","35","57070","55720"
"In post","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","HEO","110","110","34350","35410"
"In post","2023","20-29","Analysis","Ministry of Justice (excl. agencies)","SEO","80","75","42380","43650"
"In post","2023","20-29","Analysis","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","National Infrastructure Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","National Infrastructure Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office for Budget Responsibility","G7","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Office for Budget Responsibility","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Office for Budget Responsibility","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","EO","15","15","27740","26870"
"In post","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","HEO","25","20","34120","33130"
"In post","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Gas and Electricity Markets","EO","10","10","26160","25940"
"In post","2023","20-29","Analysis","Office of Gas and Electricity Markets","G7","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Gas and Electricity Markets","HEO","20","20","33680","33400"
"In post","2023","20-29","Analysis","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Rail and Road","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Office of Rail and Road","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Planning Inspectorate","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Rural Payments Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Rural Payments Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Space Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Statistics Authority","AO","40","35","21280","21200"
"In post","2023","20-29","Analysis","UK Statistics Authority","EO","35","35","25180","24840"
"In post","2023","20-29","Analysis","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Statistics Authority","G7","25","25","51890","51460"
"In post","2023","20-29","Analysis","UK Statistics Authority","HEO","375","375","31910","31560"
"In post","2023","20-29","Analysis","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","UK Statistics Authority","SEO","205","200","39270","39300"
"In post","2023","20-29","Analysis","Valuation Office Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Valuation Office Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Valuation Office Agency","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Valuation Office Agency","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Water Services Regulation Authority","EO","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Water Services Regulation Authority","HEO","10","10","39920","36660"
"In post","2023","20-29","Analysis","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Welsh Revenue Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Animal and Plant Health Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Animal and Plant Health Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Animal and Plant Health Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Building Digital UK","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Building Digital UK","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Cabinet Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Cabinet Office (excl. agencies)","EO","10","10","26510","26330"
"In post","2023","20-29","Commercial","Cabinet Office (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Cabinet Office (excl. agencies)","HEO","10","10","34630","35650"
"In post","2023","20-29","Commercial","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Central Civil Service Fast Stream","HEO","80","80","30370","30130"
"In post","2023","20-29","Commercial","Centre for Environment, Fisheries and Aquaculture Science","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Crown Commercial Service","EO","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Crown Commercial Service","HEO","35","35","32240","32070"
"In post","2023","20-29","Commercial","Crown Commercial Service","SEO","10","10","39080","40510"
"In post","2023","20-29","Commercial","Crown Prosecution Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Defence Equipment and Support","AO","70","70","23920","22350"
"In post","2023","20-29","Commercial","Defence Equipment and Support","EO","15","15","25600","26000"
"In post","2023","20-29","Commercial","Defence Equipment and Support","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Defence Equipment and Support","HEO","55","55","32730","32500"
"In post","2023","20-29","Commercial","Defence Equipment and Support","SEO","35","35","41170","43400"
"In post","2023","20-29","Commercial","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Defence Science and Technology Laboratory","EO","15","15","24550","24630"
"In post","2023","20-29","Commercial","Defence Science and Technology Laboratory","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Defence Science and Technology Laboratory","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Education (excl. agencies)","EO","10","10","26000","25900"
"In post","2023","20-29","Commercial","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Education (excl. agencies)","HEO","20","20","30720","30330"
"In post","2023","20-29","Commercial","Department for Education (excl. agencies)","SEO","20","20","39050","39090"
"In post","2023","20-29","Commercial","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","10","10","31280","30320"
"In post","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for International Trade","HEO","10","10","34760","35010"
"In post","2023","20-29","Commercial","Department for International Trade","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","Department for Transport (excl. agencies)","HEO","25","25","34240","35400"
