"Status","Year","Age","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Analysis","EO","115","110","28190","27580"
"In post","2023","50-59","Analysis","G6","170","160","75100","70890"
"In post","2023","50-59","Analysis","G7","415","395","56810","57860"
"In post","2023","50-59","Analysis","HEO","230","220","34600","34300"
"In post","2023","50-59","Analysis","SCS level","65","65","94150","84420"
"In post","2023","50-59","Analysis","SEO","275","255","42060","41120"
"In post","2023","50-59","Commercial","AA","5","5","[c]","[c]"
"In post","2023","50-59","Commercial","AO","65","60","24410","22670"
"In post","2023","50-59","Commercial","EO","155","145","28550","27650"
"In post","2023","50-59","Commercial","G6","265","265","74170","70710"
"In post","2023","50-59","Commercial","G7","475","470","58380","56000"
"In post","2023","50-59","Commercial","HEO","265","255","34490","34300"
"In post","2023","50-59","Commercial","SCS level","145","140","119400","116020"
"In post","2023","50-59","Commercial","SEO","455","450","42510","42620"
"In post","2023","50-59","Commercial","Unknown","45","45","50370","45670"
"In post","2023","50-59","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Communications","AO","50","45","22850","22220"
"In post","2023","50-59","Communications","EO","130","125","29450","29510"
"In post","2023","50-59","Communications","G6","70","65","71060","71130"
"In post","2023","50-59","Communications","G7","130","125","57040","56430"
"In post","2023","50-59","Communications","HEO","190","180","35410","34600"
"In post","2023","50-59","Communications","SCS level","30","30","93420","83780"
"In post","2023","50-59","Communications","SEO","195","190","42970","42510"
"In post","2023","50-59","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","AA","10","10","22070","22200"
"In post","2023","50-59","Counter Fraud","AO","795","700","23120","22520"
"In post","2023","50-59","Counter Fraud","EO","2180","2040","29350","28130"
"In post","2023","50-59","Counter Fraud","G6","130","130","72730","71300"
"In post","2023","50-59","Counter Fraud","G7","345","335","59000","57970"
"In post","2023","50-59","Counter Fraud","HEO","1400","1350","36180","35000"
"In post","2023","50-59","Counter Fraud","SCS level","25","25","83560","80500"
"In post","2023","50-59","Counter Fraud","SEO","685","660","43180","42510"
"In post","2023","50-59","Debt","AA","10","10","21370","21250"
"In post","2023","50-59","Debt","AO","1345","1180","22660","22520"
"In post","2023","50-59","Debt","EO","410","380","29260","28130"
"In post","2023","50-59","Debt","G6","5","5","[c]","[c]"
"In post","2023","50-59","Debt","G7","15","15","57960","57970"
"In post","2023","50-59","Debt","HEO","110","100","35410","35000"
"In post","2023","50-59","Debt","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","SEO","40","40","42540","42510"
"In post","2023","50-59","Digital, Data & Technology","AA","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","AO","200","190","23430","22220"
"In post","2023","50-59","Digital, Data & Technology","EO","950","910","29060","28120"
"In post","2023","50-59","Digital, Data & Technology","G6","665","655","69780","68840"
"In post","2023","50-59","Digital, Data & Technology","G7","1615","1590","56290","56040"
"In post","2023","50-59","Digital, Data & Technology","HEO","1425","1390","35380","34640"
"In post","2023","50-59","Digital, Data & Technology","SCS level","155","150","99040","92540"
"In post","2023","50-59","Digital, Data & Technology","SEO","1840","1795","42750","42180"
"In post","2023","50-59","Digital, Data & Technology","Unknown","25","25","44440","42670"
"In post","2023","50-59","Finance","AA","30","25","21850","22520"
"In post","2023","50-59","Finance","AO","600","500","22920","22520"
"In post","2023","50-59","Finance","EO","575","550","28670","28120"
"In post","2023","50-59","Finance","G6","300","295","70690","70710"
"In post","2023","50-59","Finance","G7","670","660","56640","56340"
"In post","2023","50-59","Finance","HEO","750","725","35340","34670"
"In post","2023","50-59","Finance","SCS level","115","115","95410","88520"
"In post","2023","50-59","Finance","SEO","875","855","42750","42310"
"In post","2023","50-59","Finance","Unknown","15","15","68200","57720"
"In post","2023","50-59","Grants Management","AO","300","275","22150","22150"
"In post","2023","50-59","Grants Management","EO","165","155","26320","26390"
"In post","2023","50-59","Grants Management","G6","10","10","62080","61060"
"In post","2023","50-59","Grants Management","G7","25","25","50590","49690"
"In post","2023","50-59","Grants Management","HEO","90","85","31170","30930"
"In post","2023","50-59","Grants Management","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Grants Management","SEO","50","50","38660","38150"
"In post","2023","50-59","Human Resources","AA","20","20","21660","21380"
"In post","2023","50-59","Human Resources","AO","315","295","22720","22220"
"In post","2023","50-59","Human Resources","EO","1165","1120","29030","28120"
"In post","2023","50-59","Human Resources","G6","295","290","69850","69890"
"In post","2023","50-59","Human Resources","G7","710","695","56230","56020"
"In post","2023","50-59","Human Resources","HEO","1095","1065","36410","34450"
"In post","2023","50-59","Human Resources","SCS level","105","105","90080","82880"
"In post","2023","50-59","Human Resources","SEO","785","760","42850","41800"
"In post","2023","50-59","Human Resources","Unknown","25","20","45040","46380"
"In post","2023","50-59","Internal Audit","AO","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","EO","15","15","28850","27470"
"In post","2023","50-59","Internal Audit","G6","45","45","68360","66170"
"In post","2023","50-59","Internal Audit","G7","45","40","54790","55240"
"In post","2023","50-59","Internal Audit","HEO","40","40","35990","34970"
"In post","2023","50-59","Internal Audit","SCS level","15","15","101760","1e+05"
"In post","2023","50-59","Internal Audit","SEO","110","105","46340","45990"
"In post","2023","50-59","Legal","AA","5","5","[c]","[c]"
"In post","2023","50-59","Legal","AO","435","395","23590","22870"
"In post","2023","50-59","Legal","EO","595","550","29210","28850"
"In post","2023","50-59","Legal","G6","500","470","74260","73920"
"In post","2023","50-59","Legal","G7","1325","1235","58790","56940"
"In post","2023","50-59","Legal","HEO","340","325","35100","35000"
"In post","2023","50-59","Legal","SCS level","225","220","93780","86920"
"In post","2023","50-59","Legal","SEO","185","180","42230","42140"
"In post","2023","50-59","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","AA","3870","3520","22010","22520"
"In post","2023","50-59","No function","AO","25060","22405","24090","22400"
"In post","2023","50-59","No function","EO","28005","25890","29300","28120"
"In post","2023","50-59","No function","G6","2560","2485","72570","70840"
"In post","2023","50-59","No function","G7","5210","5090","57960","56870"
"In post","2023","50-59","No function","HEO","11675","11260","35890","34850"
"In post","2023","50-59","No function","SCS level","1210","1185","97220","89000"
"In post","2023","50-59","No function","SEO","7960","7740","44400","42860"
"In post","2023","50-59","No function","Unknown","4845","4535","32390","29050"
"In post","2023","50-59","Project Delivery","AO","85","75","23130","22520"
"In post","2023","50-59","Project Delivery","EO","455","425","28820","28130"
"In post","2023","50-59","Project Delivery","G6","820","805","70750","70550"
"In post","2023","50-59","Project Delivery","G7","1555","1520","56260","56570"
"In post","2023","50-59","Project Delivery","HEO","1080","1035","35100","34700"
"In post","2023","50-59","Project Delivery","SCS level","300","295","94920","86960"
"In post","2023","50-59","Project Delivery","SEO","1570","1535","42300","42140"
"In post","2023","50-59","Project Delivery","Unknown","390","385","52610","50330"
"In post","2023","50-59","Property","AA","205","205","19840","18830"
"In post","2023","50-59","Property","AO","335","310","23810","22520"
"In post","2023","50-59","Property","EO","490","465","28610","27810"
"In post","2023","50-59","Property","G6","185","185","68030","66860"
"In post","2023","50-59","Property","G7","470","465","56580","56180"
"In post","2023","50-59","Property","HEO","615","595","35130","34300"
"In post","2023","50-59","Property","SCS level","65","60","92980","85410"
"In post","2023","50-59","Property","SEO","640","620","43680","42860"
"In post","2023","50-59","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","AA","970","960","22480","21380"
"In post","2023","50-59","Security","AO","865","850","35250","40880"
"In post","2023","50-59","Security","EO","495","485","34790","29890"
"In post","2023","50-59","Security","G6","80","80","73270","71170"
"In post","2023","50-59","Security","G7","195","195","57810","57640"
"In post","2023","50-59","Security","HEO","450","440","39260","35040"
"In post","2023","50-59","Security","SCS level","40","40","91090","84020"
"In post","2023","50-59","Security","SEO","270","265","45510","43210"
"In post","2023","50-59","Security","Unknown","15","15","44740","42240"
"In post","2023","50-59","Unknown","AA","405","375","23780","23340"
"In post","2023","50-59","Unknown","AO","575","540","27030","26220"
"In post","2023","50-59","Unknown","EO","1020","980","30830","30610"
"In post","2023","50-59","Unknown","G6","695","675","76640","79110"
"In post","2023","50-59","Unknown","G7","1325","1285","59790","62270"
"In post","2023","50-59","Unknown","HEO","1110","1065","37590","38330"
"In post","2023","50-59","Unknown","SCS level","255","250","93930","85200"
"In post","2023","50-59","Unknown","SEO","1410","1365","47350","49370"
"In post","2023","50-59","Unknown","Unknown","440","440","47400","43120"
"In post","2023","60-64","Analysis","AO","10","10","23220","22450"
"In post","2023","60-64","Analysis","EO","35","25","27980","27470"
"In post","2023","60-64","Analysis","G6","20","20","74230","70550"
"In post","2023","60-64","Analysis","G7","95","85","54990","54050"
"In post","2023","60-64","Analysis","HEO","45","40","34940","34740"
"In post","2023","60-64","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","SEO","55","50","42460","41800"
"In post","2023","60-64","Commercial","AA","5","5","[c]","[c]"
"In post","2023","60-64","Commercial","AO","25","20","23920","23480"
"In post","2023","60-64","Commercial","EO","40","35","27890","27450"
"In post","2023","60-64","Commercial","G6","45","40","75700","72910"
"In post","2023","60-64","Commercial","G7","75","70","59600","56200"
"In post","2023","60-64","Commercial","HEO","75","70","34340","34300"
"In post","2023","60-64","Commercial","SCS level","20","20","123490","119280"
"In post","2023","60-64","Commercial","SEO","115","105","43640","43300"
"In post","2023","60-64","Commercial","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","AO","15","15","24280","22520"
"In post","2023","60-64","Communications","EO","50","45","29670","29570"
"In post","2023","60-64","Communications","G6","10","10","69870","67890"
"In post","2023","60-64","Communications","G7","15","15","57070","56180"
"In post","2023","60-64","Communications","HEO","35","30","35850","34850"
"In post","2023","60-64","Communications","SCS level","10","10","[c]","[c]"
"In post","2023","60-64","Communications","SEO","45","40","43190","42140"
"In post","2023","60-64","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Counter Fraud","AO","320","245","23250","22520"
"In post","2023","60-64","Counter Fraud","EO","795","600","29270","28120"
"In post","2023","60-64","Counter Fraud","G6","35","30","73630","71470"
"In post","2023","60-64","Counter Fraud","G7","85","65","60390","58970"
"In post","2023","60-64","Counter Fraud","HEO","335","270","36480","35000"
"In post","2023","60-64","Counter Fraud","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Counter Fraud","SEO","150","120","43740","42590"
"In post","2023","60-64","Debt","AA","10","10","21250","21250"
"In post","2023","60-64","Debt","AO","530","425","22800","22520"
"In post","2023","60-64","Debt","EO","165","130","29810","29730"
"In post","2023","60-64","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Debt","HEO","35","25","36850","36880"
"In post","2023","60-64","Debt","SEO","15","10","44670","44930"
"In post","2023","60-64","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","AO","100","95","23220","22220"
"In post","2023","60-64","Digital, Data & Technology","EO","295","245","28940","28120"
"In post","2023","60-64","Digital, Data & Technology","G6","95","90","70070","70300"
"In post","2023","60-64","Digital, Data & Technology","G7","290","270","56640","56430"
"In post","2023","60-64","Digital, Data & Technology","HEO","365","325","35540","34970"
"In post","2023","60-64","Digital, Data & Technology","SCS level","20","20","98900","88980"
"In post","2023","60-64","Digital, Data & Technology","SEO","390","350","43090","42510"
"In post","2023","60-64","Digital, Data & Technology","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Finance","AA","25","20","22020","22520"
"In post","2023","60-64","Finance","AO","235","180","22780","22520"
