"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Operational Delivery","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Policy","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Policy","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Policy","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Policy","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Policy","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Policy","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Science and Engineering","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Security","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Tax","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Tax","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Unknown","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Corporate Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","AO","Heterosexual / straight","105","[c]","22350","22520"
"New entrant CS","2023","Finance","Finance","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","AO","Unknown","65","[c]","22490","22520"
"New entrant CS","2023","Finance","Finance","EO","Heterosexual / straight","90","[c]","27540","27080"
"New entrant CS","2023","Finance","Finance","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","EO","Unknown","55","[c]","27170","27080"
"New entrant CS","2023","Finance","Finance","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","G7","Heterosexual / straight","45","[c]","54500","54380"
"New entrant CS","2023","Finance","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","HEO","Heterosexual / straight","75","[c]","34540","34000"
"New entrant CS","2023","Finance","Finance","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","HEO","Unknown","55","[c]","32210","31270"
"New entrant CS","2023","Finance","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","SEO","Heterosexual / straight","65","[c]","42250","41780"
"New entrant CS","2023","Finance","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","SEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Human Resources","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicine","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Other","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Other","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Policy","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Policy","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Policy","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Project Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Finance","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","AO","Heterosexual / straight","195","[c]","22060","22150"
"New entrant CS","2023","Grants Management","Operational Delivery","AO","LGBO","35","[c]","22130","22150"
"New entrant CS","2023","Grants Management","Operational Delivery","AO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","AO","Unknown","90","[c]","21850","22150"
"New entrant CS","2023","Grants Management","Operational Delivery","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Science and Engineering","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Grants Management","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Communications","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","AA","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","AO","Heterosexual / straight","125","[c]","22090","22220"
"New entrant CS","2023","Human Resources","Human Resources","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","AO","Unknown","70","[c]","22530","22220"
"New entrant CS","2023","Human Resources","Human Resources","EO","Heterosexual / straight","190","[c]","27610","27110"
"New entrant CS","2023","Human Resources","Human Resources","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","EO","Unknown","110","[c]","27330","27140"
"New entrant CS","2023","Human Resources","Human Resources","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","G7","Heterosexual / straight","55","[c]","53320","54330"
"New entrant CS","2023","Human Resources","Human Resources","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","HEO","Heterosexual / straight","155","[c]","33530","33830"
"New entrant CS","2023","Human Resources","Human Resources","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","HEO","Unknown","95","[c]","35300","33830"
"New entrant CS","2023","Human Resources","Human Resources","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","SEO","Heterosexual / straight","85","[c]","41920","40890"
"New entrant CS","2023","Human Resources","Human Resources","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","SEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Knowledge and Information Management","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Knowledge and Information Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","Operational Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
