"Status","Year","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Food Standards Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Operational Delivery","Outside London","60","[c]","30240","26910"
"New entrant CS","2023","Food Standards Agency","Policy","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Policy","Outside London","30","[c]","32960","31260"
"New entrant CS","2023","Food Standards Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Science and Engineering","Outside London","15","[c]","31400","30960"
"New entrant CS","2023","Food Standards Agency","Social Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","Policy","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Digital, Data and Technology","London","10","[c]","38830","38410"
"New entrant CS","2023","HM Land Registry","Digital, Data and Technology","Outside London","50","[c]","29170","28080"
"New entrant CS","2023","HM Land Registry","Economics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Human Resources","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Legal","Outside London","20","[c]","48570","56190"
"New entrant CS","2023","HM Land Registry","Operational Delivery","London","15","[c]","29150","26760"
"New entrant CS","2023","HM Land Registry","Operational Delivery","Outside London","230","[c]","24520","23390"
"New entrant CS","2023","HM Land Registry","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","Project Delivery","Outside London","20","[c]","32120","28080"
"New entrant CS","2023","HM Revenue and Customs","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Communications","Outside London","20","[c]","42630","41780"
"New entrant CS","2023","HM Revenue and Customs","Counter Fraud","London","35","[c]","32500","32260"
"New entrant CS","2023","HM Revenue and Customs","Counter Fraud","Outside London","85","[c]","28410","27650"
"New entrant CS","2023","HM Revenue and Customs","Digital, Data and Technology","London","45","[c]","43570","39110"
"New entrant CS","2023","HM Revenue and Customs","Digital, Data and Technology","Outside London","395","[c]","39060","34700"
"New entrant CS","2023","HM Revenue and Customs","Economics","London","20","[c]","39110","39110"
"New entrant CS","2023","HM Revenue and Customs","Economics","Outside London","15","[c]","29780","27650"
"New entrant CS","2023","HM Revenue and Customs","Finance","London","15","[c]","42350","45170"
"New entrant CS","2023","HM Revenue and Customs","Finance","Outside London","100","[c]","27210","22520"
"New entrant CS","2023","HM Revenue and Customs","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Human Resources","Outside London","90","[c]","31880","27650"
"New entrant CS","2023","HM Revenue and Customs","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Intelligence Analysis","Outside London","10","[c]","29620","27890"
"New entrant CS","2023","HM Revenue and Customs","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Legal","London","30","[c]","46440","39110"
"New entrant CS","2023","HM Revenue and Customs","Legal","Outside London","55","[c]","44720","52600"
"New entrant CS","2023","HM Revenue and Customs","Operational Delivery","London","185","[c]","27650","26920"
"New entrant CS","2023","HM Revenue and Customs","Operational Delivery","Outside London","2760","[c]","23050","22520"
"New entrant CS","2023","HM Revenue and Customs","Operational Research","London","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Operational Research","Outside London","90","[c]","22890","22520"
"New entrant CS","2023","HM Revenue and Customs","Other","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Policy","London","20","[c]","38150","39110"
"New entrant CS","2023","HM Revenue and Customs","Policy","Outside London","10","[c]","36940","34400"
"New entrant CS","2023","HM Revenue and Customs","Project Delivery","London","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Project Delivery","Outside London","80","[c]","40740","34550"
"New entrant CS","2023","HM Revenue and Customs","Property","London","35","[c]","31850","29000"
"New entrant CS","2023","HM Revenue and Customs","Property","Outside London","210","[c]","26970","22520"
"New entrant CS","2023","HM Revenue and Customs","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Security","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Social Research","London","10","[c]","38530","39110"
"New entrant CS","2023","HM Revenue and Customs","Social Research","Outside London","15","[c]","33760","34400"
"New entrant CS","2023","HM Revenue and Customs","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Revenue and Customs","Statistics","Outside London","15","[c]","33220","34400"
"New entrant CS","2023","HM Revenue and Customs","Tax","London","40","[c]","40700","39110"
"New entrant CS","2023","HM Revenue and Customs","Tax","Outside London","200","[c]","34070","34400"
"New entrant CS","2023","HM Revenue and Customs","Unknown","London","60","[c]","33550","26920"
"New entrant CS","2023","HM Revenue and Customs","Unknown","Outside London","470","[c]","29260","22520"
"New entrant CS","2023","HM Treasury","Communications","London","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Economics","London","35","[c]","29770","23210"
"New entrant CS","2023","HM Treasury","Economics","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Human Resources","Outside London","15","[c]","27610","24820"
"New entrant CS","2023","HM Treasury","Internal Audit","London","15","[c]","45760","43160"
"New entrant CS","2023","HM Treasury","Internal Audit","Outside London","15","[c]","51300","42500"
"New entrant CS","2023","HM Treasury","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Operational Delivery","London","25","[c]","28320","27820"
"New entrant CS","2023","HM Treasury","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Other","London","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Other","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Policy","London","120","[c]","33050","28500"
"New entrant CS","2023","HM Treasury","Policy","Outside London","45","[c]","31360","28500"
"New entrant CS","2023","HM Treasury","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Communications","London","15","[c]","40300","38280"
"New entrant CS","2023","Home Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Digital, Data and Technology","London","100","[c]","46360","43000"
"New entrant CS","2023","Home Office","Digital, Data and Technology","Outside London","105","[c]","40430","39000"
"New entrant CS","2023","Home Office","Economics","London","20","[c]","35960","36000"
"New entrant CS","2023","Home Office","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Finance","Outside London","20","[c]","29080","25880"
"New entrant CS","2023","Home Office","Human Resources","London","10","[c]","43270","32200"
"New entrant CS","2023","Home Office","Human Resources","Outside London","20","[c]","38370","32000"
"New entrant CS","2023","Home Office","Intelligence Analysis","London","10","[c]","33540","29890"
"New entrant CS","2023","Home Office","Intelligence Analysis","Outside London","55","[c]","26760","25750"
"New entrant CS","2023","Home Office","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Operational Delivery","London","1300","[c]","28550","29750"
"New entrant CS","2023","Home Office","Operational Delivery","Outside London","5530","[c]","24310","22400"
"New entrant CS","2023","Home Office","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Operational Delivery","Unknown","50","[c]","26300","25750"
"New entrant CS","2023","Home Office","Operational Research","London","10","[c]","37890","36130"
"New entrant CS","2023","Home Office","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Other","London","90","[c]","29800","29750"
"New entrant CS","2023","Home Office","Other","Outside London","95","[c]","24590","22400"
"New entrant CS","2023","Home Office","Policy","London","70","[c]","41700","36000"
"New entrant CS","2023","Home Office","Policy","Outside London","25","[c]","39210","32000"
"New entrant CS","2023","Home Office","Policy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Project Delivery","London","75","[c]","40310","36000"
"New entrant CS","2023","Home Office","Project Delivery","Outside London","35","[c]","33450","32000"
"New entrant CS","2023","Home Office","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Science and Engineering","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Security","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Security","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Social Research","London","20","[c]","39920","37500"
"New entrant CS","2023","Home Office","Social Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Statistics","London","50","[c]","25060","23500"
"New entrant CS","2023","Home Office","Statistics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Commercial","Outside London","270","[c]","31000","27720"
"New entrant CS","2023","Ministry of Defence","Communications","London","15","[c]","40470","40850"
"New entrant CS","2023","Ministry of Defence","Communications","Outside London","45","[c]","33610","30650"
"New entrant CS","2023","Ministry of Defence","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Digital, Data and Technology","London","15","[c]","45160","37850"
"New entrant CS","2023","Ministry of Defence","Digital, Data and Technology","Outside London","235","[c]","34080","32000"
"New entrant CS","2023","Ministry of Defence","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Finance","London","20","[c]","40440","31020"
"New entrant CS","2023","Ministry of Defence","Finance","Outside London","170","[c]","29390","27080"
"New entrant CS","2023","Ministry of Defence","Finance","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Geography","Outside London","50","[c]","27450","27610"
"New entrant CS","2023","Ministry of Defence","Human Resources","London","25","[c]","38670","37850"
"New entrant CS","2023","Ministry of Defence","Human Resources","Outside London","360","[c]","29700","27110"
"New entrant CS","2023","Ministry of Defence","Human Resources","Overseas","20","[c]","45280","45690"
"New entrant CS","2023","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Intelligence Analysis","London","25","[c]","34710","30950"
"New entrant CS","2023","Ministry of Defence","Intelligence Analysis","Outside London","30","[c]","29610","27140"
"New entrant CS","2023","Ministry of Defence","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Internal Audit","Outside London","10","[c]","28550","30490"
"New entrant CS","2023","Ministry of Defence","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Knowledge and Information Management","Outside London","50","[c]","28720","27080"
"New entrant CS","2023","Ministry of Defence","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Legal","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Medicine","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Medicine","Outside London","235","[c]","43890","35830"
"New entrant CS","2023","Ministry of Defence","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Operational Delivery","London","55","[c]","30990","27950"
"New entrant CS","2023","Ministry of Defence","Operational Delivery","Outside London","1030","[c]","26700","22220"
"New entrant CS","2023","Ministry of Defence","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Operational Research","Outside London","50","[c]","33840","30650"
"New entrant CS","2023","Ministry of Defence","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Other","Outside London","490","[c]","28070","22220"
"New entrant CS","2023","Ministry of Defence","Other","Unknown","150","[c]","22470","17530"
"New entrant CS","2023","Ministry of Defence","Policy","London","65","[c]","44040","38020"
"New entrant CS","2023","Ministry of Defence","Policy","Outside London","20","[c]","29180","26560"
"New entrant CS","2023","Ministry of Defence","Policy","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Project Delivery","London","25","[c]","45690","45540"
"New entrant CS","2023","Ministry of Defence","Project Delivery","Outside London","550","[c]","35820","33830"
"New entrant CS","2023","Ministry of Defence","Property","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Property","Outside London","200","[c]","31610","33830"
"New entrant CS","2023","Ministry of Defence","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Psychology","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Science and Engineering","London","15","[c]","45190","37850"
"New entrant CS","2023","Ministry of Defence","Science and Engineering","Outside London","975","[c]","33150","30650"
"New entrant CS","2023","Ministry of Defence","Science and Engineering","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Security","London","35","[c]","36590","34850"
"New entrant CS","2023","Ministry of Defence","Security","Outside London","660","[c]","29090","27500"
"New entrant CS","2023","Ministry of Defence","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Statistics","London","30","[c]","35080","37850"
"New entrant CS","2023","Ministry of Defence","Statistics","Outside London","30","[c]","30000","28580"
"New entrant CS","2023","Ministry of Defence","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Unknown","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Commercial","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Commercial","Outside London","25","[c]","29530","28480"
"New entrant CS","2023","Ministry of Justice","Communications","London","25","[c]","38730","35410"
"New entrant CS","2023","Ministry of Justice","Communications","Outside London","20","[c]","36680","37680"
"New entrant CS","2023","Ministry of Justice","Digital, Data and Technology","London","90","[c]","46360","43650"
"New entrant CS","2023","Ministry of Justice","Digital, Data and Technology","Outside London","105","[c]","40200","37680"
"New entrant CS","2023","Ministry of Justice","Economics","London","15","[c]","37180","35410"
"New entrant CS","2023","Ministry of Justice","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Finance","London","15","[c]","36370","35410"
"New entrant CS","2023","Ministry of Justice","Finance","Outside London","30","[c]","37350","31270"
"New entrant CS","2023","Ministry of Justice","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Human Resources","London","20","[c]","33800","29660"
"New entrant CS","2023","Ministry of Justice","Human Resources","Outside London","75","[c]","29520","28320"
"New entrant CS","2023","Ministry of Justice","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Intelligence Analysis","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Legal","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Legal","Outside London","65","[c]","31170","28550"
"New entrant CS","2023","Ministry of Justice","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Operational Delivery","London","1475","[c]","29690","28400"
"New entrant CS","2023","Ministry of Justice","Operational Delivery","Outside London","11980","[c]","25230","23640"
"New entrant CS","2023","Ministry of Justice","Operational Delivery","Unknown","65","[c]","25580","24070"
"New entrant CS","2023","Ministry of Justice","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Other","London","30","[c]","38830","35410"
"New entrant CS","2023","Ministry of Justice","Other","Outside London","45","[c]","34310","31270"
"New entrant CS","2023","Ministry of Justice","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Policy","London","85","[c]","36930","35410"
"New entrant CS","2023","Ministry of Justice","Policy","Outside London","50","[c]","31080","31270"
"New entrant CS","2023","Ministry of Justice","Project Delivery","London","25","[c]","35560","35410"
"New entrant CS","2023","Ministry of Justice","Project Delivery","Outside London","25","[c]","34580","31270"
"New entrant CS","2023","Ministry of Justice","Property","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Property","Outside London","30","[c]","38900","37680"
"New entrant CS","2023","Ministry of Justice","Psychology","London","15","[c]","31980","31310"
"New entrant CS","2023","Ministry of Justice","Psychology","Outside London","135","[c]","29700","28480"
"New entrant CS","2023","Ministry of Justice","Security","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Security","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Social Research","London","15","[c]","37410","35410"
"New entrant CS","2023","Ministry of Justice","Social Research","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Statistics","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Unknown","London","15","[c]","33220","35220"
"New entrant CS","2023","Ministry of Justice","Unknown","Outside London","35","[c]","33060","31270"
"New entrant CS","2023","National Crime Agency","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Commercial","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Digital, Data and Technology","Outside London","20","[c]","33590","30740"
"New entrant CS","2023","National Crime Agency","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Finance","Outside London","10","[c]","33560","25030"
"New entrant CS","2023","National Crime Agency","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Human Resources","Outside London","25","[c]","34680","30740"
"New entrant CS","2023","National Crime Agency","Legal","London","10","[c]","45140","34340"
"New entrant CS","2023","National Crime Agency","Operational Delivery","London","105","[c]","41710","38270"
"New entrant CS","2023","National Crime Agency","Operational Delivery","Outside London","275","[c]","36010","36040"
"New entrant CS","2023","National Crime Agency","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Project Delivery","Outside London","15","[c]","40030","38640"
"New entrant CS","2023","National Crime Agency","Property","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Security","London","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Security","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","15","[c]","34200","32800"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","15","[c]","31270","27140"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","30","[c]","66920","72470"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","245","[c]","62150","52750"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","25","[c]","23390","22490"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Other","London","10","[c]","30890","30070"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Other","Outside London","35","[c]","23470","22490"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","London","15","[c]","38120","36330"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","25","[c]","32330","32800"
"New entrant CS","2023","Office of Gas and Electricity Markets","Communications","London","15","[c]","48350","45000"
"New entrant CS","2023","Office of Gas and Electricity Markets","Communications","Outside London","10","[c]","37840","36880"
"New entrant CS","2023","Office of Gas and Electricity Markets","Corporate Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","London","40","[c]","51380","46160"
"New entrant CS","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","30","[c]","43260","42410"
"New entrant CS","2023","Office of Gas and Electricity Markets","Economics","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Economics","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Finance","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Human Resources","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Human Resources","Outside London","15","[c]","37380","38500"
"New entrant CS","2023","Office of Gas and Electricity Markets","Legal","London","20","[c]","52710","55000"
"New entrant CS","2023","Office of Gas and Electricity Markets","Legal","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Gas and Electricity Markets","Operational Delivery","London","35","[c]","32180","26400"
"New entrant CS","2023","Office of Gas and Electricity Markets","Operational Delivery","Outside London","80","[c]","26540","23450"
"New entrant CS","2023","Office of Gas and Electricity Markets","Policy","London","55","[c]","43960","37000"
"New entrant CS","2023","Office of Gas and Electricity Markets","Policy","Outside London","25","[c]","43740","39250"
"New entrant CS","2023","Office of Gas and Electricity Markets","Project Delivery","London","25","[c]","47280","40000"
"New entrant CS","2023","Office of Gas and Electricity Markets","Project Delivery","Outside London","10","[c]","45240","43650"
"New entrant CS","2023","Office of Gas and Electricity Markets","Science and Engineering","London","[c]","[c]","[c]","[c]"
