"Status","Year","Disability","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Other","Male","65","[c]","25560","21690"
"New entrant CS","2023","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Policy","Female","115","[c]","35820","33830"
"New entrant CS","2023","Declared disabled","Policy","Male","75","[c]","36470","35020"
"New entrant CS","2023","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Female","55","[c]","33590","30850"
"New entrant CS","2023","Declared disabled","Project Delivery","Male","30","[c]","35160","34050"
"New entrant CS","2023","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Psychology","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Science and Engineering","Female","40","[c]","31270","28840"
"New entrant CS","2023","Declared disabled","Science and Engineering","Male","60","[c]","32320","30650"
"New entrant CS","2023","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Female","235","[c]","30790","29100"
"New entrant CS","2023","Declared disabled","Unknown","Male","145","[c]","30230","28840"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Female","150","[c]","42720","34170"
"New entrant CS","2023","Declared non-disabled","Commercial","Male","120","[c]","47150","38470"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Female","165","[c]","37180","34510"
"New entrant CS","2023","Declared non-disabled","Communications","Male","75","[c]","37010","34260"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Corporate Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Corporate Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Female","200","[c]","27380","25610"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Male","155","[c]","28000","26960"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","Female","505","[c]","39790","37760"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","Male","905","[c]","42790","39110"
"New entrant CS","2023","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Economics","Female","60","[c]","35130","33130"
"New entrant CS","2023","Declared non-disabled","Economics","Male","140","[c]","33250","31560"
"New entrant CS","2023","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Female","200","[c]","36150","33830"
"New entrant CS","2023","Declared non-disabled","Finance","Male","150","[c]","35210","30140"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Geography","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Geography","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Female","320","[c]","35550","31270"
"New entrant CS","2023","Declared non-disabled","Human Resources","Male","135","[c]","32260","27770"
"New entrant CS","2023","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Inspector of Education and Training","Female","205","[c]","58840","52750"
"New entrant CS","2023","Declared non-disabled","Inspector of Education and Training","Male","80","[c]","67280","72470"
"New entrant CS","2023","Declared non-disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intelligence Analysis","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intelligence Analysis","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","International Trade","Female","105","[c]","39800","39510"
"New entrant CS","2023","Declared non-disabled","International Trade","Male","125","[c]","42590","40570"
"New entrant CS","2023","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","Female","60","[c]","32740","29470"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","Male","35","[c]","31970","31780"
"New entrant CS","2023","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Female","370","[c]","45210","49050"
"New entrant CS","2023","Declared non-disabled","Legal","Male","195","[c]","46280","49050"
"New entrant CS","2023","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","Female","7665","[c]","24940","23640"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","Male","5645","[c]","26680","25100"
"New entrant CS","2023","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other","Female","400","[c]","27010","21690"
"New entrant CS","2023","Declared non-disabled","Other","Male","250","[c]","29480","21690"
"New entrant CS","2023","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","Female","35","[c]","45250","43740"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","Male","35","[c]","51260","43740"
"New entrant CS","2023","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Policy","Female","595","[c]","37460","34170"
"New entrant CS","2023","Declared non-disabled","Policy","Male","465","[c]","39030","35040"
"New entrant CS","2023","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Female","295","[c]","38400","34400"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Male","240","[c]","42840","38960"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Female","125","[c]","33080","29080"
"New entrant CS","2023","Declared non-disabled","Property","Male","155","[c]","34930","30630"
"New entrant CS","2023","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Psychology","Female","90","[c]","30030","28480"
"New entrant CS","2023","Declared non-disabled","Psychology","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Science and Engineering","Female","160","[c]","32570","30350"
"New entrant CS","2023","Declared non-disabled","Science and Engineering","Male","300","[c]","37270","33500"
"New entrant CS","2023","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Female","45","[c]","30040","28120"
"New entrant CS","2023","Declared non-disabled","Security","Male","75","[c]","34260","31270"
"New entrant CS","2023","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Social Research","Female","90","[c]","35280","33130"
"New entrant CS","2023","Declared non-disabled","Social Research","Male","30","[c]","37770","34300"
"New entrant CS","2023","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Statistics","Female","75","[c]","32840","31560"
"New entrant CS","2023","Declared non-disabled","Statistics","Male","85","[c]","32280","31560"
"New entrant CS","2023","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Tax","Female","75","[c]","35240","34400"
"New entrant CS","2023","Declared non-disabled","Tax","Male","70","[c]","34630","34400"
"New entrant CS","2023","Declared non-disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Female","885","[c]","32860","29100"
"New entrant CS","2023","Declared non-disabled","Unknown","Male","710","[c]","34020","29100"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Veterinarian","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Veterinarian","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Male","50","[c]","43170","41480"
"New entrant CS","2023","Undeclared","Economics","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Economics","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Geography","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Geography","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Female","350","[c]","25180","23230"
"New entrant CS","2023","Undeclared","Operational Delivery","Male","295","[c]","26090","23640"
"New entrant CS","2023","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Policy","Female","45","[c]","33540","31350"
"New entrant CS","2023","Undeclared","Policy","Male","50","[c]","37400","34720"
"New entrant CS","2023","Undeclared","Project Delivery","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Science and Engineering","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Science and Engineering","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Statistics","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Tax","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Tax","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Female","45","[c]","29790","29100"
"New entrant CS","2023","Undeclared","Unknown","Male","40","[c]","35360","30920"
"New entrant CS","2023","Undeclared","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","Female","185","[c]","32020","29000"
"New entrant CS","2023","Unknown","Commercial","Male","145","[c]","32420","30320"
"New entrant CS","2023","Unknown","Communications","Female","155","[c]","36990","35410"
"New entrant CS","2023","Unknown","Communications","Male","100","[c]","39360","37880"
"New entrant CS","2023","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Counter Fraud","Female","40","[c]","29360","27650"
"New entrant CS","2023","Unknown","Counter Fraud","Male","60","[c]","30180","28120"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Female","365","[c]","38550","35570"
"New entrant CS","2023","Unknown","Digital, Data and Technology","Male","795","[c]","39830","36000"
"New entrant CS","2023","Unknown","Economics","Female","50","[c]","33200","33950"
"New entrant CS","2023","Unknown","Economics","Male","80","[c]","34710","34480"
"New entrant CS","2023","Unknown","Finance","Female","190","[c]","31430","27860"
"New entrant CS","2023","Unknown","Finance","Male","160","[c]","32370","29660"
"New entrant CS","2023","Unknown","Geography","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Geography","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","Female","375","[c]","31310","27690"
"New entrant CS","2023","Unknown","Human Resources","Male","235","[c]","32320","30080"
"New entrant CS","2023","Unknown","Inspector of Education and Training","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Intelligence Analysis","Female","45","[c]","28020","25880"
"New entrant CS","2023","Unknown","Intelligence Analysis","Male","75","[c]","30660","27650"
"New entrant CS","2023","Unknown","Internal Audit","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","International Trade","Female","110","[c]","40030","39700"
"New entrant CS","2023","Unknown","International Trade","Male","120","[c]","42710","41910"
"New entrant CS","2023","Unknown","Knowledge and Information Management","Female","45","[c]","30830","27080"
"New entrant CS","2023","Unknown","Knowledge and Information Management","Male","35","[c]","30800","27930"
"New entrant CS","2023","Unknown","Legal","Female","130","[c]","43380","39780"
"New entrant CS","2023","Unknown","Legal","Male","60","[c]","44610","49050"
"New entrant CS","2023","Unknown","Medicine","Female","220","[c]","48580","40590"
"New entrant CS","2023","Unknown","Medicine","Male","75","[c]","65590","51020"
"New entrant CS","2023","Unknown","Operational Delivery","Female","9070","[c]","25600","23640"
"New entrant CS","2023","Unknown","Operational Delivery","Male","7470","[c]","26700","25750"
"New entrant CS","2023","Unknown","Operational Research","Female","70","[c]","28100","22520"
"New entrant CS","2023","Unknown","Operational Research","Male","85","[c]","28880","23730"
"New entrant CS","2023","Unknown","Other","Female","390","[c]","26780","24750"
"New entrant CS","2023","Unknown","Other","Male","530","[c]","26650","22220"
"New entrant CS","2023","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning Inspectors","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning Inspectors","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Policy","Female","480","[c]","36820","33000"
"New entrant CS","2023","Unknown","Policy","Male","305","[c]","38440","33850"
"New entrant CS","2023","Unknown","Project Delivery","Female","405","[c]","34590","32000"
"New entrant CS","2023","Unknown","Project Delivery","Male","400","[c]","38700","36000"
"New entrant CS","2023","Unknown","Property","Female","125","[c]","29660","27080"
"New entrant CS","2023","Unknown","Property","Male","220","[c]","33790","33420"
"New entrant CS","2023","Unknown","Psychology","Female","40","[c]","33720","30940"
"New entrant CS","2023","Unknown","Psychology","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Science and Engineering","Female","315","[c]","31880","28840"
"New entrant CS","2023","Unknown","Science and Engineering","Male","635","[c]","32500","30650"
"New entrant CS","2023","Unknown","Security","Female","135","[c]","29300","27080"
"New entrant CS","2023","Unknown","Security","Male","530","[c]","30080","27500"
"New entrant CS","2023","Unknown","Social Research","Female","50","[c]","36710","36400"
"New entrant CS","2023","Unknown","Social Research","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Statistics","Female","80","[c]","29840","28840"
"New entrant CS","2023","Unknown","Statistics","Male","95","[c]","30450","28840"
"New entrant CS","2023","Unknown","Tax","Female","35","[c]","34960","34400"
"New entrant CS","2023","Unknown","Tax","Male","35","[c]","37350","34400"
"New entrant CS","2023","Unknown","Unknown","Female","1740","[c]","31410","29100"
"New entrant CS","2023","Unknown","Unknown","Male","1300","[c]","32870","29100"
"New entrant CS","2023","Unknown","Veterinarian","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
