"Status","Year","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Communications","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HEO","Heterosexual / straight","65","[c]","34300","33610"
"Leaver Dept.","2023","Communications","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HEO","Unknown","40","[c]","33140","32480"
"Leaver Dept.","2023","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SEO","Heterosexual / straight","40","[c]","42220","41870"
"Leaver Dept.","2023","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","EO","Heterosexual / straight","85","[c]","29020","28120"
"Leaver Dept.","2023","Counter Fraud","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","EO","Unknown","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","AO","Heterosexual / straight","35","[c]","21610","21690"
"Leaver Dept.","2023","Debt","AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","AO","Unknown","130","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","EO","Heterosexual / straight","70","[c]","27630","27170"
"Leaver Dept.","2023","Digital, Data & Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","EO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","G6","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","G7","Heterosexual / straight","90","[c]","54580","54540"
"Leaver Dept.","2023","Digital, Data & Technology","G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","G7","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HEO","Heterosexual / straight","110","[c]","33470","33430"
"Leaver Dept.","2023","Digital, Data & Technology","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HEO","Unknown","85","[c]","32290","32000"
"Leaver Dept.","2023","Digital, Data & Technology","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","SEO","Heterosexual / straight","105","[c]","41640","40580"
"Leaver Dept.","2023","Digital, Data & Technology","SEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","SEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","SEO","Unknown","55","[c]","41170","41200"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","EO","Heterosexual / straight","50","[c]","28120","27530"
"Leaver Dept.","2023","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G6","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G7","Heterosexual / straight","50","[c]","54380","53160"
"Leaver Dept.","2023","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HEO","Heterosexual / straight","55","[c]","34380","34170"
"Leaver Dept.","2023","Finance","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","HEO","Unknown","70","[c]","33000","33250"
"Leaver Dept.","2023","Finance","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO","Heterosexual / straight","60","[c]","40600","40480"
"Leaver Dept.","2023","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","SEO","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","AO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AO","Heterosexual / straight","65","[c]","22280","21830"
"Leaver Dept.","2023","Human Resources","AO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","EO","Heterosexual / straight","100","[c]","27550","27570"
"Leaver Dept.","2023","Human Resources","EO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","EO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G6","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G7","Heterosexual / straight","65","[c]","54210","54730"
"Leaver Dept.","2023","Human Resources","G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HEO","Heterosexual / straight","165","[c]","33040","32640"
"Leaver Dept.","2023","Human Resources","HEO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","HEO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO","Heterosexual / straight","100","[c]","40850","40610"
"Leaver Dept.","2023","Human Resources","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","Heterosexual / straight","45","[c]","27720","27760"
"Leaver Dept.","2023","Legal","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G6","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G7","Heterosexual / straight","45","[c]","53840","52020"
"Leaver Dept.","2023","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","AA","Heterosexual / straight","75","[c]","20460","19930"
"Leaver Dept.","2023","No function","AA","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","AA","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","AO","Heterosexual / straight","1040","[c]","22140","21690"
"Leaver Dept.","2023","No function","AO","LGBO","95","[c]","22230","21690"
"Leaver Dept.","2023","No function","AO","Undeclared","115","[c]","22220","21690"
"Leaver Dept.","2023","No function","AO","Unknown","720","[c]","22550","21780"
"Leaver Dept.","2023","No function","EO","Heterosexual / straight","1735","[c]","28290","28120"
"Leaver Dept.","2023","No function","EO","LGBO","160","[c]","28250","28120"
"Leaver Dept.","2023","No function","EO","Undeclared","140","[c]","28210","27910"
"Leaver Dept.","2023","No function","EO","Unknown","510","[c]","28160","28120"
"Leaver Dept.","2023","No function","G6","Heterosexual / straight","205","[c]","67220","66290"
"Leaver Dept.","2023","No function","G6","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","G6","Undeclared","35","[c]","66390","66250"
"Leaver Dept.","2023","No function","G6","Unknown","80","[c]","66380","65710"
"Leaver Dept.","2023","No function","G7","Heterosexual / straight","605","[c]","55180","54700"
"Leaver Dept.","2023","No function","G7","LGBO","75","[c]","54470","54700"
"Leaver Dept.","2023","No function","G7","Undeclared","75","[c]","55050","54700"
"Leaver Dept.","2023","No function","G7","Unknown","215","[c]","55870","55070"
"Leaver Dept.","2023","No function","HEO","Heterosexual / straight","1010","[c]","33930","34170"
"Leaver Dept.","2023","No function","HEO","LGBO","125","[c]","34020","33920"
"Leaver Dept.","2023","No function","HEO","Undeclared","125","[c]","34240","34170"
"Leaver Dept.","2023","No function","HEO","Unknown","435","[c]","34350","34550"
"Leaver Dept.","2023","No function","SCS level","Heterosexual / straight","150","[c]","88600","80360"
"Leaver Dept.","2023","No function","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","SCS level","Unknown","40","[c]","88010","76160"
"Leaver Dept.","2023","No function","SEO","Heterosexual / straight","650","[c]","41130","40860"
"Leaver Dept.","2023","No function","SEO","LGBO","85","[c]","40830","40510"
"Leaver Dept.","2023","No function","SEO","Undeclared","75","[c]","40970","41440"
"Leaver Dept.","2023","No function","SEO","Unknown","225","[c]","41550","41660"
"Leaver Dept.","2023","No function","Unknown","Heterosexual / straight","105","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","EO","Heterosexual / straight","35","[c]","27630","27400"
"Leaver Dept.","2023","Project Delivery","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","EO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","G6","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","G7","Heterosexual / straight","45","[c]","52470","52100"
"Leaver Dept.","2023","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","G7","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HEO","Heterosexual / straight","80","[c]","34710","34170"
"Leaver Dept.","2023","Project Delivery","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","HEO","Unknown","95","[c]","32210","32000"
"Leaver Dept.","2023","Project Delivery","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","SEO","Heterosexual / straight","70","[c]","40770","40820"
"Leaver Dept.","2023","Project Delivery","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","SEO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HEO","Heterosexual / straight","35","[c]","33840","33770"
"Leaver Dept.","2023","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","AA","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","AA","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","AO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","EO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","G7","Undeclared","[c]","[c]","[c]","[c]"
