"Status","Year","Disability","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Undeclared","White","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Grants Management","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Legal","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","No function","Heterosexual / straight","295","[c]","27370","23640"
"New entrant CS","2023","Undeclared","White","No function","LGBO","85","[c]","26130","23230"
"New entrant CS","2023","Undeclared","White","No function","Undeclared","70","[c]","29370","27320"
"New entrant CS","2023","Undeclared","White","No function","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Unknown","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Analysis","Heterosexual / straight","35","[c]","34040","31060"
"New entrant CS","2023","Unknown","Asian","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Analysis","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Counter Fraud","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Debt","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Debt","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Digital, Data & Technology","Heterosexual / straight","60","[c]","38610","37590"
"New entrant CS","2023","Unknown","Asian","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Digital, Data & Technology","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Finance","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Finance","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Human Resources","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Legal","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","No function","Heterosexual / straight","335","[c]","29790","26400"
"New entrant CS","2023","Unknown","Asian","No function","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","No function","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","No function","Unknown","95","[c]","30570","27650"
"New entrant CS","2023","Unknown","Asian","Project Delivery","Heterosexual / straight","45","[c]","37930","34970"
"New entrant CS","2023","Unknown","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Project Delivery","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Property","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Security","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Unknown","Heterosexual / straight","35","[c]","32670","29100"
"New entrant CS","2023","Unknown","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Analysis","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Commercial","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Debt","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Digital, Data & Technology","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","No function","Heterosexual / straight","145","[c]","29150","26400"
"New entrant CS","2023","Unknown","Black","No function","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","No function","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","No function","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Project Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Project Delivery","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Analysis","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Digital, Data & Technology","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Legal","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","No function","Heterosexual / straight","95","[c]","29560","26470"
"New entrant CS","2023","Unknown","Mixed","No function","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","No function","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","No function","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Project Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Legal","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","No function","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","No function","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
