"Status","Year","Organisation","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Valuation Office Agency","Operational Delivery","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Operational Delivery","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Property","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Property","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Property","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Statistics","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Statistics","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Valuation Office Agency","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Vehicle Certification Agency","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Vehicle Certification Agency","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Vehicle Certification Agency","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Vehicle Certification Agency","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Vehicle Certification Agency","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Vehicle Certification Agency","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Vehicle Certification Agency","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Vehicle Certification Agency","Science and Engineering","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinary Medicines Directorate","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinary Medicines Directorate","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinary Medicines Directorate","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinary Medicines Directorate","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Water Services Regulation Authority","Science and Engineering","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Human Resources","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Medicine","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Medicine","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Operational Delivery","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Operational Delivery","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Policy","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Policy","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","Tax","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","Tax","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","Unknown","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","Unknown","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","Science and Engineering","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Finance","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Finance","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Operational Delivery","Outside London","Female","245","[c]","25380","22150"
"New entrant CS","2023","Animal and Plant Health Agency","Operational Delivery","Outside London","Male","170","[c]","25930","23670"
"New entrant CS","2023","Animal and Plant Health Agency","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Science and Engineering","Outside London","Female","50","[c]","28250","25340"
"New entrant CS","2023","Animal and Plant Health Agency","Science and Engineering","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Unknown","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Veterinarian","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Veterinarian","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Communications","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Communications","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Legal","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Legal","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Other","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Other","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Policy","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","Policy","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Other","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Other","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Policy","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Policy","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Project Delivery","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Project Delivery","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Project Delivery","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","Project Delivery","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Communications","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Communications","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Economics","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Economics","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Finance","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Finance","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Human Resources","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Human Resources","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Human Resources","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Policy","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Policy","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Security","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Security","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Security","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","London","Female","75","[c]","35380","28050"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","London","Male","80","[c]","39390","28050"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","Outside London","Female","90","[c]","31150","24330"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","Outside London","Male","90","[c]","30000","24330"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Commercial","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Commercial","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Digital, Data and Technology","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Digital, Data and Technology","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Digital, Data and Technology","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Digital, Data and Technology","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Finance","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Finance","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Finance","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Project Delivery","London","Female","40","[c]","28840","28840"
"New entrant CS","2023","Central Civil Service Fast Stream","Project Delivery","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Project Delivery","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Project Delivery","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Property","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Property","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Property","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","Science and Engineering","London","Female","15","[c]","[c]","[c]"
