"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Cabinet Office","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","EO","Heterosexual / straight","50","45","27320","27860"
"In post","2023","Cabinet Office","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","G6/G7","Heterosexual / straight","470","460","58190","56430"
"In post","2023","Cabinet Office","Digital, Data and Technology","G6/G7","LGBO","65","65","57060","56430"
"In post","2023","Cabinet Office","Digital, Data and Technology","G6/G7","Undeclared","65","65","58560","56430"
"In post","2023","Cabinet Office","Digital, Data and Technology","G6/G7","Unknown","85","80","58490","56430"
"In post","2023","Cabinet Office","Digital, Data and Technology","SCS level","Heterosexual / straight","40","40","100270","96140"
"In post","2023","Cabinet Office","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","295","295","37700","38420"
"In post","2023","Cabinet Office","Digital, Data and Technology","SEO/HEO","LGBO","45","45","36250","35240"
"In post","2023","Cabinet Office","Digital, Data and Technology","SEO/HEO","Undeclared","40","40","37620","37200"
"In post","2023","Cabinet Office","Digital, Data and Technology","SEO/HEO","Unknown","170","165","32600","30130"
"In post","2023","Cabinet Office","Economics","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","G6/G7","Heterosexual / straight","60","60","58380","58070"
"In post","2023","Cabinet Office","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","SCS level","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Cabinet Office","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","SEO/HEO","Heterosexual / straight","100","100","36600","35650"
"In post","2023","Cabinet Office","Finance","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Finance","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Finance","SEO/HEO","Unknown","65","65","31500","30130"
"In post","2023","Cabinet Office","Human Resources","AA/AO","Heterosexual / straight","105","95","21760","21720"
"In post","2023","Cabinet Office","Human Resources","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","EO","Heterosexual / straight","120","115","26350","26030"
"In post","2023","Cabinet Office","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","G6/G7","Heterosexual / straight","225","215","58580","56880"
"In post","2023","Cabinet Office","Human Resources","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","SCS level","Heterosexual / straight","35","30","91200","78430"
"In post","2023","Cabinet Office","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","SEO/HEO","Heterosexual / straight","275","260","37350","38460"
"In post","2023","Cabinet Office","Human Resources","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Human Resources","SEO/HEO","Unknown","35","35","37360","37210"
"In post","2023","Cabinet Office","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","SCS level","Heterosexual / straight","30","30","87670","81640"
"In post","2023","Cabinet Office","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Legal","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Legal","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","G6/G7","Heterosexual / straight","65","65","56660","54670"
"In post","2023","Cabinet Office","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Other","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Policy","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Policy","G6/G7","Heterosexual / straight","130","125","58240","56430"
"In post","2023","Cabinet Office","Policy","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Policy","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Cabinet Office","Policy","G6/G7","Unknown","40","40","59930","56430"
"In post","2023","Cabinet Office","Policy","SCS level","Heterosexual / straight","10","10","[c]","[c]"
