"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","London","G6/G7","30","[c]","58530","55570"
"Leaver Dept.","2023","Unknown","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","London","SEO/HEO","45","[c]","39110","39150"
"Leaver Dept.","2023","Unknown","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","Outside London","EO","15","[c]","28490","28120"
"Leaver Dept.","2023","Unknown","Policy","Outside London","G6/G7","15","[c]","55960","53190"
"Leaver Dept.","2023","Unknown","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","Outside London","SEO/HEO","45","[c]","37860","38160"
"Leaver Dept.","2023","Unknown","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","London","SEO/HEO","20","[c]","31270","32000"
"Leaver Dept.","2023","Unknown","Science and Engineering","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","London","EO","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","London","G6/G7","150","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","London","SCS level","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","London","SEO/HEO","395","[c]","31990","32000"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","AA/AO","25","[c]","25960","26600"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","EO","45","[c]","28980","29450"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","G6/G7","60","[c]","65730","65280"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","SEO/HEO","165","[c]","36340","33520"
"Leaver Dept.","2023","Unknown","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Overseas","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","London","SEO/HEO","20","[c]","38550","35410"
"New entrant CS","2023","Analysis","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Digital, Data and Technology","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","London","AA/AO","30","[c]","23360","23210"
"New entrant CS","2023","Analysis","Economics","London","EO","30","[c]","28960","29000"
"New entrant CS","2023","Analysis","Economics","London","G6/G7","15","[c]","60130","58370"
"New entrant CS","2023","Analysis","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","London","SEO/HEO","130","[c]","35410","35010"
"New entrant CS","2023","Analysis","Economics","Outside London","AA/AO","40","[c]","21430","21200"
"New entrant CS","2023","Analysis","Economics","Outside London","EO","25","[c]","25610","25310"
"New entrant CS","2023","Analysis","Economics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Economics","Outside London","SEO/HEO","60","[c]","33250","32000"
"New entrant CS","2023","Analysis","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Intelligence Analysis","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","London","EO","15","[c]","28340","27840"
"New entrant CS","2023","Analysis","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","Outside London","EO","10","[c]","25140","24840"
"New entrant CS","2023","Analysis","Operational Delivery","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Delivery","Outside London","SEO/HEO","40","[c]","32580","31060"
"New entrant CS","2023","Analysis","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","London","SEO/HEO","25","[c]","37620","36080"
"New entrant CS","2023","Analysis","Operational Research","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Operational Research","Outside London","SEO/HEO","40","[c]","32650","31560"
"New entrant CS","2023","Analysis","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","London","EO","15","[c]","29940","30090"
"New entrant CS","2023","Analysis","Other","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","London","SEO/HEO","35","[c]","37470","35410"
"New entrant CS","2023","Analysis","Other","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","Outside London","SEO/HEO","50","[c]","34250","31270"
"New entrant CS","2023","Analysis","Other","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Other","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","London","SEO/HEO","10","[c]","38610","39150"
"New entrant CS","2023","Analysis","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Policy","Outside London","SEO/HEO","10","[c]","33640","34170"
"New entrant CS","2023","Analysis","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Science and Engineering","Outside London","AA/AO","45","[c]","21430","22150"
"New entrant CS","2023","Analysis","Science and Engineering","Outside London","EO","15","[c]","25750","25920"
"New entrant CS","2023","Analysis","Science and Engineering","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Science and Engineering","Outside London","SEO/HEO","110","[c]","31490","30650"
"New entrant CS","2023","Analysis","Social Research","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","London","SEO/HEO","70","[c]","36920","36670"
"New entrant CS","2023","Analysis","Social Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Social Research","Outside London","SEO/HEO","105","[c]","33900","31560"
"New entrant CS","2023","Analysis","Statistics","London","AA/AO","45","[c]","24590","23500"
"New entrant CS","2023","Analysis","Statistics","London","EO","25","[c]","29900","29920"
"New entrant CS","2023","Analysis","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","London","SEO/HEO","80","[c]","34430","34250"
"New entrant CS","2023","Analysis","Statistics","Outside London","AA/AO","25","[c]","21430","21380"
"New entrant CS","2023","Analysis","Statistics","Outside London","EO","40","[c]","26810","26870"
"New entrant CS","2023","Analysis","Statistics","Outside London","G6/G7","15","[c]","56220","52000"
"New entrant CS","2023","Analysis","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Statistics","Outside London","SEO/HEO","105","[c]","34100","33130"
"New entrant CS","2023","Analysis","Statistics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","London","EO","10","[c]","26920","25750"
"New entrant CS","2023","Analysis","Unknown","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","London","SEO/HEO","10","[c]","36620","38000"
"New entrant CS","2023","Analysis","Unknown","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Unknown","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","London","EO","15","[c]","27450","27950"
"New entrant CS","2023","Commercial","Commercial","London","G6/G7","15","[c]","70870","70000"
"New entrant CS","2023","Commercial","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","London","SEO/HEO","65","[c]","33930","34440"
"New entrant CS","2023","Commercial","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","Outside London","AA/AO","80","[c]","22410","22150"
"New entrant CS","2023","Commercial","Commercial","Outside London","EO","95","[c]","26670","27080"
"New entrant CS","2023","Commercial","Commercial","Outside London","G6/G7","85","[c]","67190","68000"
"New entrant CS","2023","Commercial","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Commercial","Outside London","SEO/HEO","235","[c]","35550","33830"
"New entrant CS","2023","Commercial","Commercial","Outside London","Unknown","25","[c]","33990","32500"
"New entrant CS","2023","Commercial","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","London","EO","15","[c]","31760","32300"
"New entrant CS","2023","Commercial","Operational Delivery","London","G6/G7","10","[c]","58950","54710"
"New entrant CS","2023","Commercial","Operational Delivery","London","SEO/HEO","15","[c]","40370","42000"
"New entrant CS","2023","Commercial","Operational Delivery","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Other","Outside London","SEO/HEO","10","[c]","33210","31410"
"New entrant CS","2023","Commercial","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Project Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Science and Engineering","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Science and Engineering","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Outside London","G6/G7","10","[c]","64550","65500"
"New entrant CS","2023","Commercial","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","London","AA/AO","15","[c]","23620","24400"
"New entrant CS","2023","Communications","Communications","London","EO","45","[c]","28960","29080"
"New entrant CS","2023","Communications","Communications","London","G6/G7","30","[c]","60700","59140"
"New entrant CS","2023","Communications","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","London","SEO/HEO","160","[c]","39020","38600"
"New entrant CS","2023","Communications","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","Outside London","AA/AO","20","[c]","22290","22220"
"New entrant CS","2023","Communications","Communications","Outside London","EO","45","[c]","26040","26500"
"New entrant CS","2023","Communications","Communications","Outside London","G6/G7","30","[c]","56420","53740"
"New entrant CS","2023","Communications","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Communications","Outside London","SEO/HEO","160","[c]","35720","34000"
"New entrant CS","2023","Communications","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Human Resources","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Knowledge and Information Management","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Policy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Unknown","London","SEO/HEO","15","[c]","35950","35400"
"New entrant CS","2023","Communications","Unknown","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Counter Fraud","London","AA/AO","20","[c]","26170","25610"
"New entrant CS","2023","Counter Fraud","Counter Fraud","London","EO","50","[c]","30110","32260"
"New entrant CS","2023","Counter Fraud","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Counter Fraud","London","SEO/HEO","20","[c]","38470","39150"
"New entrant CS","2023","Counter Fraud","Counter Fraud","Outside London","AA/AO","210","[c]","23080","21690"
"New entrant CS","2023","Counter Fraud","Counter Fraud","Outside London","EO","145","[c]","27920","27890"
"New entrant CS","2023","Counter Fraud","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Counter Fraud","Outside London","SEO/HEO","65","[c]","34680","34170"
"New entrant CS","2023","Counter Fraud","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Digital, Data and Technology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Digital, Data and Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Intelligence Analysis","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Intelligence Analysis","Outside London","EO","10","[c]","27870","27890"
"New entrant CS","2023","Counter Fraud","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Knowledge and Information Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Knowledge and Information Management","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Legal","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Legal","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Operational Delivery","Outside London","AA/AO","15","[c]","22520","22520"
"New entrant CS","2023","Counter Fraud","Operational Delivery","Outside London","EO","25","[c]","27760","27650"
"New entrant CS","2023","Counter Fraud","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Operational Delivery","Outside London","SEO/HEO","10","[c]","35180","34400"
"New entrant CS","2023","Counter Fraud","Other","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Other","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Policy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Tax","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Tax","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Tax","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Unknown","London","EO","10","[c]","31750","31980"
"New entrant CS","2023","Counter Fraud","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
