"Status","Year","Age","Disability","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Unknown","Unknown","East Midlands (England)","35","30","24270","23230"
"In post","2023","16-19","Unknown","Unknown","East of England","25","20","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","London","45","45","27890","26630"
"In post","2023","16-19","Unknown","Unknown","North East (England)","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","North West (England)","60","55","23240","22400"
"In post","2023","16-19","Unknown","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Scotland","75","70","22410","22220"
"In post","2023","16-19","Unknown","Unknown","South East (England)","75","75","23260","22520"
"In post","2023","16-19","Unknown","Unknown","South West (England)","70","70","19780","18780"
"In post","2023","16-19","Unknown","Unknown","Unknown","35","35","20430","17650"
"In post","2023","16-19","Unknown","Unknown","Wales","50","45","21370","22280"
"In post","2023","16-19","Unknown","Unknown","West Midlands (England)","30","30","24240","22520"
"In post","2023","16-19","Unknown","Unknown","Yorkshire and The Humber","50","45","24150","22880"
"In post","2023","16-19","Unknown","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","White","East of England","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","White","London","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","White","North East (England)","10","5","[c]","[c]"
"In post","2023","16-19","Unknown","White","North West (England)","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","White","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","White","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","White","South East (England)","25","25","[c]","[c]"
"In post","2023","16-19","Unknown","White","South West (England)","55","55","20800","19460"
"In post","2023","16-19","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","White","Wales","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","East Midlands (England)","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","East of England","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","London","205","205","35100","32960"
"In post","2023","20-29","Declared disabled","Asian","North East (England)","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","North West (England)","50","45","28260","28120"
"In post","2023","20-29","Declared disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","Scotland","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","South East (England)","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","South West (England)","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","Wales","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Asian","West Midlands (England)","70","70","26920","24430"
"In post","2023","20-29","Declared disabled","Asian","Yorkshire and The Humber","45","45","26890","25920"
"In post","2023","20-29","Declared disabled","Black","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","East of England","10","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","London","145","140","33540","32520"
"In post","2023","20-29","Declared disabled","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","North West (England)","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","South East (England)","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Black","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","East Midlands (England)","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","East of England","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","London","130","130","35670","33050"
"In post","2023","20-29","Declared disabled","Mixed","North East (England)","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","North West (England)","35","35","28900","28120"
"In post","2023","20-29","Declared disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","Scotland","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","South East (England)","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","South West (England)","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","Wales","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","West Midlands (England)","25","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Mixed","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","London","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","South East (England)","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Other ethnicity","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","East of England","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","London","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","North West (England)","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","South East (England)","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","South West (England)","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","Wales","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","East of England","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","London","45","45","37020","33810"
"In post","2023","20-29","Declared disabled","Unknown","North East (England)","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","North West (England)","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Scotland","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","South East (England)","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","South West (England)","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Unknown","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","White","East Midlands (England)","240","235","26960","25830"
"In post","2023","20-29","Declared disabled","White","East of England","230","225","27720","26840"
"In post","2023","20-29","Declared disabled","White","London","1195","1185","38890","35640"
"In post","2023","20-29","Declared disabled","White","North East (England)","300","295","27390","27110"
"In post","2023","20-29","Declared disabled","White","North West (England)","600","585","28160","27890"
"In post","2023","20-29","Declared disabled","White","Northern Ireland","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","White","Overseas","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","White","Scotland","505","495","29350","28120"
"In post","2023","20-29","Declared disabled","White","South East (England)","475","465","29280","28600"
"In post","2023","20-29","Declared disabled","White","South West (England)","645","640","29460","28370"
"In post","2023","20-29","Declared disabled","White","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","White","Wales","330","320","27660","27080"
"In post","2023","20-29","Declared disabled","White","West Midlands (England)","270","260","28940","28120"
"In post","2023","20-29","Declared disabled","White","Yorkshire and The Humber","395","385","29630","28120"
"In post","2023","20-29","Declared non-disabled","Asian","East Midlands (England)","290","285","26600","25880"
"In post","2023","20-29","Declared non-disabled","Asian","East of England","140","135","28950","28120"
"In post","2023","20-29","Declared non-disabled","Asian","London","1980","1965","35720","33420"
"In post","2023","20-29","Declared non-disabled","Asian","North East (England)","140","135","26930","22520"
"In post","2023","20-29","Declared non-disabled","Asian","North West (England)","615","600","27480","27650"
"In post","2023","20-29","Declared non-disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Asian","Overseas","15","15","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Asian","Scotland","115","110","28640","25730"
"In post","2023","20-29","Declared non-disabled","Asian","South East (England)","165","160","29500","29080"
"In post","2023","20-29","Declared non-disabled","Asian","South West (England)","135","130","29560","28240"
"In post","2023","20-29","Declared non-disabled","Asian","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Asian","Wales","100","95","27160","24840"
"In post","2023","20-29","Declared non-disabled","Asian","West Midlands (England)","865","835","26970","25830"
"In post","2023","20-29","Declared non-disabled","Asian","Yorkshire and The Humber","705","685","26570","26840"
"In post","2023","20-29","Declared non-disabled","Black","East Midlands (England)","55","55","27080","25830"
"In post","2023","20-29","Declared non-disabled","Black","East of England","45","45","28410","28120"
"In post","2023","20-29","Declared non-disabled","Black","London","975","965","34070","32520"
"In post","2023","20-29","Declared non-disabled","Black","North East (England)","25","25","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Black","North West (England)","135","130","29320","27890"
"In post","2023","20-29","Declared non-disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Black","Scotland","25","25","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Black","South East (England)","80","80","29040","30600"
"In post","2023","20-29","Declared non-disabled","Black","South West (England)","30","30","27730","27530"
"In post","2023","20-29","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Black","Wales","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Black","West Midlands (England)","145","140","27520","27100"
"In post","2023","20-29","Declared non-disabled","Black","Yorkshire and The Humber","70","70","28910","28040"
"In post","2023","20-29","Declared non-disabled","Mixed","East Midlands (England)","95","90","26590","27290"
"In post","2023","20-29","Declared non-disabled","Mixed","East of England","60","60","29250","30120"
"In post","2023","20-29","Declared non-disabled","Mixed","London","645","635","38550","35410"
"In post","2023","20-29","Declared non-disabled","Mixed","North East (England)","45","45","26890","27650"
"In post","2023","20-29","Declared non-disabled","Mixed","North West (England)","165","165","28760","27770"
"In post","2023","20-29","Declared non-disabled","Mixed","Northern Ireland","5","5","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Mixed","Overseas","20","20","[c]","[c]"
"In post","2023","20-29","Declared non-disabled","Mixed","Scotland","50","50","30130","29100"
"In post","2023","20-29","Declared non-disabled","Mixed","South East (England)","135","130","28500","27810"
"In post","2023","20-29","Declared non-disabled","Mixed","South West (England)","105","100","30550","30080"
"In post","2023","20-29","Declared non-disabled","Mixed","Unknown","5","5","[c]","[c]"
