"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Operational Delivery","London","EO","485","455","29130","28540"
"In post","2023","Attorney General's Departments","Operational Delivery","London","G6","20","20","71890","72390"
"In post","2023","Attorney General's Departments","Operational Delivery","London","G7","35","30","55510","55850"
"In post","2023","Attorney General's Departments","Operational Delivery","London","HEO","135","130","33600","33330"
"In post","2023","Attorney General's Departments","Operational Delivery","London","SCS level","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","London","SEO","60","60","40800","40540"
"In post","2023","Attorney General's Departments","Operational Delivery","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","North East (England)","AO","95","80","22360","22870"
"In post","2023","Attorney General's Departments","Operational Delivery","North East (England)","EO","70","65","27740","27150"
"In post","2023","Attorney General's Departments","Operational Delivery","North East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","North East (England)","HEO","15","10","32100","31740"
"In post","2023","Attorney General's Departments","Operational Delivery","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","North East (England)","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","North West (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","North West (England)","AO","225","210","22710","22870"
"In post","2023","Attorney General's Departments","Operational Delivery","North West (England)","EO","195","180","28100","28850"
"In post","2023","Attorney General's Departments","Operational Delivery","North West (England)","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","North West (England)","G7","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","North West (England)","HEO","30","30","32480","32520"
"In post","2023","Attorney General's Departments","Operational Delivery","North West (England)","SEO","20","20","39890","38940"
"In post","2023","Attorney General's Departments","Operational Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","South East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","South East (England)","AO","170","165","23930","24480"
"In post","2023","Attorney General's Departments","Operational Delivery","South East (England)","EO","150","140","29160","28200"
"In post","2023","Attorney General's Departments","Operational Delivery","South East (England)","G6","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","South East (England)","G7","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","South East (England)","HEO","20","20","33380","32660"
"In post","2023","Attorney General's Departments","Operational Delivery","South East (England)","SEO","10","10","41460","40540"
"In post","2023","Attorney General's Departments","Operational Delivery","South West (England)","AO","70","65","22350","22870"
"In post","2023","Attorney General's Departments","Operational Delivery","South West (England)","EO","60","55","27840","27420"
"In post","2023","Attorney General's Departments","Operational Delivery","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","South West (England)","HEO","10","10","31710","31180"
"In post","2023","Attorney General's Departments","Operational Delivery","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Wales","AO","80","70","23000","22870"
"In post","2023","Attorney General's Departments","Operational Delivery","Wales","EO","65","60","27880","27440"
"In post","2023","Attorney General's Departments","Operational Delivery","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Wales","HEO","15","15","32960","33300"
"In post","2023","Attorney General's Departments","Operational Delivery","Wales","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","West Midlands (England)","AO","130","120","22820","22870"
"In post","2023","Attorney General's Departments","Operational Delivery","West Midlands (England)","EO","110","105","27860","27640"
"In post","2023","Attorney General's Departments","Operational Delivery","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","West Midlands (England)","HEO","20","20","31720","31180"
"In post","2023","Attorney General's Departments","Operational Delivery","West Midlands (England)","SEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","AO","165","150","22740","22870"
"In post","2023","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","EO","140","125","27740","27400"
"In post","2023","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","G7","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","HEO","40","40","32070","31800"
"In post","2023","Attorney General's Departments","Operational Delivery","Yorkshire and The Humber","SEO","15","15","39000","38940"
"In post","2023","Attorney General's Departments","Other","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","London","AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","London","EO","15","15","28320","27760"
"In post","2023","Attorney General's Departments","Other","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","London","HEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","London","SCS level","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Other","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","East of England","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","London","G6","15","15","70980","71400"
"In post","2023","Attorney General's Departments","Policy","London","G7","35","35","57990","56700"
"In post","2023","Attorney General's Departments","Policy","London","HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","London","SCS level","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","London","SEO","15","15","39910","40540"
"In post","2023","Attorney General's Departments","Policy","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","North West (England)","G7","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","South East (England)","SEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Policy","South West (England)","HEO","[c]","[c]","[c]","[c]"
