"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","North West (England)","Lancashire","Blackpool","905","865","43990","38470"
"In post","2023","Digital, Data & Technology","North West (England)","Lancashire","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","North West (England)","Lancashire","East Lancashire","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","North West (England)","Lancashire","Lancaster and Wyre","25","25","34370","28120"
"In post","2023","Digital, Data & Technology","North West (England)","Lancashire","Mid Lancashire","80","80","38330","34990"
"In post","2023","Digital, Data & Technology","North West (England)","Merseyside","East Merseyside","15","15","35110","31270"
"In post","2023","Digital, Data & Technology","North West (England)","Merseyside","Liverpool","425","415","39920","36990"
"In post","2023","Digital, Data & Technology","North West (England)","Merseyside","Sefton","265","255","39270","34910"
"In post","2023","Digital, Data & Technology","North West (England)","Merseyside","Wirral","45","45","35580","28120"
"In post","2023","Digital, Data & Technology","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","10","10","36130","32730"
"In post","2023","Digital, Data & Technology","Northern Ireland","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland","Northern Ireland","Belfast","60","60","39410","34700"
"In post","2023","Digital, Data & Technology","Northern Ireland","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","20","20","27540","26170"
"In post","2023","Digital, Data & Technology","Northern Ireland","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Overseas","Overseas","Overseas","75","75","39320","37420"
"In post","2023","Digital, Data & Technology","Scotland","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scotland","Eastern Scotland","City of Edinburgh","365","360","41880","39590"
"In post","2023","Digital, Data & Technology","Scotland","Eastern Scotland","Clackmannanshire and Fife","15","15","34740","34300"
"In post","2023","Digital, Data & Technology","Scotland","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scotland","Eastern Scotland","Falkirk","10","10","33790","28120"
"In post","2023","Digital, Data & Technology","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scotland","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","35","35","31100","30450"
"In post","2023","Digital, Data & Technology","Scotland","Highlands and Islands","Shetland Islands","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","30","30","36290","37420"
"In post","2023","Digital, Data & Technology","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","10","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scotland","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scotland","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scotland","Southern Scotland","South Lanarkshire","240","235","43460","41780"
"In post","2023","Digital, Data & Technology","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","25","25","26740","27080"
"In post","2023","Digital, Data & Technology","Scotland","West Central Scotland","Glasgow City","350","340","40040","36540"
"In post","2023","Digital, Data & Technology","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Scotland","West Central Scotland","North Lanarkshire","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","155","150","41020","37710"
"In post","2023","Digital, Data & Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","40","40","39260","35990"
"In post","2023","Digital, Data & Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","135","135","44120","42410"
"In post","2023","Digital, Data & Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","75","70","36780","33990"
"In post","2023","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","Central Hampshire","165","160","33580","33990"
"In post","2023","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","Isle of Wight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","North Hampshire","45","45","36500","34060"
"In post","2023","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","Portsmouth","155","150","34880","33910"
"In post","2023","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","South Hampshire","315","305","40270","37760"
"In post","2023","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","Southampton","80","80","39520","34170"
"In post","2023","Digital, Data & Technology","South East (England)","Kent","East Kent","15","15","39850","37350"
"In post","2023","Digital, Data & Technology","South East (England)","Kent","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","South East (England)","Kent","Medway","15","15","41040","41930"
"In post","2023","Digital, Data & Technology","South East (England)","Kent","Mid Kent","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","South East (England)","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","South East (England)","Surrey, East and West Sussex","Brighton and Hove","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","South East (England)","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","South East (England)","Surrey, East and West Sussex","East Sussex CC","55","50","37340","33050"
"In post","2023","Digital, Data & Technology","South East (England)","Surrey, East and West Sussex","West Surrey","30","30","36490","33830"
"In post","2023","Digital, Data & Technology","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","15","15","43220","39450"
"In post","2023","Digital, Data & Technology","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","280","270","44040","42180"
"In post","2023","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","35","30","35050","33990"
"In post","2023","Digital, Data & Technology","South West (England)","Devon","Devon CC","1215","1155","39540","39650"
"In post","2023","Digital, Data & Technology","South West (England)","Devon","Plymouth","520","495","39080","39460"
"In post","2023","Digital, Data & Technology","South West (England)","Devon","Torbay","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","15","15","34840","31730"
"In post","2023","Digital, Data & Technology","South West (England)","Dorset and Somerset","Dorset","70","65","33560","32690"
"In post","2023","Digital, Data & Technology","South West (England)","Dorset and Somerset","Somerset CC","255","250","42520","43890"
"In post","2023","Digital, Data & Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","740","725","39360","37250"
"In post","2023","Digital, Data & Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","575","560","44110","41780"
"In post","2023","Digital, Data & Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","30","30","45750","41800"
"In post","2023","Digital, Data & Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","510","495","41370","37330"
"In post","2023","Digital, Data & Technology","Unknown","Unknown","Unknown","35","35","47610","44720"
"In post","2023","Digital, Data & Technology","Wales","East Wales","Cardiff and Vale of Glamorgan","485","470","41240","38000"
"In post","2023","Digital, Data & Technology","Wales","East Wales","Flintshire and Wrexham","30","25","35300","33990"
"In post","2023","Digital, Data & Technology","Wales","East Wales","Monmouthshire and Newport","830","810","44740","41240"
"In post","2023","Digital, Data & Technology","Wales","East Wales","Powys","10","10","30750","29570"
"In post","2023","Digital, Data & Technology","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wales","West Wales and The Valleys","Central Valleys","30","30","40670","34170"
"In post","2023","Digital, Data & Technology","Wales","West Wales and The Valleys","Conwy and Denbighshire","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wales","West Wales and The Valleys","Gwent Valleys","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wales","West Wales and The Valleys","Gwynedd","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Wales","West Wales and The Valleys","Isle of Anglesey","10","10","30680","30930"
"In post","2023","Digital, Data & Technology","Wales","West Wales and The Valleys","South West Wales","15","15","34610","34870"
"In post","2023","Digital, Data & Technology","Wales","West Wales and The Valleys","Swansea","885","870","42190","39820"
"In post","2023","Digital, Data & Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","70","70","25730","22280"
"In post","2023","Digital, Data & Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","15","10","43110","33160"
"In post","2023","Digital, Data & Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","50","50","36810","31920"
"In post","2023","Digital, Data & Technology","West Midlands (England)","Shropshire and Staffordshire","Shropshire","35","35","31210","28120"
"In post","2023","Digital, Data & Technology","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","160","160","39350","34330"
"In post","2023","Digital, Data & Technology","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","15","15","31140","28120"
"In post","2023","Digital, Data & Technology","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","765","750","44260","42510"
