"Status","Year","Disability","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Unknown","London","G6/G7","Male","200","[c]","61920","59180"
"New entrant CS","2023","Unknown","London","SCS level","Female","30","[c]","106930","97210"
"New entrant CS","2023","Unknown","London","SCS level","Male","50","[c]","104880","93380"
"New entrant CS","2023","Unknown","London","SEO/HEO","Female","890","[c]","36400","36000"
"New entrant CS","2023","Unknown","London","SEO/HEO","Male","760","[c]","36800","36000"
"New entrant CS","2023","Unknown","London","Unknown","Female","100","[c]","25750","27640"
"New entrant CS","2023","Unknown","London","Unknown","Male","40","[c]","25520","27640"
"New entrant CS","2023","Unknown","Outside London","AA/AO","Female","6260","[c]","22920","22400"
"New entrant CS","2023","Unknown","Outside London","AA/AO","Male","5515","[c]","23800","22400"
"New entrant CS","2023","Unknown","Outside London","EO","Female","2475","[c]","27100","25880"
"New entrant CS","2023","Unknown","Outside London","EO","Male","2560","[c]","27300","25880"
"New entrant CS","2023","Unknown","Outside London","G6/G7","Female","450","[c]","57640","54000"
"New entrant CS","2023","Unknown","Outside London","G6/G7","Male","555","[c]","57280","54440"
"New entrant CS","2023","Unknown","Outside London","SCS level","Female","40","[c]","98330","92780"
"New entrant CS","2023","Unknown","Outside London","SCS level","Male","45","[c]","104890","105000"
"New entrant CS","2023","Unknown","Outside London","SEO/HEO","Female","1835","[c]","35600","33990"
"New entrant CS","2023","Unknown","Outside London","SEO/HEO","Male","1960","[c]","36230","34400"
"New entrant CS","2023","Unknown","Outside London","Unknown","Female","810","[c]","22780","23640"
"New entrant CS","2023","Unknown","Outside London","Unknown","Male","355","[c]","26330","23640"
"New entrant CS","2023","Unknown","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","AA/AO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","AA/AO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","EO","Male","35","[c]","27900","25750"
"New entrant CS","2023","Unknown","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","Male","130","[c]","22450","17280"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-07-27, with GIT d545f65.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","","",""
"Sex","Self reported sex.","","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","","",""
"Disability","Self reported disability.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
